ZIP Encoding,Monte_Carlo_Run,Iteration,Number of experiments,MEDV_Measurements,MEDV_IterBest,Running best house price
Latitude-Longitude,152,32,33,[0.987],0.987,4.945542666666666
Latitude-Longitude,152,33,34,[3.37260714],3.3726071428571425,4.945542666666666
Latitude-Longitude,152,34,35,[3.91134769],3.9113476923076926,4.945542666666666
Latitude-Longitude,152,35,36,[5.00001],5.00001,5.00001
Latitude-Longitude,152,36,37,[4.217502],4.217502,5.00001
Latitude-Longitude,152,37,38,[4.31493357],4.314933571428571,5.00001
Latitude-Longitude,152,38,39,[4.50867333],4.508673333333333,5.00001
Latitude-Longitude,152,39,40,[0.521],0.521,5.00001
Latitude-Longitude,152,40,41,[4.87069079],4.870690789473684,5.00001
Latitude-Longitude,152,41,42,[3.788802],3.788802,5.00001
Latitude-Longitude,152,42,43,[4.53211444],4.532114444444444,5.00001
Latitude-Longitude,152,43,44,[5.00001],5.00001,5.00001
Latitude-Longitude,152,44,45,[5.00001],5.00001,5.00001
Latitude-Longitude,152,45,46,[2.038],2.0380000000000003,5.00001
Latitude-Longitude,152,46,47,[1.344],1.344,5.00001
Latitude-Longitude,152,47,48,[2.819],2.819,5.00001
Latitude-Longitude,152,48,49,[1.3786],1.3786,5.00001
Latitude-Longitude,152,49,50,[5.00001],5.00001,5.00001
OHE,152,0,1,[2.85620833],2.8562083333333335,2.8562083333333335
OHE,152,1,2,[2.72607143],2.7260714285714287,2.8562083333333335
OHE,152,2,3,[0.57525],0.5752499999999999,2.8562083333333335
OHE,152,3,4,[0.655],0.655,2.8562083333333335
OHE,152,4,5,[3.43763158],3.4376315789473684,3.4376315789473684
OHE,152,5,6,[3.239452],3.239452,3.4376315789473684
OHE,152,6,7,[2.38667857],2.386678571428571,3.4376315789473684
OHE,152,7,8,[4.65073364],4.650733636363636,4.650733636363636
OHE,152,8,9,[5.00001],5.00001,5.00001
OHE,152,9,10,[3.65104682],3.6510468181818183,5.00001
OHE,152,10,11,[2.06314286],2.063142857142857,5.00001
OHE,152,11,12,[1.586],1.586,5.00001
OHE,152,12,13,[3.2416],3.2415999999999996,5.00001
OHE,152,13,14,[3.75996481],3.7599648148148144,5.00001
OHE,152,14,15,[0.77233333],0.7723333333333334,5.00001
OHE,152,15,16,[0.786],0.786,5.00001
OHE,152,16,17,[1.1315],1.1315,5.00001
OHE,152,17,18,[2.9195],2.9195,5.00001
OHE,152,18,19,[0.55],0.55,5.00001
OHE,152,19,20,[2.07328571],2.0732857142857144,5.00001
OHE,152,20,21,[1.298],1.298,5.00001
OHE,152,21,22,[1.91016],1.91016,5.00001
OHE,152,22,23,[1.3125],1.3125,5.00001
OHE,152,23,24,[1.33631579],1.3363157894736843,5.00001
OHE,152,24,25,[0.856],0.856,5.00001
OHE,152,25,26,[1.86896296],1.8689629629629632,5.00001
OHE,152,26,27,[1.22066667],1.2206666666666666,5.00001
OHE,152,27,28,[1.9485],1.9485,5.00001
OHE,152,28,29,[1.11112245],1.111122448979592,5.00001
OHE,152,29,30,[1.8254],1.8254,5.00001
OHE,152,30,31,[1.55],1.55,5.00001
OHE,152,31,32,[1.6435],1.6435,5.00001
OHE,152,32,33,[1.17904],1.17904,5.00001
OHE,152,33,34,[1.19714286],1.1971428571428573,5.00001
OHE,152,34,35,[0.72092308],0.7209230769230769,5.00001
OHE,152,35,36,[2.86157286],2.861572857142858,5.00001
OHE,152,36,37,[2.24275],2.24275,5.00001
OHE,152,37,38,[2.62466667],2.6246666666666667,5.00001
OHE,152,38,39,[0.7],0.7,5.00001
OHE,152,39,40,[4.83334222],4.833342222222222,5.00001
OHE,152,40,41,[2.77475],2.77475,5.00001
OHE,152,41,42,[1.69],1.6900000000000002,5.00001
OHE,152,42,43,[1.308],1.308,5.00001
OHE,152,43,44,[1.57406452],1.5740645161290323,5.00001
OHE,152,44,45,[0.7378],0.7378,5.00001
OHE,152,45,46,[2.79748571],2.7974857142857146,5.00001
OHE,152,46,47,[1.89377778],1.8937777777777776,5.00001
OHE,152,47,48,[2.58486207],2.584862068965517,5.00001
OHE,152,48,49,[1.81223529],1.812235294117647,5.00001
OHE,152,49,50,[0.691625],0.691625,5.00001
INT,152,0,1,[1.53392857],1.5339285714285713,1.5339285714285713
INT,152,1,2,[2.72607143],2.7260714285714287,2.7260714285714287
INT,152,2,3,[1.53983333],1.5398333333333334,2.7260714285714287
INT,152,3,4,[3.56607692],3.566076923076923,3.566076923076923
INT,152,4,5,[2.04266667],2.042666666666667,3.566076923076923
INT,152,5,6,[1.74083333],1.7408333333333332,3.566076923076923
INT,152,6,7,[0.57525],0.5752499999999999,3.566076923076923
INT,152,7,8,[1.34308824],1.3430882352941176,3.566076923076923
INT,152,8,9,[0.692],0.6920000000000001,3.566076923076923
INT,152,9,10,[1.26566667],1.2656666666666667,3.566076923076923
INT,152,10,11,[1.21358333],1.2135833333333332,3.566076923076923
INT,152,11,12,[0.655],0.655,3.566076923076923
INT,152,12,13,[2.24729471],2.2472947058823527,3.566076923076923
INT,152,13,14,[2.51444444],2.5144444444444445,3.566076923076923
INT,152,14,15,[0.492],0.492,3.566076923076923
INT,152,15,16,[1.87322222],1.8732222222222223,3.566076923076923
INT,152,16,17,[0.76233333],0.7623333333333333,3.566076923076923
INT,152,17,18,[1.43466667],1.4346666666666668,3.566076923076923
INT,152,18,19,[1.532],1.532,3.566076923076923
INT,152,19,20,[2.48957895],2.489578947368421,3.566076923076923
INT,152,20,21,[1.594],1.594,3.566076923076923
INT,152,21,22,[1.07825],1.07825,3.566076923076923
INT,152,22,23,[0.9702],0.9702,3.566076923076923
INT,152,23,24,[2.06959375],2.06959375,3.566076923076923
INT,152,24,25,[1.351],1.351,3.566076923076923
INT,152,25,26,[3.448],3.448,3.566076923076923
INT,152,26,27,[1.27971429],1.2797142857142858,3.566076923076923
INT,152,27,28,[5.00001],5.00001,5.00001
INT,152,28,29,[3.371005],3.371005,5.00001
INT,152,29,30,[3.1556],3.1556,5.00001
INT,152,30,31,[1.757],1.757,5.00001
INT,152,31,32,[0.875],0.875,5.00001
INT,152,32,33,[1.682],1.682,5.00001
INT,152,33,34,[1.12725],1.12725,5.00001
INT,152,34,35,[1.20146154],1.2014615384615384,5.00001
INT,152,35,36,[1.8865],1.8865,5.00001
INT,152,36,37,[1.2065],1.2065,5.00001
INT,152,37,38,[1.853],1.853,5.00001
INT,152,38,39,[1.573],1.573,5.00001
INT,152,39,40,[4.14215615],4.1421561538461535,5.00001
INT,152,40,41,[0.538],0.538,5.00001
INT,152,41,42,[1.91433333],1.9143333333333337,5.00001
INT,152,42,43,[1.33061404],1.3306140350877194,5.00001
INT,152,43,44,[2.20004545],2.2000454545454544,5.00001
INT,152,44,45,[3.1605],3.1605,5.00001
INT,152,45,46,[1.95522222],1.9552222222222224,5.00001
INT,152,46,47,[2.98366667],2.9836666666666667,5.00001
INT,152,47,48,[4.33281563],4.332815625,5.00001
INT,152,48,49,[0.87355319],0.8735531914893617,5.00001
INT,152,49,50,[2.1255],2.1255,5.00001
Random,152,0,1,[2.68022278],2.680222777777778,2.680222777777778
Random,152,1,2,[1.4117619],1.4117619047619048,2.680222777777778
Random,152,2,3,[0.91295],0.91295,2.680222777777778
Random,152,3,4,[2.326625],2.326625,2.680222777777778
Random,152,4,5,[2.22876471],2.228764705882353,2.680222777777778
Random,152,5,6,[1.699],1.699,2.680222777777778
Random,152,6,7,[3.76125083],3.7612508333333334,3.7612508333333334
Random,152,7,8,[1.17295],1.17295,3.7612508333333334
Random,152,8,9,[1.625],1.625,3.7612508333333334
Random,152,9,10,[1.47175],1.47175,3.7612508333333334
Random,152,10,11,[2.38667857],2.386678571428571,3.7612508333333334
Random,152,11,12,[3.61500333],3.6150033333333336,3.7612508333333334
Random,152,12,13,[2.07254545],2.072545454545455,3.7612508333333334
Random,152,13,14,[2.76294118],2.762941176470588,3.7612508333333334
Random,152,14,15,[1.573],1.573,3.7612508333333334
Random,152,15,16,[2.26125],2.26125,3.7612508333333334
Random,152,16,17,[2.787],2.787,3.7612508333333334
Random,152,17,18,[1.69504762],1.695047619047619,3.7612508333333334
Random,152,18,19,[2.84943478],2.849434782608696,3.7612508333333334
Random,152,19,20,[1.153],1.153,3.7612508333333334
Random,152,20,21,[2.434],2.434,3.7612508333333334
Random,152,21,22,[4.39385857],4.393858571428572,4.393858571428572
Random,152,22,23,[0.528],0.528,4.393858571428572
Random,152,23,24,[0.879],0.879,4.393858571428572
Random,152,24,25,[1.625],1.625,4.393858571428572
Random,152,25,26,[2.0415],2.0415,4.393858571428572
Random,152,26,27,[1.297],1.297,4.393858571428572
Random,152,27,28,[1.27771429],1.2777142857142858,4.393858571428572
Random,152,28,29,[1.55],1.55,4.393858571428572
Random,152,29,30,[2.1655],2.1655,4.393858571428572
Random,152,30,31,[0.71],0.71,4.393858571428572
Random,152,31,32,[0.62757143],0.6275714285714286,4.393858571428572
Random,152,32,33,[1.27],1.27,4.393858571428572
Random,152,33,34,[2.46844444],2.468444444444444,4.393858571428572
Random,152,34,35,[5.00001],5.00001,5.00001
Random,152,35,36,[0.77],0.77,5.00001
Random,152,36,37,[3.27400125],3.27400125,5.00001
Random,152,37,38,[1.4975],1.4975,5.00001
Random,152,38,39,[3.87743],3.87743,5.00001
Random,152,39,40,[1.7165],1.7165,5.00001
Random,152,40,41,[3.194],3.194,5.00001
Random,152,41,42,[2.326],2.326,5.00001
Random,152,42,43,[0.6215],0.6214999999999999,5.00001
Random,152,43,44,[1.14011111],1.1401111111111113,5.00001
Random,152,44,45,[2.043],2.043,5.00001
Random,152,45,46,[1.295],1.295,5.00001
Random,152,46,47,[1.3395],1.3395,5.00001
Random,152,47,48,[2.39741667],2.397416666666667,5.00001
Random,152,48,49,[1.33061404],1.3306140350877194,5.00001
Random,152,49,50,[4.3637525],4.3637524999999995,5.00001
Latitude-Longitude,153,0,1,[0.4863],0.4863,0.4863
Latitude-Longitude,153,1,2,[0.987],0.987,0.987
Latitude-Longitude,153,2,3,[1.11225],1.11225,1.11225
Latitude-Longitude,153,3,4,[0.45],0.45,1.11225
Latitude-Longitude,153,4,5,[0.835],0.835,1.11225
Latitude-Longitude,153,5,6,[0.953],0.953,1.11225
Latitude-Longitude,153,6,7,[0.946],0.946,1.11225
Latitude-Longitude,153,7,8,[0.79],0.79,1.11225
Latitude-Longitude,153,8,9,[2.954],2.954,2.954
Latitude-Longitude,153,9,10,[1.154],1.154,2.954
Latitude-Longitude,153,10,11,[1.84985714],1.8498571428571429,2.954
Latitude-Longitude,153,11,12,[3.638],3.638,3.638
Latitude-Longitude,153,12,13,[4.39385857],4.393858571428572,4.393858571428572
Latitude-Longitude,153,13,14,[4.68],4.68,4.68
Latitude-Longitude,153,14,15,[0.283],0.283,4.68
Latitude-Longitude,153,15,16,[4.5435025],4.5435025,4.68
Latitude-Longitude,153,16,17,[3.6655],3.6655,4.68
Latitude-Longitude,153,17,18,[2.64744],2.6474399999999996,4.68
Latitude-Longitude,153,18,19,[1.896],1.896,4.68
Latitude-Longitude,153,19,20,[2.82566667],2.8256666666666668,4.68
Latitude-Longitude,153,20,21,[2.7226005],2.7226005,4.68
Latitude-Longitude,153,21,22,[3.194],3.194,4.68
Latitude-Longitude,153,22,23,[2.61706667],2.6170666666666667,4.68
Latitude-Longitude,153,23,24,[2.61177889],2.611778888888889,4.68
Latitude-Longitude,153,24,25,[1.57735294],1.5773529411764706,4.68
Latitude-Longitude,153,25,26,[4.563],4.563,4.68
Latitude-Longitude,153,26,27,[3.998],3.998,4.68
Latitude-Longitude,153,27,28,[3.4958],3.4958,4.68
Latitude-Longitude,153,28,29,[3.68],3.68,4.68
Latitude-Longitude,153,29,30,[0.329],0.329,4.68
Latitude-Longitude,153,30,31,[2.777],2.777,4.68
Latitude-Longitude,153,31,32,[2.75028571],2.750285714285714,4.68
Latitude-Longitude,153,32,33,[2.232],2.232,4.68
Latitude-Longitude,153,33,34,[2.08766667],2.087666666666667,4.68
Latitude-Longitude,153,34,35,[2.326],2.326,4.68
Latitude-Longitude,153,35,36,[2.3055],2.3055,4.68
Latitude-Longitude,153,36,37,[2.5475],2.5475,4.68
Latitude-Longitude,153,37,38,[1.91842857],1.9184285714285711,4.68
Latitude-Longitude,153,38,39,[2.788375],2.788375,4.68
Latitude-Longitude,153,39,40,[2.317],2.317,4.68
Latitude-Longitude,153,40,41,[0.825],0.825,4.68
Latitude-Longitude,153,41,42,[1.91825],1.91825,4.68
Latitude-Longitude,153,42,43,[2.58486207],2.584862068965517,4.68
Latitude-Longitude,153,43,44,[3.78036545],3.780365454545454,4.68
Latitude-Longitude,153,44,45,[1.1736],1.1736,4.68
Latitude-Longitude,153,45,46,[1.54566667],1.5456666666666663,4.68
Latitude-Longitude,153,46,47,[2.76773077],2.767730769230769,4.68
Latitude-Longitude,153,47,48,[2.80152174],2.801521739130435,4.68
Latitude-Longitude,153,48,49,[2.386],2.386,4.68
Latitude-Longitude,153,49,50,[4.03675],4.03675,4.68
OHE,153,0,1,[1.34877778],1.3487777777777776,1.3487777777777776
OHE,153,1,2,[2.42759091],2.427590909090909,2.427590909090909
OHE,153,2,3,[0.75683784],0.7568378378378379,2.427590909090909
OHE,153,3,4,[2.1705],2.1704999999999997,2.427590909090909
OHE,153,4,5,[0.7349],0.7349,2.427590909090909
OHE,153,5,6,[4.33281563],4.332815625,4.332815625
OHE,153,6,7,[0.7905],0.7905000000000001,4.332815625
OHE,153,7,8,[0.71866667],0.7186666666666667,4.332815625
OHE,153,8,9,[1.1705],1.1705,4.332815625
OHE,153,9,10,[0.627],0.627,4.332815625
OHE,153,10,11,[3.164],3.164,4.332815625
OHE,153,11,12,[1.46228571],1.4622857142857144,4.332815625
OHE,153,12,13,[2.4277],2.4277,4.332815625
OHE,153,13,14,[0.8615],0.8614999999999999,4.332815625
OHE,153,14,15,[4.58625375],4.58625375,4.58625375
OHE,153,15,16,[1.00766667],1.0076666666666665,4.58625375
OHE,153,16,17,[2.40442857],2.4044285714285714,4.58625375
OHE,153,17,18,[3.921853],3.921853,4.58625375
OHE,153,18,19,[0.6578],0.6577999999999999,4.58625375
OHE,153,19,20,[3.2485505],3.2485505000000003,4.58625375
OHE,153,20,21,[3.81611654],3.8161165384615385,4.58625375
OHE,153,21,22,[0.7378],0.7378,4.58625375
OHE,153,22,23,[2.26551244],2.2655124390243904,4.58625375
OHE,153,23,24,[1.17904],1.17904,4.58625375
OHE,153,24,25,[1.42975],1.42975,4.58625375
OHE,153,25,26,[3.37260714],3.3726071428571425,4.58625375
OHE,153,26,27,[1.349],1.349,4.58625375
OHE,153,27,28,[1.94411111],1.9441111111111111,4.58625375
OHE,153,28,29,[0.707],0.707,4.58625375
OHE,153,29,30,[1.82436],1.82436,4.58625375
OHE,153,30,31,[0.9062],0.9062,4.58625375
OHE,153,31,32,[2.22409677],2.2240967741935487,4.58625375
OHE,153,32,33,[0.90683333],0.9068333333333332,4.58625375
OHE,153,33,34,[2.894],2.894,4.58625375
OHE,153,34,35,[1.45],1.4500000000000002,4.58625375
OHE,153,35,36,[0.89],0.89,4.58625375
OHE,153,36,37,[1.537],1.537,4.58625375
OHE,153,37,38,[0.825],0.825,4.58625375
OHE,153,38,39,[0.492],0.492,4.58625375
OHE,153,39,40,[1.78052941],1.7805294117647057,4.58625375
OHE,153,40,41,[0.937],0.937,4.58625375
OHE,153,41,42,[0.91742857],0.9174285714285714,4.58625375
OHE,153,42,43,[1.15552381],1.1555238095238094,4.58625375
OHE,153,43,44,[1.2305],1.2305,4.58625375
OHE,153,44,45,[2.45337625],2.45337625,4.58625375
OHE,153,45,46,[4.25341792],4.253417916666667,4.58625375
OHE,153,46,47,[3.00671429],3.0067142857142857,4.58625375
OHE,153,47,48,[0.958],0.958,4.58625375
OHE,153,48,49,[1.97257692],1.972576923076923,4.58625375
OHE,153,49,50,[1.817625],1.817625,4.58625375
INT,153,0,1,[0.696],0.696,0.696
INT,153,1,2,[2.68024],2.68024,2.68024
INT,153,2,3,[3.65104682],3.6510468181818183,3.6510468181818183
INT,153,3,4,[1.65370455],1.6537045454545456,3.6510468181818183
INT,153,4,5,[5.00001],5.00001,5.00001
INT,153,5,6,[0.587],0.5870000000000001,5.00001
INT,153,6,7,[2.51444444],2.5144444444444445,5.00001
INT,153,7,8,[3.3217037],3.3217037037037036,5.00001
INT,153,8,9,[2.46844444],2.468444444444444,5.00001
INT,153,9,10,[2.6254],2.6254,5.00001
INT,153,10,11,[0.894],0.894,5.00001
INT,153,11,12,[2.25769565],2.257695652173913,5.00001
INT,153,12,13,[2.96264357],2.9626435714285715,5.00001
INT,153,13,14,[1.741],1.741,5.00001
INT,153,14,15,[0.928],0.928,5.00001
INT,153,15,16,[2.3003913],2.300391304347826,5.00001
INT,153,16,17,[1.268],1.268,5.00001
INT,153,17,18,[2.98459333],2.984593333333333,5.00001
INT,153,18,19,[1.43417241],1.4341724137931036,5.00001
INT,153,19,20,[1.178],1.178,5.00001
INT,153,20,21,[0.856],0.856,5.00001
INT,153,21,22,[1.938],1.938,5.00001
INT,153,22,23,[0.96302326],0.9630232558139534,5.00001
INT,153,23,24,[4.33281563],4.332815625,5.00001
INT,153,24,25,[1.135],1.135,5.00001
INT,153,25,26,[2.2675],2.2675,5.00001
INT,153,26,27,[1.48211111],1.482111111111111,5.00001
INT,153,27,28,[3.477],3.477,5.00001
INT,153,28,29,[2.356],2.356,5.00001
INT,153,29,30,[2.9512613],2.9512613043478257,5.00001
INT,153,30,31,[2.70342857],2.7034285714285713,5.00001
INT,153,31,32,[1.91842857],1.9184285714285711,5.00001
INT,153,32,33,[3.273],3.273,5.00001
INT,153,33,34,[1.07825],1.07825,5.00001
INT,153,34,35,[0.475],0.475,5.00001
INT,153,35,36,[0.987],0.987,5.00001
INT,153,36,37,[1.555],1.5550000000000002,5.00001
INT,153,37,38,[0.62966667],0.6296666666666666,5.00001
INT,153,38,39,[1.78114286],1.7811428571428571,5.00001
INT,153,39,40,[1.87322222],1.8732222222222223,5.00001
INT,153,40,41,[0.692],0.692,5.00001
INT,153,41,42,[1.19813043],1.1981304347826087,5.00001
INT,153,42,43,[1.57941379],1.5794137931034482,5.00001
INT,153,43,44,[5.00001],5.00001,5.00001
INT,153,44,45,[3.61500333],3.6150033333333336,5.00001
INT,153,45,46,[3.234125],3.234125,5.00001
INT,153,46,47,[1.10593333],1.1059333333333332,5.00001
INT,153,47,48,[1.59566667],1.5956666666666666,5.00001
INT,153,48,49,[0.70619355],0.7061935483870968,5.00001
INT,153,49,50,[1.412875],1.412875,5.00001
Random,153,0,1,[3.42656733],3.4265673333333333,3.4265673333333333
Random,153,1,2,[2.68543],2.68543,3.4265673333333333
Random,153,2,3,[4.25341792],4.253417916666667,4.253417916666667
Random,153,3,4,[1.59572],1.59572,4.253417916666667
Random,153,4,5,[2.48364321],2.4836432142857143,4.253417916666667
Random,153,5,6,[0.7145],0.7145,4.253417916666667
Random,153,6,7,[0.691625],0.691625,4.253417916666667
Random,153,7,8,[1.03125],1.03125,4.253417916666667
Random,153,8,9,[2.95033333],2.9503333333333335,4.253417916666667
Random,153,9,10,[2.04266667],2.042666666666667,4.253417916666667
Random,153,10,11,[2.76233333],2.7623333333333333,4.253417916666667
Random,153,11,12,[1.61682609],1.6168260869565216,4.253417916666667
Random,153,12,13,[1.13733333],1.1373333333333333,4.253417916666667
Random,153,13,14,[3.3217037],3.3217037037037036,4.253417916666667
Random,153,14,15,[2.8],2.8,4.253417916666667
Random,153,15,16,[0.92683333],0.9268333333333332,4.253417916666667
Random,153,16,17,[3.68],3.68,4.253417916666667
Random,153,17,18,[2.676],2.676,4.253417916666667
Random,153,18,19,[1.81233333],1.8123333333333336,4.253417916666667
Random,153,19,20,[2.45523647],2.4552364705882352,4.253417916666667
Random,153,20,21,[0.9605],0.9605,4.253417916666667
Random,153,21,22,[0.917],0.917,4.253417916666667
Random,153,22,23,[1.0096875],1.0096875,4.253417916666667
Random,153,23,24,[2.52700333],2.5270033333333335,4.253417916666667
Random,153,24,25,[1.30475],1.30475,4.253417916666667
Random,153,25,26,[1.8312439],1.8312439024390248,4.253417916666667
Random,153,26,27,[2.94906344],2.9490634375,4.253417916666667
Random,153,27,28,[1.63215],1.63215,4.253417916666667
Random,153,28,29,[1.26566667],1.2656666666666667,4.253417916666667
Random,153,29,30,[2.28072773],2.280727727272727,4.253417916666667
Random,153,30,31,[0.784],0.784,4.253417916666667
Random,153,31,32,[1.167],1.167,4.253417916666667
Random,153,32,33,[4.982908],4.982908,4.982908
Random,153,33,34,[1.91666667],1.9166666666666667,4.982908
Random,153,34,35,[3.925004],3.925004,4.982908
Random,153,35,36,[2.2156],2.2156,4.982908
Random,153,36,37,[2.38464516],2.384645161290323,4.982908
Random,153,37,38,[2.24275],2.24275,4.982908
Random,153,38,39,[2.83946667],2.8394666666666666,4.982908
Random,153,39,40,[3.64318273],3.6431827272727273,4.982908
Random,153,40,41,[2.42737037],2.42737037037037,4.982908
Random,153,41,42,[2.11485],2.1148499999999997,4.982908
Random,153,42,43,[2.75028571],2.750285714285714,4.982908
Random,153,43,44,[1.234],1.234,4.982908
Random,153,44,45,[1.82436],1.82436,4.982908
Random,153,45,46,[2.25769565],2.257695652173913,4.982908
Random,153,46,47,[1.59628571],1.5962857142857143,4.982908
Random,153,47,48,[1.688],1.688,4.982908
Random,153,48,49,[2.9962381],2.996238095238095,4.982908
Random,153,49,50,[1.05036364],1.0503636363636364,4.982908
Latitude-Longitude,154,0,1,[3.712],3.712,3.712
Latitude-Longitude,154,1,2,[0.987],0.987,3.712
Latitude-Longitude,154,2,3,[0.571],0.571,3.712
Latitude-Longitude,154,3,4,[2.61825],2.6182499999999997,3.712
Latitude-Longitude,154,4,5,[0.8565],0.8564999999999999,3.712
Latitude-Longitude,154,5,6,[4.03675],4.03675,4.03675
Latitude-Longitude,154,6,7,[2.5475],2.5475,4.03675
Latitude-Longitude,154,7,8,[0.675],0.675,4.03675
Latitude-Longitude,154,8,9,[3.2416],3.2415999999999996,4.03675
Latitude-Longitude,154,9,10,[2.51],2.51,4.03675
Latitude-Longitude,154,10,11,[4.68],4.68,4.68
Latitude-Longitude,154,11,12,[1.3786],1.3786,4.68
Latitude-Longitude,154,12,13,[2.232],2.232,4.68
Latitude-Longitude,154,13,14,[0.283],0.283,4.68
Latitude-Longitude,154,14,15,[3.50225],3.50225,4.68
Latitude-Longitude,154,15,16,[4.74493077],4.744930769230769,4.744930769230769
Latitude-Longitude,154,16,17,[4.94554267],4.945542666666666,4.945542666666666
Latitude-Longitude,154,17,18,[5.00001],5.00001,5.00001
Latitude-Longitude,154,18,19,[2.8124808],2.8124808000000003,5.00001
Latitude-Longitude,154,19,20,[3.31368474],3.313684736842105,5.00001
Latitude-Longitude,154,20,21,[2.41673529],2.4167352941176468,5.00001
Latitude-Longitude,154,21,22,[5.00001],5.00001,5.00001
Latitude-Longitude,154,22,23,[3.77009182],3.770091818181818,5.00001
Latitude-Longitude,154,23,24,[4.190004],4.190004,5.00001
Latitude-Longitude,154,24,25,[3.19441667],3.1944166666666667,5.00001
Latitude-Longitude,154,25,26,[0.598],0.598,5.00001
Latitude-Longitude,154,26,27,[4.30095682],4.300956818181818,5.00001
Latitude-Longitude,154,27,28,[4.33281563],4.332815625,5.00001
Latitude-Longitude,154,28,29,[3.11137562],3.111375625,5.00001
Latitude-Longitude,154,29,30,[3.624602],3.624602,5.00001
Latitude-Longitude,154,30,31,[5.00001],5.00001,5.00001
Latitude-Longitude,154,31,32,[2.79791708],2.797917083333333,5.00001
Latitude-Longitude,154,32,33,[4.87069079],4.870690789473684,5.00001
Latitude-Longitude,154,33,34,[3.239452],3.239452,5.00001
Latitude-Longitude,154,34,35,[3.37260714],3.3726071428571425,5.00001
Latitude-Longitude,154,35,36,[1.54566667],1.5456666666666663,5.00001
Latitude-Longitude,154,36,37,[4.53211444],4.532114444444444,5.00001
Latitude-Longitude,154,37,38,[5.00001],5.00001,5.00001
Latitude-Longitude,154,38,39,[4.217502],4.217502,5.00001
Latitude-Longitude,154,39,40,[5.00001],5.00001,5.00001
Latitude-Longitude,154,40,41,[5.00001],5.00001,5.00001
Latitude-Longitude,154,41,42,[3.048],3.048,5.00001
Latitude-Longitude,154,42,43,[3.44222886],3.442228857142857,5.00001
Latitude-Longitude,154,43,44,[3.91134769],3.9113476923076926,5.00001
Latitude-Longitude,154,44,45,[3.3594375],3.3594375,5.00001
Latitude-Longitude,154,45,46,[2.05671429],2.056714285714286,5.00001
Latitude-Longitude,154,46,47,[4.31493357],4.314933571428571,5.00001
Latitude-Longitude,154,47,48,[4.50867333],4.508673333333333,5.00001
Latitude-Longitude,154,48,49,[3.42656733],3.4265673333333333,5.00001
Latitude-Longitude,154,49,50,[4.91665214],4.916652142857143,5.00001
OHE,154,0,1,[1.33532258],1.3353225806451614,1.3353225806451614
OHE,154,1,2,[2.51694118],2.516941176470588,2.516941176470588
OHE,154,2,3,[4.60843286],4.608432857142857,4.608432857142857
OHE,154,3,4,[1.0935],1.0935,4.608432857142857
OHE,154,4,5,[1.26417647],1.2641764705882352,4.608432857142857
OHE,154,5,6,[4.097],4.097,4.608432857142857
OHE,154,6,7,[1.028],1.028,4.608432857142857
OHE,154,7,8,[1.88144828],1.881448275862069,4.608432857142857
OHE,154,8,9,[1.531],1.531,4.608432857142857
OHE,154,9,10,[0.947],0.947,4.608432857142857
OHE,154,10,11,[3.19441667],3.1944166666666667,4.608432857142857
OHE,154,11,12,[1.0105],1.0105,4.608432857142857
OHE,154,12,13,[2.00881818],2.008818181818182,4.608432857142857
OHE,154,13,14,[0.863],0.863,4.608432857142857
OHE,154,14,15,[3.44833467],3.4483346666666668,4.608432857142857
OHE,154,15,16,[2.59216667],2.592166666666667,4.608432857142857
OHE,154,16,17,[1.19714286],1.1971428571428573,4.608432857142857
OHE,154,17,18,[0.48525],0.48525,4.608432857142857
OHE,154,18,19,[2.52718182],2.527181818181818,4.608432857142857
OHE,154,19,20,[0.707],0.707,4.608432857142857
OHE,154,20,21,[1.351],1.351,4.608432857142857
OHE,154,21,22,[1.349],1.3490000000000002,4.608432857142857
OHE,154,22,23,[1.45702632],1.4570263157894736,4.608432857142857
OHE,154,23,24,[2.51444444],2.5144444444444445,4.608432857142857
OHE,154,24,25,[0.83892308],0.838923076923077,4.608432857142857
OHE,154,25,26,[1.1736],1.1736,4.608432857142857
OHE,154,26,27,[3.473005],3.4730049999999997,4.608432857142857
OHE,154,27,28,[1.30425],1.30425,4.608432857142857
OHE,154,28,29,[1.332],1.332,4.608432857142857
OHE,154,29,30,[2.11485],2.1148499999999997,4.608432857142857
OHE,154,30,31,[1.704],1.704,4.608432857142857
OHE,154,31,32,[2.1984],2.1984000000000004,4.608432857142857
OHE,154,32,33,[2.08846154],2.088461538461538,4.608432857142857
OHE,154,33,34,[1.9335],1.9335,4.608432857142857
OHE,154,34,35,[0.868],0.868,4.608432857142857
OHE,154,35,36,[2.8],2.8,4.608432857142857
OHE,154,36,37,[1.910402],1.910402,4.608432857142857
OHE,154,37,38,[3.998],3.998,4.608432857142857
OHE,154,38,39,[0.63725],0.63725,4.608432857142857
OHE,154,39,40,[2.86157286],2.861572857142858,4.608432857142857
OHE,154,40,41,[2.25],2.25,4.608432857142857
OHE,154,41,42,[3.70209],3.70209,4.608432857142857
OHE,154,42,43,[4.3],4.3,4.608432857142857
OHE,154,43,44,[1.6307],1.6306999999999998,4.608432857142857
OHE,154,44,45,[2.76294118],2.762941176470588,4.608432857142857
OHE,154,45,46,[2.1518],2.1518,4.608432857142857
OHE,154,46,47,[1.216],1.216,4.608432857142857
OHE,154,47,48,[1.5284],1.5284,4.608432857142857
OHE,154,48,49,[0.95830303],0.9583030303030302,4.608432857142857
