ZIP Encoding,Monte_Carlo_Run,Iteration,Number of experiments,MEDV_Measurements,MEDV_IterBest,Running best house price
OHE,18,34,35,[1.80111765],1.8011176470588235,4.650733636363636
OHE,18,35,36,[0.609],0.609,4.650733636363636
OHE,18,36,37,[2.30729412],2.3072941176470585,4.650733636363636
OHE,18,37,38,[2.128625],2.128625,4.650733636363636
OHE,18,38,39,[3.80388889],3.803888888888889,4.650733636363636
OHE,18,39,40,[1.5605],1.5605,4.650733636363636
OHE,18,40,41,[3.434],3.434,4.650733636363636
OHE,18,41,42,[1.74083333],1.7408333333333332,4.650733636363636
OHE,18,42,43,[5.00001],5.00001,5.00001
OHE,18,43,44,[2.70342857],2.7034285714285713,5.00001
OHE,18,44,45,[1.4775],1.4775,5.00001
OHE,18,45,46,[1.94316667],1.9431666666666667,5.00001
OHE,18,46,47,[2.457],2.457,5.00001
OHE,18,47,48,[0.552],0.552,5.00001
OHE,18,48,49,[1.63215],1.63215,5.00001
OHE,18,49,50,[0.587],0.5870000000000001,5.00001
INT,18,0,1,[2.787],2.787,2.787
INT,18,1,2,[1.88144828],1.881448275862069,2.787
INT,18,2,3,[0.9702],0.9702,2.787
INT,18,3,4,[1.125],1.125,2.787
INT,18,4,5,[0.861],0.861,2.787
INT,18,5,6,[1.29144444],1.2914444444444446,2.787
INT,18,6,7,[2.62772278],2.627722777777778,2.787
INT,18,7,8,[0.70872727],0.7087272727272728,2.787
INT,18,8,9,[2.76170875],2.76170875,2.787
INT,18,9,10,[4.28015846],4.280158461538462,4.280158461538462
INT,18,10,11,[2.15126667],2.1512666666666664,4.280158461538462
INT,18,11,12,[1.65654545],1.6565454545454548,4.280158461538462
INT,18,12,13,[0.81196],0.81196,4.280158461538462
INT,18,13,14,[2.55233333],2.5523333333333333,4.280158461538462
INT,18,14,15,[1.532],1.532,4.280158461538462
INT,18,15,16,[0.77233333],0.7723333333333334,4.280158461538462
INT,18,16,17,[1.83514286],1.835142857142857,4.280158461538462
INT,18,17,18,[0.8],0.8,4.280158461538462
INT,18,18,19,[4.16579625],4.16579625,4.280158461538462
INT,18,19,20,[1.37344444],1.3734444444444445,4.280158461538462
INT,18,20,21,[0.875],0.875,4.280158461538462
INT,18,21,22,[0.7349],0.7349,4.280158461538462
INT,18,22,23,[1.65370455],1.6537045454545456,4.280158461538462
INT,18,23,24,[2.8985],2.8985,4.280158461538462
INT,18,24,25,[0.70619355],0.7061935483870968,4.280158461538462
INT,18,25,26,[1.081],1.081,4.280158461538462
INT,18,26,27,[0.7065],0.7065,4.280158461538462
INT,18,27,28,[2.62344444],2.6234444444444445,4.280158461538462
INT,18,28,29,[0.492],0.492,4.280158461538462
INT,18,29,30,[2.30327778],2.3032777777777778,4.280158461538462
INT,18,30,31,[2.5435],2.5435,4.280158461538462
INT,18,31,32,[3.194],3.194,4.280158461538462
INT,18,32,33,[3.0415],3.0415,4.280158461538462
INT,18,33,34,[0.71366667],0.7136666666666667,4.280158461538462
INT,18,34,35,[1.8518],1.8518,4.280158461538462
INT,18,35,36,[1.348],1.348,4.280158461538462
INT,18,36,37,[1.21016667],1.2101666666666666,4.280158461538462
INT,18,37,38,[2.862875],2.862875,4.280158461538462
INT,18,38,39,[2.72057143],2.7205714285714286,4.280158461538462
INT,18,39,40,[2.106],2.106,4.280158461538462
INT,18,40,41,[4.74493077],4.744930769230769,4.744930769230769
INT,18,41,42,[2.407],2.407,4.744930769230769
INT,18,42,43,[0.698],0.698,4.744930769230769
INT,18,43,44,[4.78984111],4.789841111111111,4.789841111111111
INT,18,44,45,[1.741],1.741,4.789841111111111
INT,18,45,46,[1.86561765],1.8656176470588235,4.789841111111111
INT,18,46,47,[2.98836842],2.9883684210526313,4.789841111111111
INT,18,47,48,[2.77475],2.77475,4.789841111111111
INT,18,48,49,[0.833],0.833,4.789841111111111
INT,18,49,50,[0.99363636],0.9936363636363637,4.789841111111111
Random,18,0,1,[1.18753846],1.1875384615384614,1.1875384615384614
Random,18,1,2,[0.7145],0.7145,1.1875384615384614
Random,18,2,3,[1.25],1.25,1.25
Random,18,3,4,[2.80152174],2.801521739130435,2.801521739130435
Random,18,4,5,[0.7349],0.7349,2.801521739130435
Random,18,5,6,[1.534],1.534,2.801521739130435
Random,18,6,7,[4.59475625],4.59475625,4.59475625
Random,18,7,8,[0.73370588],0.7337058823529412,4.59475625
Random,18,8,9,[1.802125],1.802125,4.59475625
Random,18,9,10,[1.51416667],1.5141666666666669,4.59475625
Random,18,10,11,[0.81196],0.81196,4.59475625
Random,18,11,12,[0.51],0.51,4.59475625
Random,18,12,13,[1.92363636],1.9236363636363636,4.59475625
Random,18,13,14,[0.741],0.741,4.59475625
Random,18,14,15,[1.9375],1.9375,4.59475625
Random,18,15,16,[3.87743],3.87743,4.59475625
Random,18,16,17,[0.861],0.861,4.59475625
Random,18,17,18,[3.964],3.963999999999999,4.59475625
Random,18,18,19,[4.58625375],4.58625375,4.59475625
Random,18,19,20,[0.82],0.82,4.59475625
Random,18,20,21,[4.28079071],4.280790714285714,4.59475625
Random,18,21,22,[3.194],3.194,4.59475625
Random,18,22,23,[1.193],1.193,4.59475625
Random,18,23,24,[0.892],0.892,4.59475625
Random,18,24,25,[1.508],1.508,4.59475625
Random,18,25,26,[1.84503448],1.8450344827586207,4.59475625
Random,18,26,27,[1.891],1.891,4.59475625
Random,18,27,28,[3.427],3.427,4.59475625
Random,18,28,29,[2.25],2.25,4.59475625
Random,18,29,30,[1.40483333],1.4048333333333334,4.59475625
Random,18,30,31,[3.44833467],3.4483346666666668,4.59475625
Random,18,31,32,[2.88033333],2.880333333333333,4.59475625
Random,18,32,33,[4.097],4.097,4.59475625
Random,18,33,34,[1.601375],1.601375,4.59475625
Random,18,34,35,[0.928],0.928,4.59475625
Random,18,35,36,[1.9485],1.9485,4.59475625
Random,18,36,37,[2.232],2.232,4.59475625
Random,18,37,38,[4.81709909],4.817099090909091,4.817099090909091
Random,18,38,39,[2.96533333],2.965333333333333,4.817099090909091
Random,18,39,40,[1.755],1.755,4.817099090909091
Random,18,40,41,[0.9935],0.9935,4.817099090909091
Random,18,41,42,[2.21283333],2.2128333333333337,4.817099090909091
Random,18,42,43,[2.991801],2.9918009999999997,4.817099090909091
Random,18,43,44,[3.70209],3.70209,4.817099090909091
Random,18,44,45,[1.0892381],1.0892380952380951,4.817099090909091
Random,18,45,46,[1.88444737],1.8844473684210523,4.817099090909091
Random,18,46,47,[2.37671429],2.376714285714286,4.817099090909091
Random,18,47,48,[0.75566667],0.7556666666666667,4.817099090909091
Random,18,48,49,[1.18538462],1.1853846153846157,4.817099090909091
Random,18,49,50,[1.8865],1.8865,4.817099090909091
Latitude-Longitude,19,0,1,[1.75],1.75,1.75
Latitude-Longitude,19,1,2,[0.45],0.45,1.75
Latitude-Longitude,19,2,3,[0.934],0.934,1.75
Latitude-Longitude,19,3,4,[1.341],1.341,1.75
Latitude-Longitude,19,4,5,[2.884],2.884,2.884
Latitude-Longitude,19,5,6,[0.283],0.283,2.884
Latitude-Longitude,19,6,7,[3.638],3.638,3.638
Latitude-Longitude,19,7,8,[2.5475],2.5475,3.638
Latitude-Longitude,19,8,9,[3.194],3.194,3.638
Latitude-Longitude,19,9,10,[4.563],4.563,4.563
Latitude-Longitude,19,10,11,[2.777],2.777,4.563
Latitude-Longitude,19,11,12,[3.998],3.998,4.563
Latitude-Longitude,19,12,13,[3.4958],3.4958,4.563
Latitude-Longitude,19,13,14,[3.68],3.68,4.563
Latitude-Longitude,19,14,15,[2.08766667],2.087666666666667,4.563
Latitude-Longitude,19,15,16,[1.935875],1.935875,4.563
Latitude-Longitude,19,16,17,[1.46228571],1.4622857142857144,4.563
Latitude-Longitude,19,17,18,[0.946],0.946,4.563
Latitude-Longitude,19,18,19,[0.329],0.329,4.563
Latitude-Longitude,19,19,20,[2.4065],2.4065000000000003,4.563
Latitude-Longitude,19,20,21,[2.75028571],2.750285714285714,4.563
Latitude-Longitude,19,21,22,[2.76773077],2.767730769230769,4.563
Latitude-Longitude,19,22,23,[2.232],2.232,4.563
Latitude-Longitude,19,23,24,[2.409],2.409,4.563
Latitude-Longitude,19,24,25,[2.80152174],2.801521739130435,4.563
Latitude-Longitude,19,25,26,[1.222],1.222,4.563
Latitude-Longitude,19,26,27,[1.54566667],1.5456666666666663,4.563
Latitude-Longitude,19,27,28,[4.39385857],4.393858571428572,4.563
Latitude-Longitude,19,28,29,[4.68],4.68,4.68
Latitude-Longitude,19,29,30,[4.5435025],4.5435025,4.68
Latitude-Longitude,19,30,31,[2.7226005],2.7226005,4.68
Latitude-Longitude,19,31,32,[3.6655],3.6655,4.68
Latitude-Longitude,19,32,33,[2.64744],2.6474399999999996,4.68
Latitude-Longitude,19,33,34,[2.82566667],2.8256666666666668,4.68
Latitude-Longitude,19,34,35,[0.856],0.856,4.68
Latitude-Longitude,19,35,36,[1.57735294],1.5773529411764706,4.68
Latitude-Longitude,19,36,37,[1.896],1.896,4.68
Latitude-Longitude,19,37,38,[2.61706667],2.6170666666666667,4.68
Latitude-Longitude,19,38,39,[2.61177889],2.611778888888889,4.68
Latitude-Longitude,19,39,40,[2.3055],2.3055,4.68
Latitude-Longitude,19,40,41,[1.91842857],1.9184285714285711,4.68
Latitude-Longitude,19,41,42,[1.00675],1.00675,4.68
Latitude-Longitude,19,42,43,[1.26292105],1.2629210526315788,4.68
Latitude-Longitude,19,43,44,[2.788375],2.788375,4.68
Latitude-Longitude,19,44,45,[4.03675],4.03675,4.68
Latitude-Longitude,19,45,46,[3.50225],3.50225,4.68
Latitude-Longitude,19,46,47,[4.611005],4.6110050000000005,4.68
Latitude-Longitude,19,47,48,[4.46561435],4.4656143478260875,4.68
Latitude-Longitude,19,48,49,[2.4075],2.4075,4.68
Latitude-Longitude,19,49,50,[4.217502],4.217502,4.68
OHE,19,0,1,[1.5440303],1.544030303030303,1.544030303030303
OHE,19,1,2,[1.09276923],1.0927692307692307,1.544030303030303
OHE,19,2,3,[2.053],2.053,2.053
OHE,19,3,4,[0.58266667],0.5826666666666668,2.053
OHE,19,4,5,[0.9702],0.9702,2.053
OHE,19,5,6,[3.417001],3.417001,3.417001
OHE,19,6,7,[2.45337625],2.45337625,3.417001
OHE,19,7,8,[1.874],1.874,3.417001
OHE,19,8,9,[1.193],1.193,3.417001
OHE,19,9,10,[0.79],0.79,3.417001
OHE,19,10,11,[0.85730303],0.8573030303030303,3.417001
OHE,19,11,12,[1.6895],1.6895,3.417001
OHE,19,12,13,[1.079],1.079,3.417001
OHE,19,13,14,[0.894],0.894,3.417001
OHE,19,14,15,[1.58457143],1.5845714285714283,3.417001
OHE,19,15,16,[1.0611],1.0611000000000002,3.417001
OHE,19,16,17,[2.85633333],2.856333333333333,3.417001
OHE,19,17,18,[2.2705],2.2704999999999997,3.417001
OHE,19,18,19,[2.21609091],2.216090909090909,3.417001
OHE,19,19,20,[1.805],1.805,3.417001
OHE,19,20,21,[0.92405882],0.9240588235294116,3.417001
OHE,19,21,22,[1.06966667],1.0696666666666668,3.417001
OHE,19,22,23,[2.94143333],2.9414333333333333,3.417001
OHE,19,23,24,[0.6616],0.6616,3.417001
OHE,19,24,25,[1.54566667],1.5456666666666663,3.417001
OHE,19,25,26,[1.12725],1.12725,3.417001
OHE,19,26,27,[0.88914286],0.8891428571428571,3.417001
OHE,19,27,28,[1.9],1.9,3.417001
OHE,19,28,29,[2.59375125],2.59375125,3.417001
OHE,19,29,30,[1.55433333],1.5543333333333331,3.417001
OHE,19,30,31,[1.15038095],1.1503809523809525,3.417001
OHE,19,31,32,[0.6075],0.6075,3.417001
OHE,19,32,33,[1.61526667],1.6152666666666666,3.417001
OHE,19,33,34,[0.571],0.571,3.417001
OHE,19,34,35,[2.42759091],2.427590909090909,3.417001
OHE,19,35,36,[1.5284],1.5284,3.417001
OHE,19,36,37,[2.11485],2.1148499999999997,3.417001
OHE,19,37,38,[1.832],1.832,3.417001
OHE,19,38,39,[1.0509],1.0509,3.417001
OHE,19,39,40,[4.325005],4.325005,4.325005
OHE,19,40,41,[1.18292308],1.182923076923077,4.325005
OHE,19,41,42,[2.92730846],2.9273084615384612,4.325005
OHE,19,42,43,[1.78052941],1.7805294117647057,4.325005
OHE,19,43,44,[1.8775],1.8775,4.325005
OHE,19,44,45,[3.921853],3.921853,4.325005
OHE,19,45,46,[0.6000625],0.6000624999999999,4.325005
OHE,19,46,47,[0.942],0.942,4.325005
OHE,19,47,48,[2.52700333],2.5270033333333335,4.325005
OHE,19,48,49,[0.64125],0.64125,4.325005
OHE,19,49,50,[0.812],0.812,4.325005
INT,19,0,1,[2.45544444],2.4554444444444443,2.4554444444444443
INT,19,1,2,[2.78263636],2.782636363636364,2.782636363636364
INT,19,2,3,[2.9005],2.9005,2.9005
INT,19,3,4,[1.47686667],1.4768666666666663,2.9005
INT,19,4,5,[0.57733333],0.5773333333333334,2.9005
INT,19,5,6,[2.80152174],2.801521739130435,2.9005
INT,19,6,7,[2.61428714],2.614287142857143,2.9005
INT,19,7,8,[1.816],1.816,2.9005
INT,19,8,9,[2.57914286],2.579142857142857,2.9005
INT,19,9,10,[2.043],2.043,2.9005
INT,19,10,11,[1.09276923],1.0927692307692307,2.9005
INT,19,11,12,[3.654],3.654,3.654
INT,19,12,13,[2.12177778],2.121777777777778,3.654
INT,19,13,14,[2.8849],2.8849,3.654
INT,19,14,15,[1.78495455],1.7849545454545457,3.654
INT,19,15,16,[2.884],2.884,3.654
INT,19,16,17,[0.9397],0.9397,3.654
INT,19,17,18,[5.00001],5.00001,5.00001
INT,19,18,19,[1.94411111],1.9441111111111111,5.00001
INT,19,19,20,[0.675],0.675,5.00001
INT,19,20,21,[2.68029412],2.6802941176470587,5.00001
INT,19,21,22,[1.09544068],1.0954406779661017,5.00001
INT,19,22,23,[2.053],2.053,5.00001
INT,19,23,24,[1.193],1.193,5.00001
INT,19,24,25,[0.58266667],0.5826666666666668,5.00001
INT,19,25,26,[5.00001],5.00001,5.00001
INT,19,26,27,[2.924],2.924,5.00001
INT,19,27,28,[4.20572955],4.205729545454545,5.00001
INT,19,28,29,[1.87322222],1.8732222222222223,5.00001
INT,19,29,30,[1.1085],1.1085,5.00001
INT,19,30,31,[1.092],1.092,5.00001
INT,19,31,32,[3.44700286],3.4470028571428566,5.00001
INT,19,32,33,[3.19441667],3.1944166666666667,5.00001
INT,19,33,34,[3.066],3.0660000000000003,5.00001
INT,19,34,35,[1.26317857],1.2631785714285717,5.00001
INT,19,35,36,[0.55],0.55,5.00001
INT,19,36,37,[2.15330435],2.153304347826087,5.00001
INT,19,37,38,[0.71813636],0.7181363636363636,5.00001
INT,19,38,39,[4.00370325],4.00370325,5.00001
INT,19,39,40,[1.75815789],1.758157894736842,5.00001
INT,19,40,41,[0.696],0.696,5.00001
INT,19,41,42,[1.26403125],1.26403125,5.00001
INT,19,42,43,[4.32886071],4.328860714285715,5.00001
INT,19,43,44,[2.45337625],2.45337625,5.00001
INT,19,44,45,[1.20146154],1.2014615384615384,5.00001
INT,19,45,46,[0.54108333],0.5410833333333334,5.00001
INT,19,46,47,[2.5435],2.5435,5.00001
INT,19,47,48,[4.3637525],4.3637524999999995,5.00001
INT,19,48,49,[4.63638062],4.636380624999999,5.00001
INT,19,49,50,[1.15690909],1.1569090909090909,5.00001
Random,19,0,1,[3.37260714],3.3726071428571425,3.3726071428571425
Random,19,1,2,[2.10209804],2.102098039215686,3.3726071428571425
Random,19,2,3,[1.47407692],1.474076923076923,3.3726071428571425
Random,19,3,4,[4.39385857],4.393858571428572,4.393858571428572
Random,19,4,5,[1.2037],1.2037,4.393858571428572
Random,19,5,6,[3.99300222],3.9930022222222217,4.393858571428572
Random,19,6,7,[0.8265],0.8265,4.393858571428572
Random,19,7,8,[2.079625],2.079625,4.393858571428572
Random,19,8,9,[2.407],2.407,4.393858571428572
Random,19,9,10,[2.1518],2.1518,4.393858571428572
Random,19,10,11,[3.7514175],3.7514175,4.393858571428572
Random,19,11,12,[3.64318273],3.6431827272727273,4.393858571428572
Random,19,12,13,[2.45833333],2.4583333333333335,4.393858571428572
Random,19,13,14,[1.942],1.942,4.393858571428572
Random,19,14,15,[0.885],0.885,4.393858571428572
Random,19,15,16,[3.105],3.105,4.393858571428572
Random,19,16,17,[2.5105],2.5105000000000004,4.393858571428572
Random,19,17,18,[1.57744444],1.5774444444444444,4.393858571428572
Random,19,18,19,[1.5444],1.5444,4.393858571428572
Random,19,19,20,[4.3],4.3,4.393858571428572
Random,19,20,21,[2.01271429],2.0127142857142855,4.393858571428572
Random,19,21,22,[1.132],1.132,4.393858571428572
Random,19,22,23,[0.581],0.581,4.393858571428572
Random,19,23,24,[0.7629375],0.7629375,4.393858571428572
Random,19,24,25,[1.17904],1.17904,4.393858571428572
Random,19,25,26,[3.5685],3.5685,4.393858571428572
Random,19,26,27,[0.93],0.93,4.393858571428572
Random,19,27,28,[1.446],1.446,4.393858571428572
Random,19,28,29,[3.14791667],3.1479166666666667,4.393858571428572
Random,19,29,30,[0.79],0.79,4.393858571428572
Random,19,30,31,[1.451],1.451,4.393858571428572
Random,19,31,32,[1.86561765],1.8656176470588235,4.393858571428572
Random,19,32,33,[1.354],1.354,4.393858571428572
Random,19,33,34,[0.582],0.582,4.393858571428572
Random,19,34,35,[1.11225],1.11225,4.393858571428572
Random,19,35,36,[1.167],1.167,4.393858571428572
Random,19,36,37,[1.8518],1.8518,4.393858571428572
Random,19,37,38,[2.0692],2.0692,4.393858571428572
Random,19,38,39,[2.60047619],2.6004761904761904,4.393858571428572
Random,19,39,40,[3.44833467],3.4483346666666668,4.393858571428572
Random,19,40,41,[2.07114286],2.071142857142857,4.393858571428572
Random,19,41,42,[1.691],1.691,4.393858571428572
Random,19,42,43,[1.56918605],1.569186046511628,4.393858571428572
Random,19,43,44,[0.574],0.574,4.393858571428572
Random,19,44,45,[2.29],2.2899999999999996,4.393858571428572
Random,19,45,46,[0.848],0.848,4.393858571428572
Random,19,46,47,[1.57735294],1.5773529411764706,4.393858571428572
Random,19,47,48,[2.1202381],2.1202380952380953,4.393858571428572
Random,19,48,49,[1.952],1.952,4.393858571428572
Random,19,49,50,[0.687],0.6869999999999999,4.393858571428572
Latitude-Longitude,20,0,1,[1.05833333],1.0583333333333331,1.0583333333333331
Latitude-Longitude,20,1,2,[0.45],0.45,1.0583333333333331
Latitude-Longitude,20,2,3,[0.62966667],0.6296666666666666,1.0583333333333331
Latitude-Longitude,20,3,4,[2.787],2.787,2.787
Latitude-Longitude,20,4,5,[2.8],2.8,2.8
Latitude-Longitude,20,5,6,[1.45702632],1.4570263157894736,2.8
Latitude-Longitude,20,6,7,[1.543],1.543,2.8
Latitude-Longitude,20,7,8,[5.00001],5.00001,5.00001
Latitude-Longitude,20,8,9,[0.8565],0.8564999999999999,5.00001
Latitude-Longitude,20,9,10,[4.03675],4.03675,5.00001
Latitude-Longitude,20,10,11,[3.2416],3.2415999999999996,5.00001
Latitude-Longitude,20,11,12,[3.50225],3.50225,5.00001
Latitude-Longitude,20,12,13,[2.52718182],2.527181818181818,5.00001
Latitude-Longitude,20,13,14,[4.94554267],4.945542666666666,5.00001
Latitude-Longitude,20,14,15,[0.987],0.987,5.00001
Latitude-Longitude,20,15,16,[4.74493077],4.744930769230769,5.00001
Latitude-Longitude,20,16,17,[2.41673529],2.4167352941176468,5.00001
Latitude-Longitude,20,17,18,[3.31368474],3.313684736842105,5.00001
Latitude-Longitude,20,18,19,[4.30095682],4.300956818181818,5.00001
Latitude-Longitude,20,19,20,[5.00001],5.00001,5.00001
Latitude-Longitude,20,20,21,[3.980005],3.980005,5.00001
Latitude-Longitude,20,21,22,[3.77009182],3.770091818181818,5.00001
Latitude-Longitude,20,22,23,[2.8124808],2.8124808000000003,5.00001
Latitude-Longitude,20,23,24,[3.11137562],3.111375625,5.00001
Latitude-Longitude,20,24,25,[4.33281563],4.332815625,5.00001
Latitude-Longitude,20,25,26,[3.37260714],3.3726071428571425,5.00001
Latitude-Longitude,20,26,27,[4.31493357],4.314933571428571,5.00001
Latitude-Longitude,20,27,28,[2.038],2.0380000000000003,5.00001
Latitude-Longitude,20,28,29,[2.05671429],2.056714285714286,5.00001
Latitude-Longitude,20,29,30,[4.5],4.5,5.00001
Latitude-Longitude,20,30,31,[1.866],1.866,5.00001
Latitude-Longitude,20,31,32,[1.63454167],1.6345416666666666,5.00001
Latitude-Longitude,20,32,33,[1.54566667],1.5456666666666663,5.00001
Latitude-Longitude,20,33,34,[1.80936364],1.8093636363636365,5.00001
Latitude-Longitude,20,34,35,[3.91134769],3.9113476923076926,5.00001
Latitude-Longitude,20,35,36,[5.00001],5.00001,5.00001
Latitude-Longitude,20,36,37,[1.5573125],1.5573125,5.00001
Latitude-Longitude,20,37,38,[5.00001],5.00001,5.00001
Latitude-Longitude,20,38,39,[5.00001],5.00001,5.00001
Latitude-Longitude,20,39,40,[5.00001],5.00001,5.00001
Latitude-Longitude,20,40,41,[4.250005],4.250005,5.00001
Latitude-Longitude,20,41,42,[4.91665214],4.916652142857143,5.00001
Latitude-Longitude,20,42,43,[2.819],2.819,5.00001
Latitude-Longitude,20,43,44,[4.53211444],4.532114444444444,5.00001
Latitude-Longitude,20,44,45,[4.217502],4.217502,5.00001
Latitude-Longitude,20,45,46,[2.77768],2.77768,5.00001
Latitude-Longitude,20,46,47,[2.85633333],2.856333333333333,5.00001
Latitude-Longitude,20,47,48,[1.622],1.622,5.00001
Latitude-Longitude,20,48,49,[3.59429676],3.5942967647058826,5.00001
Latitude-Longitude,20,49,50,[2.61825],2.6182499999999997,5.00001
OHE,20,0,1,[4.14867],4.14867,4.14867
OHE,20,1,2,[1.62305263],1.6230526315789475,4.14867
OHE,20,2,3,[1.434],1.434,4.14867
OHE,20,3,4,[1.721],1.721,4.14867
OHE,20,4,5,[2.26509091],2.265090909090909,4.14867
OHE,20,5,6,[1.611],1.611,4.14867
OHE,20,6,7,[3.427],3.427,4.14867
OHE,20,7,8,[1.345],1.345,4.14867
OHE,20,8,9,[1.84985714],1.8498571428571429,4.14867
OHE,20,9,10,[1.75873684],1.758736842105263,4.14867
OHE,20,10,11,[0.97952632],0.9795263157894736,4.14867
OHE,20,11,12,[2.12225926],2.1222592592592595,4.14867
OHE,20,12,13,[0.713375],0.713375,4.14867
OHE,20,13,14,[0.863],0.863,4.14867
OHE,20,14,15,[0.96302326],0.9630232558139534,4.14867
OHE,20,15,16,[2.83946667],2.8394666666666666,4.14867
OHE,20,16,17,[2.21919231],2.2191923076923077,4.14867
OHE,20,17,18,[2.2184],2.2184,4.14867
OHE,20,18,19,[2.59073333],2.590733333333333,4.14867
OHE,20,19,20,[2.326625],2.326625,4.14867
OHE,20,20,21,[2.08525],2.0852500000000003,4.14867
OHE,20,21,22,[1.66026316],1.6602631578947369,4.14867
OHE,20,22,23,[2.6254],2.6254,4.14867
OHE,20,23,24,[0.95830303],0.9583030303030302,4.14867
OHE,20,24,25,[1.839],1.839,4.14867
OHE,20,25,26,[1.15552381],1.1555238095238094,4.14867
OHE,20,26,27,[0.329],0.329,4.14867
OHE,20,27,28,[0.691625],0.691625,4.14867
OHE,20,28,29,[2.44328571],2.4432857142857145,4.14867
OHE,20,29,30,[1.50268182],1.502681818181818,4.14867
OHE,20,30,31,[1.62233333],1.6223333333333334,4.14867
OHE,20,31,32,[0.9935],0.9935,4.14867
OHE,20,32,33,[1.57595238],1.575952380952381,4.14867
OHE,20,33,34,[0.563],0.5630000000000001,4.14867
OHE,20,34,35,[2.0692],2.0692,4.14867
OHE,20,35,36,[4.13206235],4.132062352941176,4.14867
OHE,20,36,37,[0.707],0.707,4.14867
OHE,20,37,38,[2.028],2.028,4.14867
OHE,20,38,39,[0.74392],0.7439199999999999,4.14867
OHE,20,39,40,[0.885],0.885,4.14867
OHE,20,40,41,[2.9512613],2.9512613043478257,4.14867
OHE,20,41,42,[4.28079071],4.280790714285714,4.280790714285714
OHE,20,42,43,[2.59216667],2.592166666666667,4.280790714285714
OHE,20,43,44,[0.5895],0.5894999999999999,4.280790714285714
OHE,20,44,45,[2.79748571],2.7974857142857146,4.280790714285714
OHE,20,45,46,[1.45702632],1.4570263157894736,4.280790714285714
OHE,20,46,47,[3.56977778],3.569777777777778,4.280790714285714
OHE,20,47,48,[2.138],2.138,4.280790714285714
OHE,20,48,49,[1.72035],1.7203500000000005,4.280790714285714
OHE,20,49,50,[0.817],0.817,4.280790714285714
INT,20,0,1,[1.26403125],1.26403125,1.26403125
INT,20,1,2,[1.81557143],1.8155714285714288,1.8155714285714288
INT,20,2,3,[1.21566667],1.215666666666667,1.8155714285714288
INT,20,3,4,[1.62305263],1.6230526315789475,1.8155714285714288
INT,20,4,5,[1.183],1.183,1.8155714285714288
INT,20,5,6,[1.434],1.434,1.8155714285714288
INT,20,6,7,[1.721],1.721,1.8155714285714288
INT,20,7,8,[2.26509091],2.265090909090909,2.265090909090909
INT,20,8,9,[1.611],1.611,2.265090909090909
INT,20,9,10,[3.427],3.427,3.427
INT,20,10,11,[1.345],1.345,3.427
INT,20,11,12,[1.84985714],1.8498571428571429,3.427
INT,20,12,13,[1.75873684],1.758736842105263,3.427
INT,20,13,14,[0.97952632],0.9795263157894736,3.427
INT,20,14,15,[2.12225926],2.1222592592592595,3.427
INT,20,15,16,[0.713375],0.713375,3.427
INT,20,16,17,[0.863],0.863,3.427
INT,20,17,18,[0.96302326],0.9630232558139534,3.427
INT,20,18,19,[0.62166667],0.6216666666666667,3.427
INT,20,19,20,[2.83946667],2.8394666666666666,3.427
INT,20,20,21,[2.21919231],2.2191923076923077,3.427
INT,20,21,22,[2.2184],2.2184,3.427
INT,20,22,23,[2.59073333],2.590733333333333,3.427
INT,20,23,24,[2.326625],2.326625,3.427
INT,20,24,25,[2.08525],2.0852500000000003,3.427
INT,20,25,26,[1.66026316],1.6602631578947369,3.427
INT,20,26,27,[2.6254],2.6254,3.427
INT,20,27,28,[0.95830303],0.9583030303030302,3.427
INT,20,28,29,[1.839],1.839,3.427
INT,20,29,30,[1.15552381],1.1555238095238094,3.427
INT,20,30,31,[0.329],0.329,3.427
INT,20,31,32,[1.13452174],1.1345217391304347,3.427
INT,20,32,33,[0.691625],0.691625,3.427
INT,20,33,34,[2.44328571],2.4432857142857145,3.427
INT,20,34,35,[1.50268182],1.502681818181818,3.427
INT,20,35,36,[1.62233333],1.6223333333333334,3.427
INT,20,36,37,[0.9935],0.9935,3.427
INT,20,37,38,[1.57595238],1.575952380952381,3.427
INT,20,38,39,[0.563],0.5630000000000001,3.427
INT,20,39,40,[2.0692],2.0692,3.427
INT,20,40,41,[4.13206235],4.132062352941176,4.132062352941176
INT,20,41,42,[0.707],0.707,4.132062352941176
INT,20,42,43,[2.028],2.028,4.132062352941176
INT,20,43,44,[0.74392],0.7439199999999999,4.132062352941176
INT,20,44,45,[0.885],0.885,4.132062352941176
INT,20,45,46,[2.9512613],2.9512613043478257,4.132062352941176
INT,20,46,47,[4.28079071],4.280790714285714,4.280790714285714
INT,20,47,48,[0.5895],0.5894999999999999,4.280790714285714
INT,20,48,49,[0.675],0.675,4.280790714285714
INT,20,49,50,[1.45702632],1.4570263157894736,4.280790714285714
Random,20,0,1,[2.38667857],2.386678571428571,2.386678571428571
Random,20,1,2,[0.833],0.833,2.386678571428571
Random,20,2,3,[4.78984111],4.789841111111111,4.789841111111111
Random,20,3,4,[1.56788889],1.5678888888888889,4.789841111111111
Random,20,4,5,[1.10275],1.10275,4.789841111111111
Random,20,5,6,[1.90833333],1.9083333333333337,4.789841111111111
Random,20,6,7,[1.2305],1.2305,4.789841111111111
Random,20,7,8,[3.27138944],3.2713894444444445,4.789841111111111
Random,20,8,9,[1.6305],1.6305,4.789841111111111
