% of data used,Monte_Carlo_Run,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Running best yield,Initial_Data
1,0,1,4,"[56.14, 69.11]",69.11,69.11,59.0
1,0,2,6,"[86.37, 48.64]",86.37,86.37,59.0
1,0,3,8,"[83.83, 26.5]",83.83,86.37,59.0
1,0,4,10,"[48.21, 69.13]",69.13,86.37,59.0
1,0,5,12,"[50.79, 40.61]",50.79,86.37,59.0
1,0,6,14,"[84.17, 5.41]",84.17,86.37,59.0
1,0,7,16,"[48.15, 29.25]",48.15,86.37,59.0
1,0,8,18,"[0.0, 0.0]",0.0,86.37,59.0
1,0,9,20,"[84.81, 48.15]",84.81,86.37,59.0
1,0,0,2,"[46.99, 25.08]",46.99,46.99,60.0
1,0,1,4,"[26.88, 40.02]",40.02,46.99,60.0
1,0,2,6,"[16.19, 13.89]",16.19,46.99,60.0
1,0,3,8,"[45.17, 73.59]",73.59,73.59,60.0
1,0,4,10,"[76.02, 26.29]",76.02,76.02,60.0
1,0,5,12,"[62.32, 49.4]",62.32,76.02,60.0
1,0,6,14,"[21.0, 16.71]",21.0,76.02,60.0
1,0,7,16,"[0.0, 0.26]",0.26,76.02,60.0
1,0,8,18,"[48.15, 29.06]",48.15,76.02,60.0
1,0,9,20,"[42.04, 24.25]",42.04,76.02,60.0
1,0,0,2,"[42.3, 55.17]",55.17,55.17,61.0
1,0,1,4,"[29.16, 26.33]",29.16,55.17,61.0
1,0,2,6,"[80.61, 66.49]",80.61,80.61,61.0
1,0,3,8,"[50.93, 84.81]",84.81,84.81,61.0
1,0,4,10,"[87.83, 2.79]",87.83,87.83,61.0
1,0,5,12,"[84.17, 88.41]",88.41,88.41,61.0
1,0,6,14,"[38.03, 65.37]",65.37,88.41,61.0
1,0,7,16,"[56.57, 67.17]",67.17,88.41,61.0
1,0,8,18,"[67.04, 84.17]",84.17,88.41,61.0
1,0,9,20,"[86.37, 83.83]",86.37,88.41,61.0
1,0,0,2,"[76.33, 52.05]",76.33,76.33,62.0
1,0,1,4,"[86.46, 3.7]",86.46,86.46,62.0
1,0,2,6,"[87.32, 4.23]",87.32,87.32,62.0
1,0,3,8,"[74.04, 28.15]",74.04,87.32,62.0
1,0,4,10,"[4.48, 21.25]",21.25,87.32,62.0
1,0,5,12,"[16.44, 21.54]",21.54,87.32,62.0
1,0,6,14,"[75.22, 0.0]",75.22,87.32,62.0
1,0,7,16,"[75.12, 45.87]",75.12,87.32,62.0
1,0,8,18,"[7.03, 5.03]",7.03,87.32,62.0
1,0,9,20,"[44.53, 55.8]",55.8,87.32,62.0
1,0,0,2,"[39.42, 24.25]",39.42,39.42,63.0
1,0,1,4,"[48.15, 43.52]",48.15,48.15,63.0
1,0,2,6,"[56.45, 50.79]",56.45,56.45,63.0
1,0,3,8,"[46.53, 56.05]",56.05,56.45,63.0
1,0,4,10,"[39.5, 48.64]",48.64,56.45,63.0
1,0,5,12,"[55.41, 64.48]",64.48,64.48,63.0
1,0,6,14,"[29.25, 22.06]",29.25,64.48,63.0
1,0,7,16,"[69.13, 48.21]",69.13,69.13,63.0
1,0,8,18,"[40.61, 33.34]",40.61,69.13,63.0
1,0,9,20,"[84.17, 28.93]",84.17,84.17,63.0
1,0,0,2,"[89.76, 87.59]",89.76,89.76,64.0
1,0,1,4,"[91.11, 55.7]",91.11,91.11,64.0
1,0,2,6,"[83.85, 56.14]",83.85,91.11,64.0
1,0,3,8,"[81.63, 86.37]",86.37,91.11,64.0
1,0,4,10,"[83.25, 26.5]",83.25,91.11,64.0
1,0,5,12,"[83.22, 68.53]",83.22,91.11,64.0
1,0,6,14,"[80.38, 42.62]",80.38,91.11,64.0
1,0,7,16,"[69.11, 40.85]",69.11,91.11,64.0
1,0,8,18,"[83.83, 70.51]",83.83,91.11,64.0
1,0,9,20,"[65.69, 54.67]",65.69,91.11,64.0
1,0,0,2,"[62.73, 46.75]",62.73,62.73,65.0
1,0,1,4,"[68.35, 20.03]",68.35,68.35,65.0
1,0,2,6,"[23.05, 11.95]",23.05,68.35,65.0
1,0,3,8,"[43.18, 30.95]",43.18,68.35,65.0
1,0,4,10,"[81.63, 26.64]",81.63,81.63,65.0
1,0,5,12,"[83.25, 83.22]",83.25,83.25,65.0
1,0,6,14,"[80.38, 88.82]",88.82,88.82,65.0
1,0,7,16,"[82.33, 67.57]",82.33,88.82,65.0
1,0,8,18,"[57.84, 45.01]",57.84,88.82,65.0
1,0,9,20,"[54.67, 76.68]",76.68,88.82,65.0
1,0,0,2,"[76.33, 75.28]",76.33,76.33,66.0
1,0,1,4,"[91.11, 86.46]",91.11,91.11,66.0
1,0,2,6,"[87.59, 38.78]",87.59,91.11,66.0
1,0,3,8,"[83.85, 89.76]",89.76,91.11,66.0
1,0,4,10,"[81.63, 74.04]",81.63,91.11,66.0
1,0,5,12,"[83.25, 30.15]",83.25,91.11,66.0
1,0,6,14,"[40.85, 20.73]",40.85,91.11,66.0
1,0,7,16,"[0.26, 49.17]",49.17,91.11,66.0
1,0,8,18,"[4.48, 56.45]",56.45,91.11,66.0
1,0,9,20,"[9.66, 42.04]",42.04,91.11,66.0
1,0,0,2,"[64.48, 57.95]",64.48,64.48,67.0
1,0,1,4,"[48.21, 69.13]",69.13,69.13,67.0
1,0,2,6,"[29.25, 88.82]",88.82,88.82,67.0
1,0,3,8,"[67.57, 40.61]",67.57,88.82,67.0
1,0,4,10,"[70.51, 46.53]",70.51,88.82,67.0
1,0,5,12,"[71.57, 65.69]",71.57,88.82,67.0
1,0,6,14,"[20.03, 81.63]",81.63,88.82,67.0
1,0,7,16,"[83.22, 87.59]",87.59,88.82,67.0
1,0,8,18,"[89.76, 13.19]",89.76,89.76,67.0
1,0,9,20,"[91.11, 57.84]",91.11,91.11,67.0
1,0,0,2,"[86.43, 47.3]",86.43,86.43,68.0
1,0,1,4,"[85.24, 2.79]",85.24,86.43,68.0
1,0,2,6,"[28.11, 64.62]",64.62,86.43,68.0
1,0,3,8,"[48.25, 3.0]",48.25,86.43,68.0
1,0,4,10,"[83.83, 26.64]",83.83,86.43,68.0
1,0,5,12,"[86.37, 87.83]",87.83,87.83,68.0
1,0,6,14,"[84.17, 59.27]",84.17,87.83,68.0
1,0,7,16,"[67.17, 45.95]",67.17,87.83,68.0
1,0,8,18,"[73.59, 29.06]",73.59,87.83,68.0
1,0,9,20,"[46.99, 19.32]",46.99,87.83,68.0
1,0,0,2,"[51.37, 57.84]",57.84,57.84,69.0
1,0,1,4,"[45.01, 42.62]",45.01,57.84,69.0
1,0,2,6,"[81.63, 88.82]",88.82,88.82,69.0
1,0,3,8,"[67.57, 82.33]",82.33,88.82,69.0
1,0,4,10,"[71.57, 83.85]",83.85,88.82,69.0
1,0,5,12,"[87.59, 91.11]",91.11,91.11,69.0
1,0,6,14,"[55.7, 89.76]",89.76,91.11,69.0
1,0,7,16,"[83.25, 62.73]",83.25,91.11,69.0
1,0,8,18,"[16.46, 83.22]",83.22,91.11,69.0
1,0,9,20,"[80.38, 65.69]",80.38,91.11,69.0
1,0,0,2,"[84.81, 84.17]",84.81,84.81,70.0
1,0,1,4,"[65.37, 87.83]",87.83,87.83,70.0
1,0,2,6,"[29.16, 80.61]",80.61,87.83,70.0
1,0,3,8,"[55.17, 4.74]",55.17,87.83,70.0
1,0,4,10,"[2.79, 67.17]",67.17,87.83,70.0
1,0,5,12,"[44.74, 67.04]",67.04,87.83,70.0
1,0,6,14,"[59.27, 25.5]",59.27,87.83,70.0
1,0,7,16,"[88.41, 84.17]",88.41,88.41,70.0
1,0,8,18,"[56.57, 86.37]",86.37,88.41,70.0
1,0,9,20,"[83.83, 56.14]",83.83,88.41,70.0
1,0,0,2,"[67.17, 67.04]",67.17,67.17,71.0
1,0,1,4,"[44.74, 67.17]",67.17,67.17,71.0
1,0,2,6,"[43.76, 59.27]",59.27,67.17,71.0
1,0,3,8,"[36.98, 84.81]",84.81,84.81,71.0
1,0,4,10,"[87.83, 88.41]",88.41,88.41,71.0
1,0,5,12,"[65.37, 84.17]",84.17,88.41,71.0
1,0,6,14,"[80.61, 84.17]",84.17,88.41,71.0
1,0,7,16,"[56.57, 83.83]",83.83,88.41,71.0
1,0,8,18,"[2.79, 50.93]",50.93,88.41,71.0
1,0,9,20,"[55.17, 29.16]",55.17,88.41,71.0
1,0,0,2,"[88.41, 87.83]",88.41,88.41,72.0
1,0,1,4,"[65.37, 84.81]",84.81,88.41,72.0
1,0,2,6,"[2.79, 80.61]",80.61,88.41,72.0
1,0,3,8,"[29.16, 55.17]",55.17,88.41,72.0
1,0,4,10,"[28.11, 5.03]",28.11,88.41,72.0
1,0,5,12,"[84.17, 67.17]",84.17,88.41,72.0
1,0,6,14,"[67.04, 44.74]",67.04,88.41,72.0
1,0,7,16,"[59.27, 56.57]",59.27,88.41,72.0
1,0,8,18,"[84.17, 26.28]",84.17,88.41,72.0
1,0,9,20,"[86.37, 50.93]",86.37,88.41,72.0
1,0,0,2,"[49.22, 41.9]",49.22,49.22,73.0
1,0,1,4,"[30.95, 43.18]",43.18,49.22,73.0
1,0,2,6,"[27.48, 45.21]",45.21,49.22,73.0
1,0,3,8,"[29.06, 17.98]",29.06,49.22,73.0
1,0,4,10,"[17.09, 73.59]",73.59,73.59,73.0
1,0,5,12,"[49.4, 76.02]",76.02,76.02,73.0
1,0,6,14,"[62.32, 26.29]",62.32,76.02,73.0
1,0,7,16,"[21.0, 16.71]",21.0,76.02,73.0
1,0,8,18,"[20.21, 35.43]",35.43,76.02,73.0
1,0,9,20,"[0.26, 49.17]",49.17,76.02,73.0
1,0,0,2,"[59.81, 50.93]",59.81,59.81,74.0
1,0,1,4,"[68.53, 84.17]",84.17,84.17,74.0
1,0,2,6,"[83.83, 56.57]",83.83,84.17,74.0
1,0,3,8,"[86.37, 53.63]",86.37,86.37,74.0
1,0,4,10,"[84.17, 85.24]",85.24,86.37,74.0
1,0,5,12,"[2.79, 84.81]",84.81,86.37,74.0
1,0,6,14,"[87.83, 29.16]",87.83,87.83,74.0
1,0,7,16,"[65.37, 59.27]",65.37,87.83,74.0
1,0,8,18,"[28.11, 3.0]",28.11,87.83,74.0
1,0,9,20,"[26.5, 67.17]",67.17,87.83,74.0
1,0,0,2,"[76.33, 14.92]",76.33,76.33,75.0
1,0,1,4,"[86.46, 52.05]",86.46,86.46,75.0
1,0,2,6,"[74.04, 30.15]",74.04,86.46,75.0
1,0,3,8,"[87.32, 28.15]",87.32,87.32,75.0
1,0,4,10,"[4.23, 4.48]",4.48,87.32,75.0
1,0,5,12,"[82.09, 17.43]",82.09,87.32,75.0
1,0,6,14,"[78.95, 7.71]",78.95,87.32,75.0
1,0,7,16,"[47.03, 29.31]",47.03,87.32,75.0
1,0,8,18,"[0.0, 0.0]",0.0,87.32,75.0
1,0,9,20,"[88.41, 38.03]",88.41,88.41,75.0
1,0,0,2,"[64.48, 56.05]",64.48,64.48,76.0
1,0,1,4,"[69.13, 48.21]",69.13,69.13,76.0
1,0,2,6,"[29.25, 46.53]",46.53,69.13,76.0
1,0,3,8,"[50.79, 40.61]",50.79,69.13,76.0
1,0,4,10,"[24.25, 84.17]",84.17,84.17,76.0
1,0,5,12,"[83.83, 50.93]",83.83,84.17,76.0
1,0,6,14,"[86.37, 68.53]",86.37,86.37,76.0
1,0,7,16,"[26.5, 56.57]",56.57,86.37,76.0
1,0,8,18,"[7.69, 69.11]",69.11,86.37,76.0
1,0,9,20,"[2.79, 85.24]",85.24,86.37,76.0
1,0,0,2,"[71.57, 56.14]",71.57,71.57,77.0
1,0,1,4,"[70.51, 65.69]",70.51,71.57,77.0
1,0,2,6,"[88.82, 26.5]",88.82,88.82,77.0
1,0,3,8,"[67.57, 82.33]",82.33,88.82,77.0
1,0,4,10,"[17.43, 46.53]",46.53,88.82,77.0
1,0,5,12,"[81.63, 57.84]",81.63,88.82,77.0
1,0,6,14,"[83.85, 39.55]",83.85,88.82,77.0
1,0,7,16,"[87.59, 16.47]",87.59,88.82,77.0
1,0,8,18,"[83.22, 20.03]",83.22,88.82,77.0
1,0,9,20,"[49.17, 89.76]",89.76,89.76,77.0
1,0,0,2,"[59.81, 68.53]",68.53,68.53,78.0
1,0,1,4,"[56.14, 83.83]",83.83,83.83,78.0
1,0,2,6,"[86.37, 84.17]",86.37,86.37,78.0
1,0,3,8,"[26.5, 56.57]",56.57,86.37,78.0
1,0,4,10,"[48.64, 40.61]",48.64,86.37,78.0
1,0,5,12,"[5.88, 24.25]",24.25,86.37,78.0
1,0,6,14,"[50.79, 29.25]",50.79,86.37,78.0
1,0,7,16,"[69.11, 2.79]",69.11,86.37,78.0
1,0,8,18,"[3.8, 0.33]",3.8,86.37,78.0
1,0,9,20,"[88.82, 16.04]",88.82,88.82,78.0
1,0,0,2,"[46.99, 25.08]",46.99,46.99,79.0
1,0,1,4,"[40.02, 26.88]",40.02,46.99,79.0
1,0,2,6,"[9.1, 41.0]",41.0,46.99,79.0
1,0,3,8,"[75.12, 16.92]",75.12,75.12,79.0
1,0,4,10,"[75.22, 67.63]",75.22,75.22,79.0
1,0,5,12,"[70.26, 7.82]",70.26,75.22,79.0
1,0,6,14,"[13.46, 50.54]",50.54,75.22,79.0
1,0,7,16,"[20.08, 76.02]",76.02,76.02,79.0
1,0,8,18,"[73.59, 29.06]",73.59,76.02,79.0
1,0,9,20,"[62.32, 26.29]",62.32,76.02,79.0
1,0,0,2,"[75.28, 55.7]",75.28,75.28,80.0
1,0,1,4,"[83.85, 47.03]",83.85,83.85,80.0
1,0,2,6,"[81.63, 26.74]",81.63,83.85,80.0
1,0,3,8,"[39.55, 17.43]",39.55,83.85,80.0
1,0,4,10,"[91.11, 87.59]",91.11,91.11,80.0
1,0,5,12,"[83.22, 20.03]",83.22,91.11,80.0
1,0,6,14,"[26.78, 62.32]",62.32,91.11,80.0
1,0,7,16,"[26.29, 17.98]",26.29,91.11,80.0
1,0,8,18,"[89.76, 15.21]",89.76,91.11,80.0
1,0,9,20,"[65.69, 88.82]",88.82,91.11,80.0
1,0,0,2,"[67.57, 62.32]",67.57,67.57,81.0
1,0,1,4,"[54.67, 88.82]",88.82,88.82,81.0
1,0,2,6,"[71.57, 70.51]",71.57,88.82,81.0
1,0,3,8,"[21.46, 60.48]",60.48,88.82,81.0
1,0,4,10,"[39.42, 65.69]",65.69,88.82,81.0
1,0,5,12,"[69.13, 9.66]",69.13,88.82,81.0
1,0,6,14,"[46.53, 59.81]",59.81,88.82,81.0
1,0,7,16,"[56.57, 69.11]",69.11,88.82,81.0
1,0,8,18,"[83.83, 56.14]",83.83,88.82,81.0
1,0,9,20,"[86.37, 84.17]",86.37,88.82,81.0
1,0,0,2,"[87.83, 84.81]",87.83,87.83,82.0
1,0,1,4,"[65.37, 84.17]",84.17,87.83,82.0
1,0,2,6,"[77.41, 48.15]",77.41,87.83,82.0
1,0,3,8,"[86.43, 18.59]",86.43,87.83,82.0
1,0,4,10,"[48.25, 2.79]",48.25,87.83,82.0
1,0,5,12,"[85.24, 55.17]",85.24,87.83,82.0
1,0,6,14,"[28.11, 3.0]",28.11,87.83,82.0
1,0,7,16,"[80.61, 88.41]",88.41,88.41,82.0
1,0,8,18,"[67.17, 83.83]",83.83,88.41,82.0
1,0,9,20,"[86.37, 56.14]",86.37,88.41,82.0
1,0,0,2,"[71.57, 70.51]",71.57,71.57,83.0
1,0,1,4,"[65.69, 88.82]",88.82,88.82,83.0
1,0,2,6,"[82.33, 67.57]",82.33,88.82,83.0
1,0,3,8,"[81.63, 83.85]",83.85,88.82,83.0
1,0,4,10,"[87.59, 75.28]",87.59,88.82,83.0
1,0,5,12,"[89.76, 83.22]",89.76,89.76,83.0
1,0,6,14,"[13.19, 55.7]",55.7,89.76,83.0
1,0,7,16,"[91.11, 26.74]",91.11,91.11,83.0
1,0,8,18,"[45.17, 80.61]",80.61,91.11,83.0
1,0,9,20,"[29.16, 88.41]",88.41,91.11,83.0
1,0,0,2,"[45.21, 17.98]",45.21,45.21,84.0
1,0,1,4,"[41.9, 29.06]",41.9,45.21,84.0
1,0,2,6,"[73.59, 49.4]",73.59,73.59,84.0
1,0,3,8,"[76.02, 18.21]",76.02,76.02,84.0
1,0,4,10,"[62.32, 26.29]",62.32,76.02,84.0
1,0,5,12,"[16.71, 19.32]",19.32,76.02,84.0
1,0,6,14,"[40.02, 49.17]",49.17,76.02,84.0
1,0,7,16,"[40.43, 15.42]",40.43,76.02,84.0
1,0,8,18,"[0.26, 0.07]",0.26,76.02,84.0
1,0,9,20,"[56.45, 48.15]",56.45,76.02,84.0
1,0,0,2,"[48.15, 56.45]",56.45,56.45,85.0
1,0,1,4,"[43.52, 0.0]",43.52,56.45,85.0
1,0,2,6,"[50.79, 40.61]",50.79,56.45,85.0
1,0,3,8,"[29.25, 46.53]",46.53,56.45,85.0
1,0,4,10,"[56.05, 14.36]",56.05,56.45,85.0
1,0,5,12,"[55.41, 50.93]",55.41,56.45,85.0
1,0,6,14,"[56.14, 84.17]",84.17,84.17,85.0
1,0,7,16,"[56.57, 83.83]",83.83,84.17,85.0
1,0,8,18,"[86.37, 68.53]",86.37,86.37,85.0
1,0,9,20,"[26.5, 69.11]",69.11,86.37,85.0
1,0,0,2,"[84.81, 87.83]",87.83,87.83,86.0
1,0,1,4,"[65.37, 84.17]",84.17,87.83,86.0
1,0,2,6,"[86.43, 67.17]",86.43,87.83,86.0
1,0,3,8,"[2.79, 85.24]",85.24,87.83,86.0
1,0,4,10,"[28.11, 59.27]",59.27,87.83,86.0
1,0,5,12,"[83.83, 88.41]",88.41,88.41,86.0
1,0,6,14,"[86.37, 67.04]",86.37,88.41,86.0
1,0,7,16,"[47.3, 67.17]",67.17,88.41,86.0
1,0,8,18,"[57.18, 26.74]",57.18,88.41,86.0
1,0,9,20,"[75.28, 32.37]",75.28,88.41,86.0
1,0,0,2,"[82.33, 88.82]",88.82,88.82,87.0
1,0,1,4,"[70.51, 67.57]",70.51,88.82,87.0
1,0,2,6,"[37.4, 65.69]",65.69,88.82,87.0
1,0,3,8,"[40.61, 81.63]",81.63,88.82,87.0
1,0,4,10,"[83.85, 80.38]",83.85,88.82,87.0
1,0,5,12,"[89.76, 57.84]",89.76,89.76,87.0
1,0,6,14,"[39.55, 87.59]",87.59,89.76,87.0
1,0,7,16,"[40.85, 91.11]",91.11,91.11,87.0
1,0,8,18,"[83.25, 24.0]",83.25,91.11,87.0
1,0,9,20,"[45.17, 13.11]",45.17,91.11,87.0
1,0,0,2,"[82.09, 65.69]",82.09,82.09,88.0
1,0,1,4,"[78.95, 62.6]",78.95,82.09,88.0
1,0,2,6,"[70.51, 68.33]",70.51,82.09,88.0
1,0,3,8,"[88.82, 16.04]",88.82,88.82,88.0
1,0,4,10,"[10.12, 5.69]",10.12,88.82,88.0
1,0,5,12,"[67.57, 82.33]",82.33,88.82,88.0
1,0,6,14,"[40.61, 42.3]",42.3,88.82,88.0
1,0,7,16,"[88.41, 69.13]",88.41,88.82,88.0
1,0,8,18,"[84.81, 65.37]",84.81,88.82,88.0
1,0,9,20,"[80.61, 5.03]",80.61,88.82,88.0
1,0,0,2,"[40.02, 37.73]",40.02,40.02,89.0
1,0,1,4,"[46.99, 13.75]",46.99,46.99,89.0
1,0,2,6,"[31.38, 70.51]",70.51,70.51,89.0
1,0,3,8,"[71.57, 76.68]",76.68,76.68,89.0
1,0,4,10,"[65.69, 57.18]",65.69,76.68,89.0
1,0,5,12,"[88.82, 16.04]",88.82,88.82,89.0
1,0,6,14,"[67.57, 62.73]",67.57,88.82,89.0
1,0,7,16,"[20.03, 81.63]",81.63,88.82,89.0
1,0,8,18,"[57.84, 83.22]",83.22,88.82,89.0
1,0,9,20,"[83.25, 87.59]",87.59,88.82,89.0
1,0,0,2,"[3.0, 52.22]",52.22,52.22,90.0
1,0,1,4,"[66.49, 2.79]",66.49,66.49,90.0
1,0,2,6,"[48.25, 43.18]",48.25,66.49,90.0
1,0,3,8,"[35.43, 80.61]",80.61,80.61,90.0
1,0,4,10,"[48.15, 77.41]",77.41,80.61,90.0
1,0,5,12,"[0.26, 0.0]",0.26,80.61,90.0
1,0,6,14,"[55.17, 44.74]",55.17,80.61,90.0
1,0,7,16,"[50.93, 59.81]",59.81,80.61,90.0
1,0,8,18,"[69.11, 28.53]",69.11,80.61,90.0
1,0,9,20,"[45.95, 0.0]",45.95,80.61,90.0
1,0,0,2,"[87.32, 32.36]",87.32,87.32,91.0
1,0,1,4,"[74.04, 86.46]",86.46,87.32,91.0
1,0,2,6,"[76.33, 63.13]",76.33,87.32,91.0
1,0,3,8,"[4.23, 7.89]",7.89,87.32,91.0
1,0,4,10,"[68.33, 31.97]",68.33,87.32,91.0
1,0,5,12,"[7.62, 78.95]",78.95,87.32,91.0
1,0,6,14,"[82.09, 47.03]",82.09,87.32,91.0
1,0,7,16,"[88.41, 7.71]",88.41,88.41,91.0
1,0,8,18,"[80.61, 65.37]",80.61,88.41,91.0
1,0,9,20,"[84.81, 5.03]",84.81,88.41,91.0
1,0,0,2,"[86.43, 54.67]",86.43,86.43,92.0
1,0,1,4,"[2.79, 85.24]",85.24,86.43,92.0
1,0,2,6,"[28.11, 64.62]",64.62,86.43,92.0
1,0,3,8,"[3.0, 48.25]",48.25,86.43,92.0
1,0,4,10,"[67.57, 29.21]",67.57,86.43,92.0
1,0,5,12,"[87.83, 70.51]",87.83,87.83,92.0
1,0,6,14,"[84.17, 65.37]",84.17,87.83,92.0
1,0,7,16,"[76.68, 71.57]",76.68,87.83,92.0
1,0,8,18,"[65.69, 57.18]",65.69,87.83,92.0
1,0,9,20,"[32.37, 86.37]",86.37,87.83,92.0
1,0,0,2,"[82.33, 16.04]",82.33,82.33,93.0
1,0,1,4,"[88.82, 76.68]",88.82,88.82,93.0
1,0,2,6,"[70.51, 71.57]",71.57,88.82,93.0
1,0,3,8,"[37.4, 65.69]",65.69,88.82,93.0
1,0,4,10,"[45.17, 19.97]",45.17,88.82,93.0
1,0,5,12,"[67.57, 87.59]",87.59,88.82,93.0
1,0,6,14,"[81.63, 83.85]",83.85,88.82,93.0
1,0,7,16,"[89.76, 57.84]",89.76,89.76,93.0
1,0,8,18,"[91.11, 83.25]",91.11,91.11,93.0
1,0,9,20,"[40.85, 16.46]",40.85,91.11,93.0
1,0,0,2,"[88.41, 82.09]",88.41,88.41,94.0
1,0,1,4,"[84.81, 65.37]",84.81,88.41,94.0
1,0,2,6,"[80.61, 78.95]",80.61,88.41,94.0
1,0,3,8,"[68.33, 62.6]",68.33,88.41,94.0
1,0,4,10,"[5.03, 67.04]",67.04,88.41,94.0
1,0,5,12,"[55.8, 56.57]",56.57,88.41,94.0
1,0,6,14,"[73.71, 0.0]",73.71,88.41,94.0
1,0,7,16,"[52.22, 28.11]",52.22,88.41,94.0
1,0,8,18,"[10.12, 25.5]",25.5,88.41,94.0
1,0,9,20,"[5.69, 29.16]",29.16,88.41,94.0
1,0,0,2,"[56.45, 43.52]",56.45,56.45,95.0
1,0,1,4,"[48.15, 40.61]",48.15,56.45,95.0
1,0,2,6,"[50.79, 29.25]",50.79,56.45,95.0
1,0,3,8,"[55.41, 46.53]",55.41,56.45,95.0
1,0,4,10,"[39.5, 56.05]",56.05,56.45,95.0
1,0,5,12,"[56.14, 21.25]",56.14,56.45,95.0
1,0,6,14,"[50.93, 69.11]",69.11,69.11,95.0
1,0,7,16,"[45.95, 68.53]",68.53,69.11,95.0
1,0,8,18,"[83.83, 59.81]",83.83,83.83,95.0
1,0,9,20,"[84.17, 86.37]",86.37,86.37,95.0
1,0,0,2,"[37.73, 46.99]",46.99,46.99,96.0
1,0,1,4,"[31.38, 9.1]",31.38,46.99,96.0
1,0,2,6,"[40.02, 51.37]",51.37,51.37,96.0
1,0,3,8,"[57.84, 41.35]",57.84,57.84,96.0
1,0,4,10,"[81.63, 29.75]",81.63,81.63,96.0
1,0,5,12,"[83.22, 83.25]",83.25,83.25,96.0
1,0,6,14,"[80.38, 13.19]",80.38,83.25,96.0
1,0,7,16,"[62.73, 88.82]",88.82,88.82,96.0
1,0,8,18,"[67.57, 82.33]",82.33,88.82,96.0
1,0,9,20,"[68.35, 35.6]",68.35,88.82,96.0
1,0,0,2,"[69.13, 64.48]",69.13,69.13,97.0
1,0,1,4,"[29.25, 50.79]",50.79,69.13,97.0
1,0,2,6,"[46.53, 40.61]",46.53,69.13,97.0
1,0,3,8,"[17.43, 24.25]",24.25,69.13,97.0
1,0,4,10,"[82.09, 84.17]",84.17,84.17,97.0
1,0,5,12,"[83.83, 47.03]",83.83,84.17,97.0
1,0,6,14,"[50.93, 59.81]",59.81,84.17,97.0
1,0,7,16,"[86.37, 47.3]",86.37,86.37,97.0
1,0,8,18,"[69.11, 88.41]",88.41,88.41,97.0
1,0,9,20,"[84.81, 38.03]",84.81,88.41,97.0
1,0,0,2,"[75.12, 67.63]",75.12,75.12,98.0
1,0,1,4,"[75.22, 45.87]",75.22,75.22,98.0
1,0,2,6,"[70.26, 7.82]",70.26,75.22,98.0
1,0,3,8,"[50.54, 0.0]",50.54,75.22,98.0
1,0,4,10,"[7.03, 11.69]",11.69,75.22,98.0
1,0,5,12,"[4.08, 38.03]",38.03,75.22,98.0
1,0,6,14,"[88.41, 85.24]",88.41,88.41,98.0
1,0,7,16,"[86.43, 42.3]",86.43,88.41,98.0
1,0,8,18,"[64.62, 84.81]",84.81,88.41,98.0
1,0,9,20,"[2.79, 80.61]",80.61,88.41,98.0
1,0,0,2,"[88.41, 59.81]",88.41,88.41,99.0
1,0,1,4,"[84.81, 65.37]",84.81,88.41,99.0
1,0,2,6,"[80.61, 84.17]",84.17,88.41,99.0
1,0,3,8,"[56.57, 83.83]",83.83,88.41,99.0
1,0,4,10,"[2.79, 48.15]",48.15,88.41,99.0
1,0,5,12,"[56.14, 86.37]",86.37,88.41,99.0
1,0,6,14,"[69.11, 67.04]",69.11,88.41,99.0
1,0,7,16,"[44.74, 67.17]",67.17,88.41,99.0
1,0,8,18,"[59.27, 0.0]",59.27,88.41,99.0
1,0,9,20,"[48.15, 87.83]",87.83,88.41,99.0
2,0,0,2,"[59.27, 22.06]",59.27,59.27,0.0
2,0,1,4,"[67.17, 26.33]",67.17,67.17,0.0
2,0,2,6,"[67.17, 87.83]",87.83,87.83,0.0
2,0,3,8,"[84.81, 84.17]",84.81,87.83,0.0
2,0,4,10,"[83.83, 84.17]",84.17,87.83,0.0
2,0,5,12,"[86.43, 2.79]",86.43,87.83,0.0
2,0,6,14,"[85.24, 65.37]",85.24,87.83,0.0
2,0,7,16,"[28.11, 86.37]",86.37,87.83,0.0
2,0,8,18,"[56.14, 80.61]",80.61,87.83,0.0
2,0,9,20,"[77.41, 88.41]",88.41,88.41,0.0
2,0,0,2,"[82.33, 67.57]",82.33,82.33,1.0
2,0,1,4,"[67.63, 65.69]",67.63,82.33,1.0
2,0,2,6,"[45.87, 16.04]",45.87,82.33,1.0
2,0,3,8,"[50.54, 50.93]",50.93,82.33,1.0
2,0,4,10,"[45.95, 48.25]",48.25,82.33,1.0
2,0,5,12,"[86.46, 52.05]",86.46,86.46,1.0
2,0,6,14,"[87.32, 30.15]",87.32,87.32,1.0
2,0,7,16,"[74.04, 85.24]",85.24,87.32,1.0
2,0,8,18,"[28.11, 76.33]",76.33,87.32,1.0
2,0,9,20,"[88.82, 75.12]",88.82,88.82,1.0
2,0,0,2,"[74.04, 87.32]",87.32,87.32,2.0
2,0,1,4,"[62.82, 25.5]",62.82,87.32,2.0
2,0,2,6,"[76.33, 86.46]",86.46,87.32,2.0
2,0,3,8,"[4.61, 67.04]",67.04,87.32,2.0
2,0,4,10,"[4.94, 1.92]",4.94,87.32,2.0
2,0,5,12,"[35.07, 18.55]",35.07,87.32,2.0
