% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1351,4,10,"[7.71, 4.3]",7.71,23.23,
0,1351,5,12,"[27.41, 11.26]",27.41,27.41,
0,1351,6,14,"[20.72, 4.87]",20.72,27.41,
0,1351,7,16,"[21.88, 23.5]",23.5,27.41,
0,1351,8,18,"[8.82, 30.17]",30.17,30.17,
0,1351,9,20,"[3.04, 25.45]",25.45,30.17,
0,1352,0,2,"[95.48, 16.77]",95.48,95.48,
0,1352,1,4,"[3.14, 5.03]",5.03,95.48,
0,1352,2,6,"[5.95, 2.13]",5.95,95.48,
0,1352,3,8,"[7.71, 4.3]",7.71,95.48,
0,1352,4,10,"[88.89, 82.09]",88.89,95.48,
0,1352,5,12,"[75.46, 59.82]",75.46,95.48,
0,1352,6,14,"[92.03, 4.85]",92.03,95.48,
0,1352,7,16,"[89.95, 92.19]",92.19,95.48,
0,1352,8,18,"[83.22, 55.96]",83.22,95.48,
0,1352,9,20,"[81.63, 99.98]",99.98,99.98,
0,1353,0,2,"[3.04, 77.01]",77.01,77.01,
0,1353,1,4,"[3.14, 5.03]",5.03,77.01,
0,1353,2,6,"[5.95, 2.13]",5.95,77.01,
0,1353,3,8,"[7.71, 4.3]",7.71,77.01,
0,1353,4,10,"[88.89, 82.09]",88.89,88.89,
0,1353,5,12,"[7.69, 6.22]",7.69,88.89,
0,1353,6,14,"[76.59, 18.38]",76.59,88.89,
0,1353,7,16,"[68.33, 66.84]",68.33,88.89,
0,1353,8,18,"[78.6, 78.44]",78.6,88.89,
0,1353,9,20,"[71.43, 68.31]",71.43,88.89,
0,1354,0,2,"[0.0, 11.5]",11.5,11.5,
0,1354,1,4,"[3.14, 5.03]",5.03,11.5,
0,1354,2,6,"[5.95, 2.13]",5.95,11.5,
0,1354,3,8,"[7.71, 4.3]",7.71,11.5,
0,1354,4,10,"[88.89, 82.09]",88.89,88.89,
0,1354,5,12,"[55.96, 66.84]",66.84,88.89,
0,1354,6,14,"[6.22, 0.15]",6.22,88.89,
0,1354,7,16,"[45.01, 32.21]",45.01,88.89,
0,1354,8,18,"[45.85, 96.64]",96.64,96.64,
0,1354,9,20,"[83.22, 95.48]",95.48,96.64,
0,1355,0,2,"[45.37, 75.46]",75.46,75.46,
0,1355,1,4,"[3.14, 5.03]",5.03,75.46,
0,1355,2,6,"[5.95, 2.13]",5.95,75.46,
0,1355,3,8,"[23.81, 71.81]",71.81,75.46,
0,1355,4,10,"[70.51, 20.03]",70.51,75.46,
0,1355,5,12,"[88.82, 71.57]",88.82,88.82,
0,1355,6,14,"[50.74, 99.98]",99.98,99.98,
0,1355,7,16,"[80.86, 8.82]",80.86,99.98,
0,1355,8,18,"[1.89, 62.33]",62.33,99.98,
0,1355,9,20,"[99.22, 45.73]",99.22,99.98,
0,1356,0,2,"[7.02, 0.0]",7.02,7.02,
0,1356,1,4,"[3.14, 5.03]",5.03,7.02,
0,1356,2,6,"[5.95, 2.13]",5.95,7.02,
0,1356,3,8,"[7.71, 4.3]",7.71,7.71,
0,1356,4,10,"[88.89, 82.09]",88.89,88.89,
0,1356,5,12,"[55.96, 0.15]",55.96,88.89,
0,1356,6,14,"[66.84, 62.6]",66.84,88.89,
0,1356,7,16,"[45.85, 6.22]",45.85,88.89,
0,1356,8,18,"[62.04, 96.64]",96.64,96.64,
0,1356,9,20,"[83.22, 95.48]",95.48,96.64,
0,1357,0,2,"[70.51, 3.8]",70.51,70.51,
0,1357,1,4,"[3.14, 5.03]",5.03,70.51,
0,1357,2,6,"[5.95, 2.13]",5.95,70.51,
0,1357,3,8,"[7.71, 4.3]",7.71,70.51,
0,1357,4,10,"[77.52, 71.81]",77.52,77.52,
0,1357,5,12,"[75.46, 12.23]",75.46,77.52,
0,1357,6,14,"[50.74, 5.24]",50.74,77.52,
0,1357,7,16,"[71.57, 26.69]",71.57,77.52,
0,1357,8,18,"[31.53, 49.48]",49.48,77.52,
0,1357,9,20,"[13.79, 0.0]",13.79,77.52,
0,1358,0,2,"[91.19, 0.0]",91.19,91.19,
0,1358,1,4,"[3.14, 5.03]",5.03,91.19,
0,1358,2,6,"[5.95, 2.13]",5.95,91.19,
0,1358,3,8,"[7.71, 4.3]",7.71,91.19,
0,1358,4,10,"[88.89, 82.09]",88.89,91.19,
0,1358,5,12,"[99.98, 0.15]",99.98,99.98,
0,1358,6,14,"[71.81, 62.33]",71.81,99.98,
0,1358,7,16,"[80.86, 50.74]",80.86,99.98,
0,1358,8,18,"[99.22, 8.82]",99.22,99.98,
0,1358,9,20,"[98.38, 92.19]",98.38,99.98,
0,1359,0,2,"[8.2, 7.5]",8.2,8.2,
0,1359,1,4,"[3.14, 5.03]",5.03,8.2,
0,1359,2,6,"[5.95, 2.13]",5.95,8.2,
0,1359,3,8,"[7.71, 4.3]",7.71,8.2,
0,1359,4,10,"[88.89, 82.09]",88.89,88.89,
0,1359,5,12,"[55.96, 0.15]",55.96,88.89,
0,1359,6,14,"[76.59, 18.38]",76.59,88.89,
0,1359,7,16,"[66.84, 62.6]",66.84,88.89,
0,1359,8,18,"[7.65, 6.22]",7.65,88.89,
0,1359,9,20,"[96.64, 45.01]",96.64,96.64,
0,1360,0,2,"[0.0, 5.15]",5.15,5.15,
0,1360,1,4,"[3.14, 5.03]",5.03,5.15,
0,1360,2,6,"[5.95, 2.13]",5.95,5.95,
0,1360,3,8,"[7.71, 4.3]",7.71,7.71,
0,1360,4,10,"[88.89, 82.09]",88.89,88.89,
0,1360,5,12,"[55.96, 66.84]",66.84,88.89,
0,1360,6,14,"[6.22, 0.15]",6.22,88.89,
0,1360,7,16,"[45.85, 32.21]",45.85,88.89,
0,1360,8,18,"[96.64, 84.64]",96.64,96.64,
0,1360,9,20,"[83.22, 95.48]",95.48,96.64,
0,1361,0,2,"[20.51, 72.21]",72.21,72.21,
0,1361,1,4,"[3.14, 5.03]",5.03,72.21,
0,1361,2,6,"[5.95, 2.13]",5.95,72.21,
0,1361,3,8,"[7.71, 4.3]",7.71,72.21,
0,1361,4,10,"[3.04, 31.51]",31.51,72.21,
0,1361,5,12,"[88.89, 82.09]",88.89,88.89,
0,1361,6,14,"[66.84, 8.52]",66.84,88.89,
0,1361,7,16,"[55.96, 77.01]",77.01,88.89,
0,1361,8,18,"[56.57, 84.17]",84.17,88.89,
0,1361,9,20,"[69.03, 0.0]",69.03,88.89,
0,1362,0,2,"[57.84, 2.82]",57.84,57.84,
0,1362,1,4,"[3.14, 5.03]",5.03,57.84,
0,1362,2,6,"[5.95, 2.13]",5.95,57.84,
0,1362,3,8,"[7.71, 4.3]",7.71,57.84,
0,1362,4,10,"[52.47, 26.69]",52.47,57.84,
0,1362,5,12,"[88.82, 46.42]",88.82,88.82,
0,1362,6,14,"[50.74, 99.98]",99.98,99.98,
0,1362,7,16,"[80.86, 80.65]",80.86,99.98,
0,1362,8,18,"[71.81, 91.19]",91.19,99.98,
0,1362,9,20,"[1.89, 30.17]",30.17,99.98,
0,1363,0,2,"[14.73, 0.26]",14.73,14.73,
0,1363,1,4,"[3.14, 5.03]",5.03,14.73,
0,1363,2,6,"[5.95, 2.13]",5.95,14.73,
0,1363,3,8,"[13.12, 21.09]",21.09,21.09,
0,1363,4,10,"[49.48, 14.29]",49.48,49.48,
0,1363,5,12,"[53.11, 37.73]",53.11,53.11,
0,1363,6,14,"[3.04, 30.17]",30.17,53.11,
0,1363,7,16,"[40.02, 6.1]",40.02,53.11,
0,1363,8,18,"[78.93, 68.17]",78.93,78.93,
0,1363,9,20,"[76.02, 74.3]",76.02,78.93,
0,1364,0,2,"[53.02, 44.53]",53.02,53.02,
0,1364,1,4,"[3.14, 5.03]",5.03,53.02,
0,1364,2,6,"[5.95, 2.13]",5.95,53.02,
0,1364,3,8,"[7.71, 4.3]",7.71,53.02,
0,1364,4,10,"[49.48, 0.83]",49.48,53.02,
0,1364,5,12,"[30.17, 53.61]",53.61,53.61,
0,1364,6,14,"[68.17, 21.09]",68.17,68.17,
0,1364,7,16,"[74.3, 62.32]",74.3,74.3,
0,1364,8,18,"[52.08, 29.06]",52.08,74.3,
0,1364,9,20,"[78.93, 14.29]",78.93,78.93,
0,1365,0,2,"[0.0, 87.32]",87.32,87.32,
0,1365,1,4,"[3.14, 5.03]",5.03,87.32,
0,1365,2,6,"[5.95, 2.13]",5.95,87.32,
0,1365,3,8,"[7.71, 4.3]",7.71,87.32,
0,1365,4,10,"[88.89, 82.09]",88.89,88.89,
0,1365,5,12,"[66.84, 15.98]",66.84,88.89,
0,1365,6,14,"[45.85, 86.46]",86.46,88.89,
0,1365,7,16,"[84.64, 58.4]",84.64,88.89,
0,1365,8,18,"[55.96, 91.27]",91.27,91.27,
0,1365,9,20,"[28.06, 78.19]",78.19,91.27,
0,1366,0,2,"[20.08, 30.17]",30.17,30.17,
0,1366,1,4,"[3.14, 5.03]",5.03,30.17,
0,1366,2,6,"[5.95, 2.13]",5.95,30.17,
0,1366,3,8,"[3.04, 49.48]",49.48,49.48,
0,1366,4,10,"[7.71, 4.3]",7.71,49.48,
0,1366,5,12,"[37.73, 21.09]",37.73,49.48,
0,1366,6,14,"[39.2, 14.29]",39.2,49.48,
0,1366,7,16,"[0.0, 71.81]",71.81,71.81,
0,1366,8,18,"[80.65, 71.57]",80.65,80.65,
0,1366,9,20,"[70.51, 99.98]",99.98,99.98,
0,1367,0,2,"[0.0, 0.89]",0.89,0.89,
0,1367,1,4,"[3.14, 5.03]",5.03,5.03,
0,1367,2,6,"[5.95, 2.13]",5.95,5.95,
0,1367,3,8,"[0.89, 18.26]",18.26,18.26,
0,1367,4,10,"[7.71, 4.3]",7.71,18.26,
0,1367,5,12,"[88.89, 82.09]",88.89,88.89,
0,1367,6,14,"[66.84, 6.22]",66.84,88.89,
0,1367,7,16,"[55.96, 68.33]",68.33,88.89,
0,1367,8,18,"[76.59, 32.21]",76.59,88.89,
0,1367,9,20,"[5.69, 20.87]",20.87,88.89,
0,1368,0,2,"[76.59, 4.26]",76.59,76.59,
0,1368,1,4,"[3.14, 5.03]",5.03,76.59,
0,1368,2,6,"[5.95, 2.13]",5.95,76.59,
0,1368,3,8,"[7.71, 4.3]",7.71,76.59,
0,1368,4,10,"[88.89, 82.09]",88.89,88.89,
0,1368,5,12,"[8.52, 6.22]",8.52,88.89,
0,1368,6,14,"[55.96, 66.84]",66.84,88.89,
0,1368,7,16,"[45.85, 32.21]",45.85,88.89,
0,1368,8,18,"[96.64, 5.69]",96.64,96.64,
0,1368,9,20,"[83.22, 89.95]",89.95,96.64,
0,1369,0,2,"[16.09, 26.48]",26.48,26.48,
0,1369,1,4,"[3.14, 5.03]",5.03,26.48,
0,1369,2,6,"[5.95, 2.13]",5.95,26.48,
0,1369,3,8,"[7.71, 4.3]",7.71,26.48,
0,1369,4,10,"[31.43, 22.22]",31.43,31.43,
0,1369,5,12,"[53.11, 21.09]",53.11,53.11,
0,1369,6,14,"[3.04, 31.53]",31.53,53.11,
0,1369,7,16,"[88.89, 82.09]",88.89,88.89,
0,1369,8,18,"[76.59, 18.38]",76.59,88.89,
0,1369,9,20,"[55.96, 66.84]",66.84,88.89,
0,1370,0,2,"[10.51, 0.0]",10.51,10.51,
0,1370,1,4,"[3.14, 5.03]",5.03,10.51,
0,1370,2,6,"[5.95, 2.13]",5.95,10.51,
0,1370,3,8,"[7.71, 4.3]",7.71,10.51,
0,1370,4,10,"[88.89, 82.09]",88.89,88.89,
0,1370,5,12,"[55.96, 66.84]",66.84,88.89,
0,1370,6,14,"[6.22, 0.15]",6.22,88.89,
0,1370,7,16,"[45.01, 32.21]",45.01,88.89,
0,1370,8,18,"[96.64, 82.13]",96.64,96.64,
0,1370,9,20,"[83.22, 89.95]",89.95,96.64,
0,1371,0,2,"[61.67, 26.39]",61.67,61.67,
0,1371,1,4,"[3.14, 5.03]",5.03,61.67,
0,1371,2,6,"[5.95, 2.13]",5.95,61.67,
0,1371,3,8,"[7.71, 4.3]",7.71,61.67,
0,1371,4,10,"[0.0, 62.15]",62.15,62.15,
0,1371,5,12,"[88.89, 82.09]",88.89,88.89,
0,1371,6,14,"[76.59, 18.38]",76.59,88.89,
0,1371,7,16,"[55.96, 5.69]",55.96,88.89,
0,1371,8,18,"[66.84, 62.6]",66.84,88.89,
0,1371,9,20,"[45.01, 6.22]",45.01,88.89,
0,1372,0,2,"[3.28, 21.25]",21.25,21.25,
0,1372,1,4,"[3.14, 5.03]",5.03,21.25,
0,1372,2,6,"[5.95, 2.13]",5.95,21.25,
0,1372,3,8,"[7.71, 4.3]",7.71,21.25,
0,1372,4,10,"[88.89, 82.09]",88.89,88.89,
0,1372,5,12,"[76.59, 18.38]",76.59,88.89,
0,1372,6,14,"[14.24, 6.22]",14.24,88.89,
0,1372,7,16,"[66.84, 62.6]",66.84,88.89,
0,1372,8,18,"[74.04, 8.61]",74.04,88.89,
0,1372,9,20,"[51.83, 89.71]",89.71,89.71,
0,1373,0,2,"[2.45, 78.6]",78.6,78.6,
0,1373,1,4,"[3.14, 5.03]",5.03,78.6,
0,1373,2,6,"[5.95, 2.13]",5.95,78.6,
0,1373,3,8,"[7.71, 4.3]",7.71,78.6,
0,1373,4,10,"[50.7, 11.72]",50.7,78.6,
0,1373,5,12,"[62.04, 29.06]",62.04,78.6,
0,1373,6,14,"[31.53, 14.81]",31.53,78.6,
0,1373,7,16,"[88.89, 82.09]",88.89,88.89,
0,1373,8,18,"[55.96, 66.84]",66.84,88.89,
0,1373,9,20,"[76.59, 8.52]",76.59,88.89,
0,1374,0,2,"[28.53, 70.26]",70.26,70.26,
0,1374,1,4,"[3.14, 5.03]",5.03,70.26,
0,1374,2,6,"[5.95, 2.13]",5.95,70.26,
0,1374,3,8,"[5.65, 6.73]",6.73,70.26,
0,1374,4,10,"[7.71, 4.3]",7.71,70.26,
0,1374,5,12,"[88.89, 82.09]",88.89,88.89,
0,1374,6,14,"[76.59, 18.38]",76.59,88.89,
0,1374,7,16,"[55.96, 66.84]",66.84,88.89,
0,1374,8,18,"[89.14, 0.15]",89.14,89.14,
0,1374,9,20,"[75.12, 82.13]",82.13,89.14,
0,1375,0,2,"[13.89, 2.79]",13.89,13.89,
0,1375,1,4,"[3.14, 5.03]",5.03,13.89,
0,1375,2,6,"[5.95, 2.13]",5.95,13.89,
0,1375,3,8,"[53.11, 25.45]",53.11,53.11,
0,1375,4,10,"[37.73, 49.48]",49.48,53.11,
0,1375,5,12,"[21.09, 14.29]",21.09,53.11,
0,1375,6,14,"[6.1, 39.2]",39.2,53.11,
0,1375,7,16,"[40.02, 71.81]",71.81,71.81,
0,1375,8,18,"[80.65, 71.57]",80.65,80.65,
0,1375,9,20,"[70.51, 99.98]",99.98,99.98,
0,1376,0,2,"[84.49, 46.53]",84.49,84.49,
0,1376,1,4,"[3.14, 5.03]",5.03,84.49,
0,1376,2,6,"[5.95, 2.13]",5.95,84.49,
0,1376,3,8,"[7.71, 4.3]",7.71,84.49,
0,1376,4,10,"[88.89, 82.09]",88.89,88.89,
0,1376,5,12,"[76.59, 18.38]",76.59,88.89,
0,1376,6,14,"[17.43, 4.85]",17.43,88.89,
0,1376,7,16,"[84.81, 48.34]",84.81,88.89,
0,1376,8,18,"[66.84, 77.01]",77.01,88.89,
0,1376,9,20,"[72.21, 70.8]",72.21,88.89,
0,1377,0,2,"[0.0, 53.02]",53.02,53.02,
0,1377,1,4,"[3.14, 5.03]",5.03,53.02,
0,1377,2,6,"[5.95, 2.13]",5.95,53.02,
0,1377,3,8,"[7.71, 4.3]",7.71,53.02,
0,1377,4,10,"[11.99, 14.29]",14.29,53.02,
0,1377,5,12,"[88.89, 82.09]",88.89,88.89,
0,1377,6,14,"[55.96, 66.84]",66.84,88.89,
0,1377,7,16,"[8.52, 0.15]",8.52,88.89,
0,1377,8,18,"[76.59, 32.21]",76.59,88.89,
0,1377,9,20,"[45.01, 0.0]",45.01,88.89,
0,1378,0,2,"[50.7, 26.48]",50.7,50.7,
0,1378,1,4,"[3.14, 5.03]",5.03,50.7,
0,1378,2,6,"[5.95, 2.13]",5.95,50.7,
0,1378,3,8,"[7.71, 4.3]",7.71,50.7,
0,1378,4,10,"[10.59, 14.75]",14.75,50.7,
0,1378,5,12,"[88.89, 82.09]",88.89,88.89,
0,1378,6,14,"[55.96, 66.84]",66.84,88.89,
0,1378,7,16,"[6.22, 0.15]",6.22,88.89,
0,1378,8,18,"[45.01, 32.21]",45.01,88.89,
0,1378,9,20,"[45.85, 91.27]",91.27,91.27,
0,1379,0,2,"[83.62, 2.81]",83.62,83.62,
0,1379,1,4,"[3.14, 5.03]",5.03,83.62,
0,1379,2,6,"[5.95, 2.13]",5.95,83.62,
0,1379,3,8,"[7.71, 4.3]",7.71,83.62,
0,1379,4,10,"[50.7, 9.88]",50.7,83.62,
0,1379,5,12,"[62.04, 76.02]",76.02,83.62,
0,1379,6,14,"[52.08, 14.81]",52.08,83.62,
0,1379,7,16,"[29.51, 78.93]",78.93,83.62,
0,1379,8,18,"[68.17, 53.11]",68.17,83.62,
0,1379,9,20,"[20.51, 80.65]",80.65,83.62,
0,1380,0,2,"[0.0, 60.29]",60.29,60.29,
0,1380,1,4,"[3.14, 5.03]",5.03,60.29,
0,1380,2,6,"[5.95, 2.13]",5.95,60.29,
0,1380,3,8,"[7.71, 4.3]",7.71,60.29,
0,1380,4,10,"[44.47, 91.19]",91.19,91.19,
0,1380,5,12,"[99.98, 62.73]",99.98,99.98,
0,1380,6,14,"[71.81, 62.33]",71.81,99.98,
0,1380,7,16,"[30.17, 88.82]",88.82,99.98,
0,1380,8,18,"[80.86, 8.82]",80.86,99.98,
0,1380,9,20,"[99.22, 1.89]",99.22,99.98,
0,1381,0,2,"[78.6, 4.87]",78.6,78.6,
0,1381,1,4,"[3.14, 5.03]",5.03,78.6,
0,1381,2,6,"[5.95, 2.13]",5.95,78.6,
0,1381,3,8,"[7.71, 4.3]",7.71,78.6,
0,1381,4,10,"[0.74, 71.43]",71.43,78.6,
0,1381,5,12,"[56.57, 77.01]",77.01,78.6,
0,1381,6,14,"[69.03, 78.44]",78.44,78.6,
0,1381,7,16,"[53.81, 7.54]",53.81,78.6,
0,1381,8,18,"[59.81, 68.31]",68.31,78.6,
0,1381,9,20,"[59.05, 70.8]",70.8,78.6,
0,1382,0,2,"[12.01, 7.43]",12.01,12.01,
0,1382,1,4,"[3.14, 5.03]",5.03,12.01,
0,1382,2,6,"[5.95, 2.13]",5.95,12.01,
0,1382,3,8,"[7.71, 4.3]",7.71,12.01,
0,1382,4,10,"[88.89, 82.09]",88.89,88.89,
0,1382,5,12,"[55.96, 6.22]",55.96,88.89,
0,1382,6,14,"[66.84, 62.6]",66.84,88.89,
0,1382,7,16,"[8.52, 0.15]",8.52,88.89,
0,1382,8,18,"[45.01, 9.96]",45.01,88.89,
0,1382,9,20,"[76.59, 96.64]",96.64,96.64,
0,1383,0,2,"[50.93, 35.61]",50.93,50.93,
0,1383,1,4,"[3.14, 5.03]",5.03,50.93,
