% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1344,6,14,"[37.37, 7.12]",37.37,98.49,
0,1344,7,16,"[87.62, 22.3]",87.62,98.49,
0,1344,8,18,"[63.88, 54.07]",63.88,98.49,
0,1344,9,20,"[0.0, 20.5]",20.5,98.49,
0,1345,0,2,"[24.02, 2.53]",24.02,24.02,
0,1345,1,4,"[87.62, 0.0]",87.62,87.62,
0,1345,2,6,"[14.53, 1.3]",14.53,87.62,
0,1345,3,8,"[0.12, 36.97]",36.97,87.62,
0,1345,4,10,"[24.09, 5.45]",24.09,87.62,
0,1345,5,12,"[0.0, 100.0]",100.0,100.0,
0,1345,6,14,"[87.0, 69.2]",87.0,100.0,
0,1345,7,16,"[98.49, 100.0]",100.0,100.0,
0,1345,8,18,"[90.39, 84.03]",90.39,100.0,
0,1345,9,20,"[91.39, 32.43]",91.39,100.0,
0,1346,0,2,"[0.0, 3.6]",3.6,3.6,
0,1346,1,4,"[0.99, 40.04]",40.04,40.04,
0,1346,2,6,"[55.96, 0.28]",55.96,55.96,
0,1346,3,8,"[39.39, 44.4]",44.4,55.96,
0,1346,4,10,"[37.37, 27.05]",37.37,55.96,
0,1346,5,12,"[52.56, 7.12]",52.56,55.96,
0,1346,6,14,"[24.55, 31.29]",31.29,55.96,
0,1346,7,16,"[45.28, 100.0]",100.0,100.0,
0,1346,8,18,"[100.0, 84.03]",100.0,100.0,
0,1346,9,20,"[87.0, 98.49]",98.49,100.0,
0,1347,0,2,"[0.0, 0.0]",0.0,0.0,
0,1347,1,4,"[2.72, 11.61]",11.61,11.61,
0,1347,2,6,"[0.0, 27.05]",27.05,27.05,
0,1347,3,8,"[55.96, 15.73]",55.96,55.96,
0,1347,4,10,"[24.55, 100.0]",100.0,100.0,
0,1347,5,12,"[98.49, 19.28]",98.49,100.0,
0,1347,6,14,"[24.8, 90.39]",90.39,100.0,
0,1347,7,16,"[84.03, 91.06]",91.06,100.0,
0,1347,8,18,"[0.0, 100.0]",100.0,100.0,
0,1347,9,20,"[87.0, 91.39]",91.39,100.0,
0,1348,0,2,"[3.38, 10.68]",10.68,10.68,
0,1348,1,4,"[8.17, 0.0]",8.17,10.68,
0,1348,2,6,"[0.0, 52.23]",52.23,52.23,
0,1348,3,8,"[8.95, 16.95]",16.95,52.23,
0,1348,4,10,"[84.03, 43.22]",84.03,84.03,
0,1348,5,12,"[31.66, 100.0]",100.0,100.0,
0,1348,6,14,"[98.49, 22.88]",98.49,100.0,
0,1348,7,16,"[0.74, 90.39]",90.39,100.0,
0,1348,8,18,"[100.0, 91.06]",100.0,100.0,
0,1348,9,20,"[87.0, 83.25]",87.0,100.0,
0,1349,0,2,"[0.86, 0.0]",0.86,0.86,
0,1349,1,4,"[13.99, 0.0]",13.99,13.99,
0,1349,2,6,"[0.97, 52.69]",52.69,52.69,
0,1349,3,8,"[11.61, 7.12]",11.61,52.69,
0,1349,4,10,"[53.52, 0.0]",53.52,53.52,
0,1349,5,12,"[52.23, 22.88]",52.23,53.52,
0,1349,6,14,"[76.85, 63.2]",76.85,76.85,
0,1349,7,16,"[67.21, 36.66]",67.21,76.85,
0,1349,8,18,"[62.75, 5.77]",62.75,76.85,
0,1349,9,20,"[28.9, 38.8]",38.8,76.85,
0,1350,0,2,"[1.58, 0.0]",1.58,1.58,
0,1350,1,4,"[16.91, 2.65]",16.91,16.91,
0,1350,2,6,"[9.52, 36.73]",36.73,36.73,
0,1350,3,8,"[50.75, 0.0]",50.75,50.75,
0,1350,4,10,"[87.0, 6.88]",87.0,87.0,
0,1350,5,12,"[28.9, 98.49]",98.49,98.49,
0,1350,6,14,"[55.96, 32.43]",55.96,98.49,
0,1350,7,16,"[12.78, 0.0]",12.78,98.49,
0,1350,8,18,"[91.06, 19.28]",91.06,98.49,
0,1350,9,20,"[90.39, 91.39]",91.39,98.49,
0,1351,0,2,"[19.84, 2.01]",19.84,19.84,
0,1351,1,4,"[72.24, 7.59]",72.24,72.24,
0,1351,2,6,"[0.0, 6.18]",6.18,72.24,
0,1351,3,8,"[2.72, 12.39]",12.39,72.24,
0,1351,4,10,"[32.04, 5.62]",32.04,72.24,
0,1351,5,12,"[6.22, 28.9]",28.9,72.24,
0,1351,6,14,"[2.62, 24.09]",24.09,72.24,
0,1351,7,16,"[6.73, 0.0]",6.73,72.24,
0,1351,8,18,"[3.6, 5.22]",5.22,72.24,
0,1351,9,20,"[5.75, 2.41]",5.75,72.24,
0,1352,0,2,"[18.72, 9.52]",18.72,18.72,
0,1352,1,4,"[8.17, 0.0]",8.17,18.72,
0,1352,2,6,"[0.0, 2.85]",2.85,18.72,
0,1352,3,8,"[3.6, 24.05]",24.05,24.05,
0,1352,4,10,"[24.09, 22.3]",24.09,24.09,
0,1352,5,12,"[20.5, 21.86]",21.86,24.09,
0,1352,6,14,"[15.64, 32.74]",32.74,32.74,
0,1352,7,16,"[73.08, 10.93]",73.08,73.08,
0,1352,8,18,"[28.02, 56.5]",56.5,73.08,
0,1352,9,20,"[53.52, 24.56]",53.52,73.08,
0,1353,0,2,"[0.0, 0.0]",0.0,0.0,
0,1353,1,4,"[0.0, 6.96]",6.96,6.96,
0,1353,2,6,"[2.77, 7.12]",7.12,7.12,
0,1353,3,8,"[4.99, 11.91]",11.91,11.91,
0,1353,4,10,"[91.06, 19.28]",91.06,91.06,
0,1353,5,12,"[62.75, 7.33]",62.75,91.06,
0,1353,6,14,"[91.39, 11.52]",91.39,91.39,
0,1353,7,16,"[38.8, 100.0]",100.0,100.0,
0,1353,8,18,"[87.0, 50.75]",87.0,100.0,
0,1353,9,20,"[5.49, 100.0]",100.0,100.0,
0,1354,0,2,"[17.54, 0.0]",17.54,17.54,
0,1354,1,4,"[6.22, 10.93]",10.93,17.54,
0,1354,2,6,"[34.6, 23.53]",34.6,34.6,
0,1354,3,8,"[14.84, 10.66]",14.84,34.6,
0,1354,4,10,"[8.72, 18.93]",18.93,34.6,
0,1354,5,12,"[31.66, 73.08]",73.08,73.08,
0,1354,6,14,"[28.02, 56.5]",56.5,73.08,
0,1354,7,16,"[2.01, 13.99]",13.99,73.08,
0,1354,8,18,"[7.34, 50.75]",50.75,73.08,
0,1354,9,20,"[6.57, 67.85]",67.85,73.08,
0,1355,0,2,"[9.32, 4.15]",9.32,9.32,
0,1355,1,4,"[44.4, 0.0]",44.4,44.4,
0,1355,2,6,"[8.17, 0.0]",8.17,44.4,
0,1355,3,8,"[31.66, 25.64]",31.66,44.4,
0,1355,4,10,"[100.0, 7.59]",100.0,100.0,
0,1355,5,12,"[87.0, 65.32]",87.0,100.0,
0,1355,6,14,"[98.49, 69.2]",98.49,100.0,
0,1355,7,16,"[24.8, 61.09]",61.09,100.0,
0,1355,8,18,"[100.0, 22.88]",100.0,100.0,
0,1355,9,20,"[43.84, 91.39]",91.39,100.0,
0,1356,0,2,"[41.03, 21.54]",41.03,41.03,
0,1356,1,4,"[0.0, 5.7]",5.7,41.03,
0,1356,2,6,"[0.0, 6.73]",6.73,41.03,
0,1356,3,8,"[73.08, 80.69]",80.69,80.69,
0,1356,4,10,"[6.4, 96.38]",96.38,96.38,
0,1356,5,12,"[67.85, 38.53]",67.85,96.38,
0,1356,6,14,"[100.0, 36.73]",100.0,100.0,
0,1356,7,16,"[87.0, 10.25]",87.0,100.0,
0,1356,8,18,"[43.84, 91.39]",91.39,100.0,
0,1356,9,20,"[91.06, 25.69]",91.06,100.0,
0,1357,0,2,"[34.6, 3.4]",34.6,34.6,
0,1357,1,4,"[13.99, 0.0]",13.99,34.6,
0,1357,2,6,"[26.3, 18.93]",26.3,34.6,
0,1357,3,8,"[5.7, 14.84]",14.84,34.6,
0,1357,4,10,"[31.66, 1.79]",31.66,34.6,
0,1357,5,12,"[28.53, 18.95]",28.53,34.6,
0,1357,6,14,"[3.55, 0.6]",3.55,34.6,
0,1357,7,16,"[21.65, 55.96]",55.96,55.96,
0,1357,8,18,"[9.07, 2.01]",9.07,55.96,
0,1357,9,20,"[32.04, 52.56]",52.56,55.96,
0,1358,0,2,"[14.68, 28.15]",28.15,28.15,
0,1358,1,4,"[21.86, 0.0]",21.86,28.15,
0,1358,2,6,"[55.96, 0.0]",55.96,55.96,
0,1358,3,8,"[0.0, 34.47]",34.47,55.96,
0,1358,4,10,"[10.13, 9.52]",10.13,55.96,
0,1358,5,12,"[2.53, 15.44]",15.44,55.96,
0,1358,6,14,"[46.33, 16.31]",46.33,55.96,
0,1358,7,16,"[0.0, 11.52]",11.52,55.96,
0,1358,8,18,"[36.66, 20.05]",36.66,55.96,
0,1358,9,20,"[98.49, 100.0]",100.0,100.0,
0,1359,0,2,"[0.0, 24.76]",24.76,24.76,
0,1359,1,4,"[6.22, 24.09]",24.09,24.76,
0,1359,2,6,"[12.07, 1.3]",12.07,24.76,
0,1359,3,8,"[8.17, 7.61]",8.17,24.76,
0,1359,4,10,"[39.86, 13.19]",39.86,39.86,
0,1359,5,12,"[36.65, 11.18]",36.65,39.86,
0,1359,6,14,"[31.13, 5.06]",31.13,39.86,
0,1359,7,16,"[37.58, 1.95]",37.58,39.86,
0,1359,8,18,"[0.0, 23.71]",23.71,39.86,
0,1359,9,20,"[72.9, 75.4]",75.4,75.4,
0,1360,0,2,"[0.0, 48.88]",48.88,48.88,
0,1360,1,4,"[6.22, 21.86]",21.86,48.88,
0,1360,2,6,"[2.72, 27.05]",27.05,48.88,
0,1360,3,8,"[56.5, 1.3]",56.5,56.5,
0,1360,4,10,"[13.31, 40.76]",40.76,56.5,
0,1360,5,12,"[0.0, 53.52]",53.52,56.5,
0,1360,6,14,"[76.85, 2.01]",76.85,76.85,
0,1360,7,16,"[36.66, 43.79]",43.79,76.85,
0,1360,8,18,"[0.0, 17.0]",17.0,76.85,
0,1360,9,20,"[32.43, 11.69]",32.43,76.85,
0,1361,0,2,"[91.11, 0.0]",91.11,91.11,
0,1361,1,4,"[0.86, 9.96]",9.96,91.11,
0,1361,2,6,"[55.96, 25.69]",55.96,91.11,
0,1361,3,8,"[7.33, 84.03]",84.03,91.11,
0,1361,4,10,"[98.49, 22.88]",98.49,98.49,
0,1361,5,12,"[28.9, 0.0]",28.9,98.49,
0,1361,6,14,"[90.39, 53.52]",90.39,98.49,
0,1361,7,16,"[91.06, 43.79]",91.06,98.49,
0,1361,8,18,"[100.0, 7.12]",100.0,100.0,
0,1361,9,20,"[0.74, 9.52]",9.52,100.0,
0,1362,0,2,"[4.74, 37.58]",37.58,37.58,
0,1362,1,4,"[52.2, 0.0]",52.2,52.2,
0,1362,2,6,"[0.0, 14.84]",14.84,52.2,
0,1362,3,8,"[2.62, 22.3]",22.3,52.2,
0,1362,4,10,"[8.95, 53.52]",53.52,53.52,
0,1362,5,12,"[52.69, 22.65]",52.69,53.52,
0,1362,6,14,"[44.4, 15.44]",44.4,53.52,
0,1362,7,16,"[29.82, 11.18]",29.82,53.52,
0,1362,8,18,"[31.66, 0.0]",31.66,53.52,
0,1362,9,20,"[57.68, 2.77]",57.68,57.68,
0,1363,0,2,"[17.26, 1.36]",17.26,17.26,
0,1363,1,4,"[24.09, 0.0]",24.09,24.09,
0,1363,2,6,"[5.7, 1.3]",5.7,24.09,
0,1363,3,8,"[6.57, 6.73]",6.73,24.09,
0,1363,4,10,"[3.6, 75.39]",75.39,75.39,
0,1363,5,12,"[0.0, 79.76]",79.76,79.76,
0,1363,6,14,"[73.33, 75.4]",75.4,79.76,
0,1363,7,16,"[84.62, 2.01]",84.62,84.62,
0,1363,8,18,"[72.89, 73.93]",73.93,84.62,
0,1363,9,20,"[0.0, 56.5]",56.5,84.62,
0,1364,0,2,"[25.31, 0.0]",25.31,25.31,
0,1364,1,4,"[0.0, 6.73]",6.73,25.31,
0,1364,2,6,"[68.71, 7.59]",68.71,68.71,
0,1364,3,8,"[37.38, 67.21]",67.21,68.71,
0,1364,4,10,"[2.41, 0.12]",2.41,68.71,
0,1364,5,12,"[100.0, 35.64]",100.0,100.0,
0,1364,6,14,"[84.03, 53.52]",84.03,100.0,
0,1364,7,16,"[98.49, 91.06]",98.49,100.0,
0,1364,8,18,"[90.39, 9.52]",90.39,100.0,
0,1364,9,20,"[9.07, 31.32]",31.32,100.0,
0,1365,0,2,"[0.0, 23.71]",23.71,23.71,
0,1365,1,4,"[87.62, 26.3]",87.62,87.62,
0,1365,2,6,"[39.39, 4.39]",39.39,87.62,
0,1365,3,8,"[9.52, 0.0]",9.52,87.62,
0,1365,4,10,"[57.27, 30.41]",57.27,87.62,
0,1365,5,12,"[0.0, 13.19]",13.19,87.62,
0,1365,6,14,"[6.57, 20.5]",20.5,87.62,
0,1365,7,16,"[30.44, 37.37]",37.37,87.62,
0,1365,8,18,"[5.49, 0.0]",5.49,87.62,
0,1365,9,20,"[2.9, 8.43]",8.43,87.62,
0,1366,0,2,"[0.0, 52.77]",52.77,52.77,
0,1366,1,4,"[46.33, 10.93]",46.33,52.77,
0,1366,2,6,"[0.0, 4.89]",4.89,52.77,
0,1366,3,8,"[7.12, 0.0]",7.12,52.77,
0,1366,4,10,"[8.17, 15.86]",15.86,52.77,
0,1366,5,12,"[44.96, 65.32]",65.32,65.32,
0,1366,6,14,"[38.8, 11.91]",38.8,65.32,
0,1366,7,16,"[0.0, 6.38]",6.38,65.32,
0,1366,8,18,"[11.68, 61.09]",61.09,65.32,
0,1366,9,20,"[62.75, 98.49]",98.49,98.49,
0,1367,0,2,"[0.0, 43.79]",43.79,43.79,
0,1367,1,4,"[6.22, 7.61]",7.61,43.79,
0,1367,2,6,"[25.64, 4.99]",25.64,43.79,
0,1367,3,8,"[52.69, 1.3]",52.69,52.69,
0,1367,4,10,"[5.7, 2.01]",5.7,52.69,
0,1367,5,12,"[55.96, 34.47]",55.96,55.96,
0,1367,6,14,"[64.46, 100.0]",100.0,100.0,
0,1367,7,16,"[24.8, 98.49]",98.49,100.0,
0,1367,8,18,"[90.39, 19.28]",90.39,100.0,
0,1367,9,20,"[87.0, 61.09]",87.0,100.0,
0,1368,0,2,"[0.0, 0.0]",0.0,0.0,
0,1368,1,4,"[9.52, 10.04]",10.04,10.04,
0,1368,2,6,"[46.33, 6.18]",46.33,46.33,
0,1368,3,8,"[91.06, 34.47]",91.06,91.06,
0,1368,4,10,"[100.0, 19.84]",100.0,100.0,
0,1368,5,12,"[98.49, 100.0]",100.0,100.0,
0,1368,6,14,"[87.0, 84.03]",87.0,100.0,
0,1368,7,16,"[6.54, 19.28]",19.28,100.0,
0,1368,8,18,"[91.39, 9.07]",91.39,100.0,
0,1368,9,20,"[0.0, 89.76]",89.76,100.0,
0,1369,0,2,"[6.42, 44.22]",44.22,44.22,
0,1369,1,4,"[3.4, 23.51]",23.51,44.22,
0,1369,2,6,"[18.93, 15.92]",18.93,44.22,
0,1369,3,8,"[50.75, 41.03]",50.75,50.75,
0,1369,4,10,"[22.3, 0.0]",22.3,50.75,
0,1369,5,12,"[7.61, 25.69]",25.69,50.75,
0,1369,6,14,"[100.0, 53.52]",100.0,100.0,
0,1369,7,16,"[20.73, 100.0]",100.0,100.0,
0,1369,8,18,"[55.96, 91.06]",91.06,100.0,
0,1369,9,20,"[98.49, 84.03]",98.49,100.0,
0,1370,0,2,"[2.29, 0.0]",2.29,2.29,
0,1370,1,4,"[87.62, 15.44]",87.62,87.62,
0,1370,2,6,"[10.68, 13.19]",13.19,87.62,
0,1370,3,8,"[39.39, 36.97]",39.39,87.62,
0,1370,4,10,"[67.21, 5.59]",67.21,87.62,
0,1370,5,12,"[42.43, 15.26]",42.43,87.62,
0,1370,6,14,"[91.06, 50.75]",91.06,91.06,
0,1370,7,16,"[65.32, 100.0]",100.0,100.0,
0,1370,8,18,"[98.49, 100.0]",100.0,100.0,
0,1370,9,20,"[87.0, 19.28]",87.0,100.0,
0,1371,0,2,"[0.04, 0.0]",0.04,0.04,
0,1371,1,4,"[11.52, 0.0]",11.52,11.52,
0,1371,2,6,"[55.96, 0.0]",55.96,55.96,
0,1371,3,8,"[10.13, 27.05]",27.05,55.96,
0,1371,4,10,"[100.0, 15.44]",100.0,100.0,
0,1371,5,12,"[6.54, 84.03]",84.03,100.0,
0,1371,6,14,"[90.39, 53.52]",90.39,100.0,
0,1371,7,16,"[91.39, 91.06]",91.39,100.0,
0,1371,8,18,"[100.0, 19.84]",100.0,100.0,
0,1371,9,20,"[87.0, 98.49]",98.49,100.0,
0,1372,0,2,"[0.57, 3.63]",3.63,3.63,
0,1372,1,4,"[2.9, 0.0]",2.9,3.63,
0,1372,2,6,"[36.7, 5.45]",36.7,36.7,
0,1372,3,8,"[32.43, 14.84]",32.43,36.7,
0,1372,4,10,"[0.0, 0.0]",0.0,36.7,
0,1372,5,12,"[57.68, 53.52]",57.68,57.68,
0,1372,6,14,"[69.2, 52.69]",69.2,69.2,
0,1372,7,16,"[52.23, 76.85]",76.85,76.85,
0,1372,8,18,"[36.66, 29.14]",36.66,76.85,
0,1372,9,20,"[90.39, 6.78]",90.39,90.39,
0,1373,0,2,"[0.0, 6.26]",6.26,6.26,
0,1373,1,4,"[3.4, 0.0]",3.4,6.26,
0,1373,2,6,"[5.49, 3.78]",5.49,6.26,
0,1373,3,8,"[30.41, 16.39]",30.41,30.41,
0,1373,4,10,"[30.75, 25.69]",30.75,30.75,
0,1373,5,12,"[91.06, 35.64]",91.06,91.06,
0,1373,6,14,"[0.0, 100.0]",100.0,100.0,
0,1373,7,16,"[84.03, 53.52]",84.03,100.0,
0,1373,8,18,"[6.54, 55.96]",55.96,100.0,
0,1373,9,20,"[0.0, 19.28]",19.28,100.0,
0,1374,0,2,"[5.59, 24.59]",24.59,24.59,
0,1374,1,4,"[5.7, 0.0]",5.7,24.59,
0,1374,2,6,"[91.06, 0.0]",91.06,91.06,
0,1374,3,8,"[7.33, 11.18]",11.18,91.06,
0,1374,4,10,"[67.21, 46.33]",67.21,91.06,
0,1374,5,12,"[6.22, 98.49]",98.49,98.49,
0,1374,6,14,"[61.09, 100.0]",100.0,100.0,
0,1374,7,16,"[100.0, 0.0]",100.0,100.0,
0,1374,8,18,"[7.34, 80.69]",80.69,100.0,
0,1374,9,20,"[87.0, 19.28]",87.0,100.0,
0,1375,0,2,"[1.39, 0.0]",1.39,1.39,
0,1375,1,4,"[3.4, 20.5]",20.5,20.5,
0,1375,2,6,"[9.52, 8.17]",9.52,20.5,
0,1375,3,8,"[21.86, 37.58]",37.58,37.58,
0,1375,4,10,"[54.55, 43.22]",54.55,54.55,
0,1375,5,12,"[8.95, 36.73]",36.73,54.55,
0,1375,6,14,"[0.0, 21.5]",21.5,54.55,
0,1375,7,16,"[22.3, 8.45]",22.3,54.55,
0,1375,8,18,"[0.0, 0.0]",0.0,54.55,
0,1375,9,20,"[31.66, 84.03]",84.03,84.03,
0,1376,0,2,"[8.98, 0.0]",8.98,8.98,
0,1376,1,4,"[46.33, 0.0]",46.33,46.33,
0,1376,2,6,"[91.06, 27.05]",91.06,91.06,
0,1376,3,8,"[7.33, 11.18]",11.18,91.06,
0,1376,4,10,"[87.0, 0.0]",87.0,91.06,
0,1376,5,12,"[30.41, 61.09]",61.09,91.06,
0,1376,6,14,"[32.04, 80.69]",80.69,91.06,
0,1376,7,16,"[50.69, 19.28]",50.69,91.06,
0,1376,8,18,"[7.34, 100.0]",100.0,100.0,
0,1376,9,20,"[43.84, 9.07]",43.84,100.0,
0,1377,0,2,"[2.49, 0.0]",2.49,2.49,
0,1377,1,4,"[36.97, 0.0]",36.97,36.97,
0,1377,2,6,"[10.13, 5.59]",10.13,36.97,
0,1377,3,8,"[37.38, 0.97]",37.38,37.38,
0,1377,4,10,"[0.0, 4.97]",4.97,37.38,
0,1377,5,12,"[3.6, 68.71]",68.71,68.71,
0,1377,6,14,"[67.21, 7.33]",67.21,68.71,
0,1377,7,16,"[87.0, 25.69]",87.0,87.0,
0,1377,8,18,"[100.0, 38.53]",100.0,100.0,
0,1377,9,20,"[98.49, 43.84]",98.49,100.0,
0,1378,0,2,"[20.31, 6.57]",20.31,20.31,
0,1378,1,4,"[5.25, 37.71]",37.71,37.71,
0,1378,2,6,"[14.84, 9.96]",14.84,37.71,
0,1378,3,8,"[10.66, 0.0]",10.66,37.71,
0,1378,4,10,"[52.69, 17.0]",52.69,52.69,
0,1378,5,12,"[57.68, 56.5]",57.68,57.68,
0,1378,6,14,"[58.95, 53.52]",58.95,58.95,
0,1378,7,16,"[7.88, 30.77]",30.77,58.95,
0,1378,8,18,"[0.0, 54.55]",54.55,58.95,
0,1378,9,20,"[2.01, 44.4]",44.4,58.95,
0,1379,0,2,"[0.0, 0.0]",0.0,0.0,
0,1379,1,4,"[52.69, 3.77]",52.69,52.69,
0,1379,2,6,"[8.17, 2.01]",8.17,52.69,
0,1379,3,8,"[13.99, 25.64]",25.64,52.69,
0,1379,4,10,"[36.73, 15.44]",36.73,52.69,
0,1379,5,12,"[0.0, 22.88]",22.88,52.69,
0,1379,6,14,"[28.9, 37.37]",37.37,52.69,
0,1379,7,16,"[24.55, 52.2]",52.2,52.69,
0,1379,8,18,"[5.65, 44.4]",44.4,52.69,
0,1379,9,20,"[57.68, 26.3]",57.68,57.68,
0,1380,0,2,"[28.74, 0.0]",28.74,28.74,
0,1380,1,4,"[13.99, 14.19]",14.19,28.74,
0,1380,2,6,"[2.41, 0.0]",2.41,28.74,
0,1380,3,8,"[26.3, 0.99]",26.3,28.74,
0,1380,4,10,"[54.55, 11.18]",54.55,54.55,
0,1380,5,12,"[5.65, 28.02]",28.02,54.55,
0,1380,6,14,"[39.86, 24.76]",39.86,54.55,
0,1380,7,16,"[31.66, 79.76]",79.76,79.76,
0,1380,8,18,"[73.33, 0.0]",73.33,79.76,
0,1380,9,20,"[40.06, 75.4]",75.4,79.76,
0,1381,0,2,"[0.0, 40.47]",40.47,40.47,
0,1381,1,4,"[6.38, 16.85]",16.85,40.47,
0,1381,2,6,"[6.18, 0.0]",6.18,40.47,
0,1381,3,8,"[57.27, 10.13]",57.27,57.27,
0,1381,4,10,"[30.41, 42.43]",42.43,57.27,
0,1381,5,12,"[3.6, 19.55]",19.55,57.27,
0,1381,6,14,"[0.0, 6.57]",6.57,57.27,
0,1381,7,16,"[6.54, 9.79]",9.79,57.27,
0,1381,8,18,"[2.72, 35.64]",35.64,57.27,
0,1381,9,20,"[91.39, 25.69]",91.39,91.39,
0,1382,0,2,"[55.17, 1.06]",55.17,55.17,
0,1382,1,4,"[13.99, 0.0]",13.99,55.17,
0,1382,2,6,"[65.32, 42.48]",65.32,65.32,
0,1382,3,8,"[0.0, 22.65]",22.65,65.32,
0,1382,4,10,"[0.0, 17.45]",17.45,65.32,
0,1382,5,12,"[3.77, 15.73]",15.73,65.32,
0,1382,6,14,"[2.52, 24.02]",24.02,65.32,
0,1382,7,16,"[16.51, 16.15]",16.51,65.32,
0,1382,8,18,"[87.0, 30.83]",87.0,87.0,
0,1382,9,20,"[5.49, 100.0]",100.0,100.0,
0,1383,0,2,"[27.05, 0.0]",27.05,27.05,
0,1383,1,4,"[2.53, 6.77]",6.77,27.05,
