% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1382,7,16,"[98.49, 91.39]",98.49,100.0,
0,1382,8,18,"[87.0, 53.52]",87.0,100.0,
0,1382,9,20,"[91.11, 22.88]",91.11,100.0,
0,1383,0,2,"[56.14, 15.26]",56.14,56.14,
0,1383,1,4,"[11.61, 10.46]",11.61,56.14,
0,1383,2,6,"[5.06, 0.0]",5.06,56.14,
0,1383,3,8,"[75.39, 2.01]",75.39,75.39,
0,1383,4,10,"[5.49, 39.32]",39.32,75.39,
0,1383,5,12,"[12.54, 0.0]",12.54,75.39,
0,1383,6,14,"[21.86, 41.64]",41.64,75.39,
0,1383,7,16,"[81.66, 3.57]",81.66,81.66,
0,1383,8,18,"[50.69, 5.53]",50.69,81.66,
0,1383,9,20,"[96.38, 0.0]",96.38,96.38,
0,1384,0,2,"[0.33, 0.0]",0.33,0.33,
0,1384,1,4,"[46.33, 23.83]",46.33,46.33,
0,1384,2,6,"[7.33, 8.43]",8.43,46.33,
0,1384,3,8,"[55.96, 7.12]",55.96,55.96,
0,1384,4,10,"[0.0, 2.84]",2.84,55.96,
0,1384,5,12,"[32.04, 52.69]",52.69,55.96,
0,1384,6,14,"[57.68, 53.52]",57.68,57.68,
0,1384,7,16,"[50.75, 69.2]",69.2,69.2,
0,1384,8,18,"[58.95, 76.85]",76.85,76.85,
0,1384,9,20,"[90.39, 0.0]",90.39,90.39,
0,1385,0,2,"[82.28, 2.06]",82.28,82.28,
0,1385,1,4,"[13.99, 0.0]",13.99,82.28,
0,1385,2,6,"[87.0, 0.0]",87.0,87.0,
0,1385,3,8,"[5.49, 36.66]",36.66,87.0,
0,1385,4,10,"[90.39, 31.32]",90.39,90.39,
0,1385,5,12,"[18.42, 100.0]",100.0,100.0,
0,1385,6,14,"[98.49, 91.06]",98.49,100.0,
0,1385,7,16,"[12.78, 22.88]",22.88,100.0,
0,1385,8,18,"[91.39, 30.21]",91.39,100.0,
0,1385,9,20,"[89.76, 100.0]",100.0,100.0,
0,1386,0,2,"[57.68, 24.06]",57.68,57.68,
0,1386,1,4,"[32.74, 0.0]",32.74,57.68,
0,1386,2,6,"[46.33, 0.0]",46.33,57.68,
0,1386,3,8,"[8.17, 15.44]",15.44,57.68,
0,1386,4,10,"[11.68, 1.3]",11.68,57.68,
0,1386,5,12,"[32.04, 53.52]",53.52,57.68,
0,1386,6,14,"[100.0, 56.5]",100.0,100.0,
0,1386,7,16,"[6.54, 91.06]",91.06,100.0,
0,1386,8,18,"[98.49, 91.39]",98.49,100.0,
0,1386,9,20,"[90.39, 100.0]",100.0,100.0,
1,1337,0,2,"[7.12, 6.96]",7.12,7.12,0.0
1,1337,1,4,"[17.0, 29.56]",29.56,29.56,0.0
1,1337,2,6,"[47.33, 19.28]",47.33,47.33,0.0
1,1337,3,8,"[0.0, 0.0]",0.0,47.33,0.0
1,1337,4,10,"[2.41, 34.45]",34.45,47.33,0.0
1,1337,5,12,"[42.43, 40.76]",42.43,47.33,0.0
1,1337,6,14,"[24.8, 20.31]",24.8,47.33,0.0
1,1337,7,16,"[7.61, 73.93]",73.93,73.93,0.0
1,1337,8,18,"[5.47, 5.49]",5.49,73.93,0.0
1,1337,9,20,"[0.12, 0.0]",0.12,73.93,0.0
1,1337,0,2,"[100.0, 41.64]",100.0,100.0,1.0
1,1337,1,4,"[9.07, 55.96]",55.96,100.0,1.0
1,1337,2,6,"[2.84, 22.88]",22.88,100.0,1.0
1,1337,3,8,"[52.69, 15.44]",52.69,100.0,1.0
1,1337,4,10,"[5.6, 53.52]",53.52,100.0,1.0
1,1337,5,12,"[2.41, 5.47]",5.47,100.0,1.0
1,1337,6,14,"[5.49, 0.12]",5.49,100.0,1.0
1,1337,7,16,"[0.0, 0.0]",0.0,100.0,1.0
1,1337,8,18,"[98.49, 91.11]",98.49,100.0,1.0
1,1337,9,20,"[8.17, 11.61]",11.61,100.0,1.0
1,1337,0,2,"[6.18, 0.0]",6.18,6.18,2.0
1,1337,1,4,"[48.86, 87.0]",87.0,87.0,2.0
1,1337,2,6,"[32.04, 67.21]",67.21,87.0,2.0
1,1337,3,8,"[100.0, 41.64]",100.0,100.0,2.0
1,1337,4,10,"[91.39, 100.0]",100.0,100.0,2.0
1,1337,5,12,"[9.52, 91.11]",91.11,100.0,2.0
1,1337,6,14,"[98.49, 83.25]",98.49,100.0,2.0
1,1337,7,16,"[0.0, 53.52]",53.52,100.0,2.0
1,1337,8,18,"[20.73, 73.93]",73.93,100.0,2.0
1,1337,9,20,"[89.76, 11.91]",89.76,100.0,2.0
1,1337,0,2,"[2.41, 10.98]",10.98,10.98,3.0
1,1337,1,4,"[2.84, 10.68]",10.68,10.98,3.0
1,1337,2,6,"[39.39, 8.17]",39.39,39.39,3.0
1,1337,3,8,"[87.0, 35.64]",87.0,87.0,3.0
1,1337,4,10,"[100.0, 41.64]",100.0,100.0,3.0
1,1337,5,12,"[91.39, 100.0]",100.0,100.0,3.0
1,1337,6,14,"[98.49, 91.11]",98.49,100.0,3.0
1,1337,7,16,"[0.0, 53.52]",53.52,100.0,3.0
1,1337,8,18,"[89.76, 55.96]",89.76,100.0,3.0
1,1337,9,20,"[83.25, 5.6]",83.25,100.0,3.0
1,1337,0,2,"[0.0, 1.95]",1.95,1.95,4.0
1,1337,1,4,"[6.0, 44.16]",44.16,44.16,4.0
1,1337,2,6,"[76.63, 19.28]",76.63,76.63,4.0
1,1337,3,8,"[84.48, 5.53]",84.48,84.48,4.0
1,1337,4,10,"[0.0, 89.17]",89.17,89.17,4.0
1,1337,5,12,"[87.83, 54.41]",87.83,89.17,4.0
1,1337,6,14,"[65.37, 42.43]",65.37,89.17,4.0
1,1337,7,16,"[30.21, 84.62]",84.62,89.17,4.0
1,1337,8,18,"[32.74, 10.93]",32.74,89.17,4.0
1,1337,9,20,"[15.26, 83.83]",83.83,89.17,4.0
1,1337,0,2,"[0.0, 12.77]",12.77,12.77,5.0
1,1337,1,4,"[87.0, 69.2]",87.0,87.0,5.0
1,1337,2,6,"[32.04, 98.49]",98.49,98.49,5.0
1,1337,3,8,"[0.0, 24.8]",24.8,98.49,5.0
1,1337,4,10,"[100.0, 38.53]",100.0,100.0,5.0
1,1337,5,12,"[100.0, 96.38]",100.0,100.0,5.0
1,1337,6,14,"[83.25, 53.52]",83.25,100.0,5.0
1,1337,7,16,"[10.25, 50.75]",50.75,100.0,5.0
1,1337,8,18,"[91.11, 19.28]",91.11,100.0,5.0
1,1337,9,20,"[22.3, 91.39]",91.39,100.0,5.0
1,1337,0,2,"[1.37, 73.33]",73.33,73.33,6.0
1,1337,1,4,"[12.54, 75.39]",75.39,75.39,6.0
1,1337,2,6,"[5.53, 34.45]",34.45,75.39,6.0
1,1337,3,8,"[22.3, 6.88]",22.3,75.39,6.0
1,1337,4,10,"[48.86, 79.76]",79.76,79.76,6.0
1,1337,5,12,"[84.62, 13.99]",84.62,84.62,6.0
1,1337,6,14,"[4.1, 36.65]",36.65,84.62,6.0
1,1337,7,16,"[96.38, 76.63]",96.38,96.38,6.0
1,1337,8,18,"[53.52, 80.69]",80.69,96.38,6.0
1,1337,9,20,"[100.0, 41.64]",100.0,100.0,6.0
1,1337,0,2,"[81.66, 0.28]",81.66,81.66,7.0
1,1337,1,4,"[20.35, 3.13]",20.35,81.66,7.0
1,1337,2,6,"[40.06, 75.39]",75.39,81.66,7.0
1,1337,3,8,"[84.62, 39.32]",84.62,84.62,7.0
1,1337,4,10,"[72.89, 79.76]",79.76,84.62,7.0
1,1337,5,12,"[96.38, 36.65]",96.38,96.38,7.0
1,1337,6,14,"[50.75, 53.52]",53.52,96.38,7.0
1,1337,7,16,"[0.0, 0.0]",0.0,96.38,7.0
1,1337,8,18,"[67.85, 50.69]",67.85,96.38,7.0
1,1337,9,20,"[73.08, 2.15]",73.08,96.38,7.0
1,1337,0,2,"[55.4, 5.4]",55.4,55.4,8.0
1,1337,1,4,"[5.25, 39.32]",39.32,55.4,8.0
1,1337,2,6,"[2.41, 87.62]",87.62,87.62,8.0
1,1337,3,8,"[11.68, 5.45]",11.68,87.62,8.0
1,1337,4,10,"[0.0, 0.0]",0.0,87.62,8.0
1,1337,5,12,"[5.47, 91.39]",91.39,91.39,8.0
1,1337,6,14,"[100.0, 38.53]",100.0,100.0,8.0
1,1337,7,16,"[87.0, 100.0]",100.0,100.0,8.0
1,1337,8,18,"[91.11, 19.28]",91.11,100.0,8.0
1,1337,9,20,"[71.97, 83.25]",83.25,100.0,8.0
1,1337,0,2,"[46.33, 8.43]",46.33,46.33,9.0
1,1337,1,4,"[71.97, 22.3]",71.97,71.97,9.0
1,1337,2,6,"[91.39, 59.68]",91.39,91.39,9.0
1,1337,3,8,"[67.21, 91.06]",91.06,91.39,9.0
1,1337,4,10,"[7.33, 11.18]",11.18,91.39,9.0
1,1337,5,12,"[100.0, 100.0]",100.0,100.0,9.0
1,1337,6,14,"[98.49, 83.25]",98.49,100.0,9.0
1,1337,7,16,"[87.0, 91.11]",91.11,100.0,9.0
1,1337,8,18,"[22.88, 19.28]",22.88,100.0,9.0
1,1337,9,20,"[30.44, 52.56]",52.56,100.0,9.0
1,1337,0,2,"[71.11, 100.0]",100.0,100.0,10.0
1,1337,1,4,"[87.0, 80.69]",87.0,100.0,10.0
1,1337,2,6,"[57.33, 100.0]",100.0,100.0,10.0
1,1337,3,8,"[55.96, 22.88]",55.96,100.0,10.0
1,1337,4,10,"[98.49, 0.0]",98.49,100.0,10.0
1,1337,5,12,"[0.0, 2.11]",2.11,100.0,10.0
1,1337,6,14,"[83.25, 0.0]",83.25,100.0,10.0
1,1337,7,16,"[27.82, 32.04]",32.04,100.0,10.0
1,1337,8,18,"[96.38, 31.32]",96.38,100.0,10.0
1,1337,9,20,"[50.75, 67.85]",67.85,100.0,10.0
1,1337,0,2,"[9.52, 13.99]",13.99,13.99,11.0
1,1337,1,4,"[87.0, 11.18]",87.0,87.0,11.0
1,1337,2,6,"[5.49, 100.0]",100.0,100.0,11.0
1,1337,3,8,"[100.0, 50.69]",100.0,100.0,11.0
1,1337,4,10,"[98.49, 6.54]",98.49,100.0,11.0
1,1337,5,12,"[0.0, 31.32]",31.32,100.0,11.0
1,1337,6,14,"[52.56, 83.25]",83.25,100.0,11.0
1,1337,7,16,"[11.61, 6.18]",11.61,100.0,11.0
1,1337,8,18,"[67.21, 89.76]",89.76,100.0,11.0
1,1337,9,20,"[64.12, 27.05]",64.12,100.0,11.0
1,1337,0,2,"[21.86, 5.45]",21.86,21.86,12.0
1,1337,1,4,"[52.69, 32.43]",52.69,52.69,12.0
1,1337,2,6,"[0.0, 8.17]",8.17,52.69,12.0
1,1337,3,8,"[53.52, 3.13]",53.52,53.52,12.0
1,1337,4,10,"[67.21, 11.91]",67.21,67.21,12.0
1,1337,5,12,"[87.0, 50.75]",87.0,87.0,12.0
1,1337,6,14,"[57.33, 32.04]",57.33,87.0,12.0
1,1337,7,16,"[98.49, 100.0]",100.0,100.0,12.0
1,1337,8,18,"[83.25, 100.0]",100.0,100.0,12.0
1,1337,9,20,"[89.76, 91.11]",91.11,100.0,12.0
1,1337,0,2,"[32.04, 6.7]",32.04,32.04,13.0
1,1337,1,4,"[8.17, 15.44]",15.44,32.04,13.0
1,1337,2,6,"[0.0, 17.26]",17.26,32.04,13.0
1,1337,3,8,"[14.19, 11.69]",14.19,32.04,13.0
1,1337,4,10,"[67.21, 5.45]",67.21,67.21,13.0
1,1337,5,12,"[87.0, 90.39]",90.39,90.39,13.0
1,1337,6,14,"[98.49, 53.52]",98.49,98.49,13.0
1,1337,7,16,"[100.0, 32.43]",100.0,100.0,13.0
1,1337,8,18,"[100.0, 91.06]",100.0,100.0,13.0
1,1337,9,20,"[91.11, 11.91]",91.11,100.0,13.0
1,1337,0,2,"[0.0, 38.53]",38.53,38.53,14.0
1,1337,1,4,"[32.04, 0.0]",32.04,38.53,14.0
1,1337,2,6,"[67.21, 2.84]",67.21,67.21,14.0
1,1337,3,8,"[36.66, 11.91]",36.66,67.21,14.0
1,1337,4,10,"[57.33, 2.85]",57.33,67.21,14.0
1,1337,5,12,"[87.0, 98.49]",98.49,98.49,14.0
1,1337,6,14,"[100.0, 69.2]",100.0,100.0,14.0
1,1337,7,16,"[48.86, 100.0]",100.0,100.0,14.0
1,1337,8,18,"[89.76, 53.52]",89.76,100.0,14.0
1,1337,9,20,"[90.39, 73.33]",90.39,100.0,14.0
1,1337,0,2,"[6.0, 5.59]",6.0,6.0,15.0
1,1337,1,4,"[3.57, 34.45]",34.45,34.45,15.0
1,1337,2,6,"[40.06, 24.76]",40.06,40.06,15.0
1,1337,3,8,"[82.28, 30.21]",82.28,82.28,15.0
1,1337,4,10,"[11.68, 49.4]",49.4,82.28,15.0
1,1337,5,12,"[2.41, 90.39]",90.39,90.39,15.0
1,1337,6,14,"[98.49, 91.06]",98.49,98.49,15.0
1,1337,7,16,"[89.76, 100.0]",100.0,100.0,15.0
1,1337,8,18,"[91.11, 53.52]",91.11,100.0,15.0
1,1337,9,20,"[100.0, 17.0]",100.0,100.0,15.0
1,1337,0,2,"[5.25, 48.86]",48.86,48.86,16.0
1,1337,1,4,"[98.49, 44.48]",98.49,98.49,16.0
1,1337,2,6,"[87.0, 32.43]",87.0,98.49,16.0
1,1337,3,8,"[0.0, 24.8]",24.8,98.49,16.0
1,1337,4,10,"[100.0, 50.75]",100.0,100.0,16.0
1,1337,5,12,"[67.21, 100.0]",100.0,100.0,16.0
1,1337,6,14,"[91.11, 80.69]",91.11,100.0,16.0
1,1337,7,16,"[34.45, 19.28]",34.45,100.0,16.0
1,1337,8,18,"[83.25, 50.69]",83.25,100.0,16.0
1,1337,9,20,"[89.76, 22.3]",89.76,100.0,16.0
1,1337,0,2,"[0.0, 79.76]",79.76,79.76,17.0
1,1337,1,4,"[56.5, 73.93]",73.93,79.76,17.0
1,1337,2,6,"[40.06, 5.53]",40.06,79.76,17.0
1,1337,3,8,"[13.99, 76.63]",76.63,79.76,17.0
1,1337,4,10,"[39.32, 26.12]",39.32,79.76,17.0
1,1337,5,12,"[44.16, 0.0]",44.16,79.76,17.0
1,1337,6,14,"[5.55, 84.62]",84.62,84.62,17.0
1,1337,7,16,"[73.33, 83.83]",83.83,84.62,17.0
1,1337,8,18,"[72.89, 68.53]",72.89,84.62,17.0
1,1337,9,20,"[53.52, 0.0]",53.52,84.62,17.0
1,1337,0,2,"[5.25, 87.0]",87.0,87.0,18.0
1,1337,1,4,"[67.21, 25.69]",67.21,87.0,18.0
1,1337,2,6,"[100.0, 53.52]",100.0,100.0,18.0
1,1337,3,8,"[20.73, 84.48]",84.48,100.0,18.0
1,1337,4,10,"[82.28, 75.39]",82.28,100.0,18.0
1,1337,5,12,"[98.49, 53.49]",98.49,100.0,18.0
1,1337,6,14,"[5.49, 100.0]",100.0,100.0,18.0
1,1337,7,16,"[72.89, 79.76]",79.76,100.0,18.0
1,1337,8,18,"[0.0, 0.0]",0.0,100.0,18.0
1,1337,9,20,"[31.13, 22.88]",31.13,100.0,18.0
1,1337,0,2,"[64.12, 6.54]",64.12,64.12,19.0
1,1337,1,4,"[39.39, 54.07]",54.07,64.12,19.0
1,1337,2,6,"[64.46, 16.31]",64.46,64.46,19.0
1,1337,3,8,"[11.68, 46.33]",46.33,64.46,19.0
1,1337,4,10,"[63.61, 90.39]",90.39,90.39,19.0
1,1337,5,12,"[67.21, 89.76]",89.76,90.39,19.0
1,1337,6,14,"[91.06, 76.85]",91.06,91.06,19.0
1,1337,7,16,"[98.49, 17.0]",98.49,98.49,19.0
1,1337,8,18,"[100.0, 69.2]",100.0,100.0,19.0
1,1337,9,20,"[91.11, 22.88]",91.11,100.0,19.0
1,1337,0,2,"[21.86, 80.69]",80.69,80.69,20.0
1,1337,1,4,"[53.52, 41.1]",53.52,80.69,20.0
1,1337,2,6,"[41.64, 0.28]",41.64,80.69,20.0
1,1337,3,8,"[100.0, 67.85]",100.0,100.0,20.0
1,1337,4,10,"[67.21, 100.0]",100.0,100.0,20.0
1,1337,5,12,"[91.11, 22.88]",91.11,100.0,20.0
1,1337,6,14,"[87.0, 83.25]",87.0,100.0,20.0
1,1337,7,16,"[98.49, 44.25]",98.49,100.0,20.0
1,1337,8,18,"[9.52, 91.06]",91.06,100.0,20.0
1,1337,9,20,"[89.76, 29.56]",89.76,100.0,20.0
1,1337,0,2,"[45.11, 1.13]",45.11,45.11,21.0
1,1337,1,4,"[0.0, 6.57]",6.57,45.11,21.0
1,1337,2,6,"[89.17, 79.76]",89.17,89.17,21.0
1,1337,3,8,"[84.48, 40.06]",84.48,89.17,21.0
1,1337,4,10,"[7.34, 100.0]",100.0,100.0,21.0
1,1337,5,12,"[87.0, 91.06]",91.06,100.0,21.0
1,1337,6,14,"[91.39, 100.0]",100.0,100.0,21.0
1,1337,7,16,"[98.49, 22.88]",98.49,100.0,21.0
1,1337,8,18,"[90.39, 83.25]",90.39,100.0,21.0
1,1337,9,20,"[91.11, 53.52]",91.11,100.0,21.0
1,1337,0,2,"[6.7, 5.53]",6.7,6.7,22.0
1,1337,1,4,"[30.75, 76.63]",76.63,76.63,22.0
1,1337,2,6,"[41.64, 19.28]",41.64,76.63,22.0
1,1337,3,8,"[0.0, 11.69]",11.69,76.63,22.0
1,1337,4,10,"[2.41, 6.15]",6.15,76.63,22.0
1,1337,5,12,"[5.47, 5.49]",5.49,76.63,22.0
1,1337,6,14,"[0.12, 0.0]",0.12,76.63,22.0
1,1337,7,16,"[0.0, 68.71]",68.71,76.63,22.0
1,1337,8,18,"[78.95, 57.33]",78.95,78.95,22.0
1,1337,9,20,"[39.32, 67.17]",67.17,78.95,22.0
1,1337,0,2,"[44.25, 91.39]",91.39,91.39,23.0
1,1337,1,4,"[67.21, 15.26]",67.21,91.39,23.0
1,1337,2,6,"[1.85, 100.0]",100.0,100.0,23.0
1,1337,3,8,"[87.0, 50.69]",87.0,100.0,23.0
1,1337,4,10,"[2.84, 100.0]",100.0,100.0,23.0
1,1337,5,12,"[98.49, 96.38]",98.49,100.0,23.0
1,1337,6,14,"[50.75, 67.85]",67.85,100.0,23.0
1,1337,7,16,"[83.25, 91.06]",91.06,100.0,23.0
1,1337,8,18,"[89.76, 31.29]",89.76,100.0,23.0
1,1337,9,20,"[91.11, 53.52]",91.11,100.0,23.0
1,1337,0,2,"[8.17, 57.68]",57.68,57.68,24.0
1,1337,1,4,"[52.69, 53.52]",53.52,57.68,24.0
1,1337,2,6,"[8.84, 0.0]",8.84,57.68,24.0
1,1337,3,8,"[69.2, 27.05]",69.2,69.2,24.0
1,1337,4,10,"[76.85, 31.32]",76.85,76.85,24.0
1,1337,5,12,"[36.66, 76.68]",76.68,76.85,24.0
1,1337,6,14,"[1.37, 30.75]",30.75,76.85,24.0
1,1337,7,16,"[0.0, 11.18]",11.18,76.85,24.0
1,1337,8,18,"[87.0, 50.75]",87.0,87.0,24.0
1,1337,9,20,"[98.49, 100.0]",100.0,100.0,24.0
1,1337,0,2,"[39.39, 90.39]",90.39,90.39,25.0
1,1337,1,4,"[98.49, 91.06]",98.49,98.49,25.0
1,1337,2,6,"[100.0, 100.0]",100.0,100.0,25.0
1,1337,3,8,"[87.0, 53.52]",87.0,100.0,25.0
1,1337,4,10,"[2.84, 91.11]",91.11,100.0,25.0
1,1337,5,12,"[83.25, 11.52]",83.25,100.0,25.0
1,1337,6,14,"[89.76, 32.43]",89.76,100.0,25.0
1,1337,7,16,"[5.49, 15.44]",15.44,100.0,25.0
1,1337,8,18,"[6.54, 19.28]",19.28,100.0,25.0
1,1337,9,20,"[43.79, 34.47]",43.79,100.0,25.0
1,1337,0,2,"[48.86, 84.62]",84.62,84.62,26.0
1,1337,1,4,"[73.08, 6.4]",73.08,84.62,26.0
1,1337,2,6,"[0.0, 81.66]",81.66,84.62,26.0
1,1337,3,8,"[72.89, 5.53]",72.89,84.62,26.0
1,1337,4,10,"[7.34, 89.17]",89.17,89.17,26.0
1,1337,5,12,"[12.54, 54.41]",54.41,89.17,26.0
1,1337,6,14,"[2.72, 80.77]",80.77,89.17,26.0
1,1337,7,16,"[30.21, 0.0]",30.21,89.17,26.0
1,1337,8,18,"[53.49, 76.63]",76.63,89.17,26.0
1,1337,9,20,"[36.14, 67.17]",67.17,89.17,26.0
1,1337,0,2,"[11.52, 19.84]",19.84,19.84,27.0
1,1337,1,4,"[15.64, 39.86]",39.86,39.86,27.0
1,1337,2,6,"[67.21, 0.0]",67.21,67.21,27.0
1,1337,3,8,"[31.32, 41.1]",41.1,67.21,27.0
1,1337,4,10,"[90.39, 67.85]",90.39,90.39,27.0
1,1337,5,12,"[0.0, 76.85]",76.85,90.39,27.0
1,1337,6,14,"[53.52, 35.64]",53.52,90.39,27.0
1,1337,7,16,"[98.49, 91.06]",98.49,98.49,27.0
1,1337,8,18,"[89.76, 100.0]",100.0,100.0,27.0
1,1337,9,20,"[100.0, 91.11]",100.0,100.0,27.0
1,1337,0,2,"[26.12, 6.96]",26.12,26.12,28.0
1,1337,1,4,"[36.65, 73.93]",73.93,73.93,28.0
1,1337,2,6,"[76.63, 24.76]",76.63,76.63,28.0
1,1337,3,8,"[84.62, 39.32]",84.62,84.62,28.0
1,1337,4,10,"[5.55, 32.74]",32.74,84.62,28.0
1,1337,5,12,"[84.48, 75.39]",84.48,84.62,28.0
1,1337,6,14,"[40.06, 81.66]",81.66,84.62,28.0
1,1337,7,16,"[83.83, 53.49]",83.83,84.62,28.0
1,1337,8,18,"[73.08, 96.38]",96.38,96.38,28.0
1,1337,9,20,"[50.75, 80.69]",80.69,96.38,28.0
1,1337,0,2,"[25.69, 19.28]",25.69,25.69,29.0
1,1337,1,4,"[50.75, 0.0]",50.75,50.75,29.0
1,1337,2,6,"[36.66, 96.38]",96.38,96.38,29.0
1,1337,3,8,"[11.61, 50.69]",50.69,96.38,29.0
1,1337,4,10,"[2.41, 5.47]",5.47,96.38,29.0
1,1337,5,12,"[5.49, 0.12]",5.49,96.38,29.0
1,1337,6,14,"[0.0, 0.0]",0.0,96.38,29.0
1,1337,7,16,"[68.71, 78.95]",78.95,96.38,29.0
1,1337,8,18,"[100.0, 6.4]",100.0,100.0,29.0
1,1337,9,20,"[87.0, 83.25]",87.0,100.0,29.0
1,1337,0,2,"[52.69, 37.71]",52.69,52.69,30.0
1,1337,1,4,"[1.37, 23.1]",23.1,52.69,30.0
1,1337,2,6,"[32.04, 46.33]",46.33,52.69,30.0
1,1337,3,8,"[8.84, 11.18]",11.18,52.69,30.0
1,1337,4,10,"[20.05, 16.87]",20.05,52.69,30.0
1,1337,5,12,"[55.96, 27.05]",55.96,55.96,30.0
1,1337,6,14,"[22.3, 12.54]",22.3,55.96,30.0
1,1337,7,16,"[2.84, 6.96]",6.96,55.96,30.0
1,1337,8,18,"[2.41, 15.44]",15.44,55.96,30.0
1,1337,9,20,"[5.47, 5.49]",5.49,55.96,30.0
1,1337,0,2,"[87.0, 90.39]",90.39,90.39,31.0
1,1337,1,4,"[67.21, 100.0]",100.0,100.0,31.0
1,1337,2,6,"[9.07, 2.84]",9.07,100.0,31.0
1,1337,3,8,"[98.49, 91.06]",98.49,100.0,31.0
1,1337,4,10,"[53.52, 31.32]",53.52,100.0,31.0
1,1337,5,12,"[0.74, 89.76]",89.76,100.0,31.0
1,1337,6,14,"[0.0, 30.75]",30.75,100.0,31.0
1,1337,7,16,"[100.0, 91.11]",100.0,100.0,31.0
1,1337,8,18,"[59.68, 30.21]",59.68,100.0,31.0
1,1337,9,20,"[20.73, 52.56]",52.56,100.0,31.0
1,1337,0,2,"[76.63, 6.15]",76.63,76.63,32.0
1,1337,1,4,"[81.66, 73.93]",81.66,81.66,32.0
1,1337,2,6,"[84.48, 5.53]",84.48,84.48,32.0
1,1337,3,8,"[7.34, 39.32]",39.32,84.48,32.0
1,1337,4,10,"[13.71, 54.41]",54.41,84.48,32.0
1,1337,5,12,"[84.62, 80.69]",84.62,84.62,32.0
1,1337,6,14,"[96.38, 19.28]",96.38,96.38,32.0
1,1337,7,16,"[0.0, 50.69]",50.69,96.38,32.0
1,1337,8,18,"[100.0, 67.85]",100.0,100.0,32.0
1,1337,9,20,"[87.0, 91.39]",91.39,100.0,32.0
1,1337,0,2,"[10.25, 22.3]",22.3,22.3,33.0
1,1337,1,4,"[30.21, 40.06]",40.06,40.06,33.0
1,1337,2,6,"[39.32, 76.63]",76.63,76.63,33.0
1,1337,3,8,"[44.16, 80.69]",80.69,80.69,33.0
1,1337,4,10,"[100.0, 19.28]",100.0,100.0,33.0
1,1337,5,12,"[87.0, 91.39]",91.39,100.0,33.0
1,1337,6,14,"[0.0, 83.25]",83.25,100.0,33.0
1,1337,7,16,"[67.21, 50.69]",67.21,100.0,33.0
1,1337,8,18,"[52.56, 96.38]",96.38,100.0,33.0
1,1337,9,20,"[50.75, 67.85]",67.85,100.0,33.0
1,1337,0,2,"[10.25, 52.56]",52.56,52.56,34.0
1,1337,1,4,"[0.0, 24.56]",24.56,52.56,34.0
1,1337,2,6,"[4.2, 14.5]",14.5,52.56,34.0
1,1337,3,8,"[91.39, 15.44]",91.39,91.39,34.0
1,1337,4,10,"[100.0, 91.06]",100.0,100.0,34.0
1,1337,5,12,"[67.21, 96.38]",96.38,100.0,34.0
1,1337,6,14,"[53.52, 80.69]",80.69,100.0,34.0
1,1337,7,16,"[83.25, 67.85]",83.25,100.0,34.0
1,1337,8,18,"[87.0, 41.1]",87.0,100.0,34.0
1,1337,9,20,"[100.0, 50.69]",100.0,100.0,34.0
1,1337,0,2,"[41.1, 19.28]",41.1,41.1,35.0
1,1337,1,4,"[36.66, 6.18]",36.66,41.1,35.0
1,1337,2,6,"[10.68, 6.96]",10.68,41.1,35.0
1,1337,3,8,"[16.44, 16.87]",16.87,41.1,35.0
1,1337,4,10,"[2.41, 50.69]",50.69,50.69,35.0
1,1337,5,12,"[5.47, 5.49]",5.49,50.69,35.0
1,1337,6,14,"[96.38, 53.52]",96.38,96.38,35.0
1,1337,7,16,"[6.4, 28.37]",28.37,96.38,35.0
1,1337,8,18,"[100.0, 50.75]",100.0,100.0,35.0
1,1337,9,20,"[83.25, 100.0]",100.0,100.0,35.0
1,1337,0,2,"[98.49, 7.33]",98.49,98.49,36.0
1,1337,1,4,"[38.53, 31.32]",38.53,98.49,36.0
1,1337,2,6,"[12.78, 2.84]",12.78,98.49,36.0
1,1337,3,8,"[67.21, 19.84]",67.21,98.49,36.0
1,1337,4,10,"[0.0, 50.75]",50.75,98.49,36.0
1,1337,5,12,"[10.05, 57.68]",57.68,98.49,36.0
1,1337,6,14,"[39.39, 32.04]",39.39,98.49,36.0
1,1337,7,16,"[0.0, 6.18]",6.18,98.49,36.0
1,1337,8,18,"[91.06, 43.76]",91.06,98.49,36.0
1,1337,9,20,"[90.39, 100.0]",100.0,100.0,36.0
1,1337,0,2,"[100.0, 22.88]",100.0,100.0,37.0
1,1337,1,4,"[91.39, 55.96]",91.39,100.0,37.0
1,1337,2,6,"[100.0, 91.06]",100.0,100.0,37.0
1,1337,3,8,"[98.49, 22.3]",98.49,100.0,37.0
1,1337,4,10,"[87.0, 89.76]",89.76,100.0,37.0
1,1337,5,12,"[91.11, 53.52]",91.11,100.0,37.0
1,1337,6,14,"[39.39, 6.54]",39.39,100.0,37.0
1,1337,7,16,"[83.25, 31.29]",83.25,100.0,37.0
1,1337,8,18,"[90.39, 37.71]",90.39,100.0,37.0
1,1337,9,20,"[67.21, 10.68]",67.21,100.0,37.0
1,1337,0,2,"[36.66, 23.83]",36.66,36.66,38.0
1,1337,1,4,"[38.53, 16.85]",38.53,38.53,38.0
1,1337,2,6,"[5.6, 11.18]",11.18,38.53,38.0
