Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
OneHot,1355,0,1,[18.16],18.16,18.16
OneHot,1355,1,2,[12.07],12.07,18.16
OneHot,1355,2,3,[0.0],0.0,18.16
OneHot,1355,3,4,[3.55],3.55,18.16
OneHot,1355,4,5,[0.0],0.0,18.16
OneHot,1355,5,6,[11.91],11.91,18.16
OneHot,1355,6,7,[7.43],7.43,18.16
OneHot,1355,7,8,[0.0],0.0,18.16
OneHot,1355,8,9,[19.55],19.55,19.55
OneHot,1355,9,10,[43.2],43.2,43.2
OneHot,1355,10,11,[52.77],52.77,52.77
OneHot,1355,11,12,[60.68],60.68,60.68
OneHot,1355,12,13,[33.95],33.95,60.68
OneHot,1355,13,14,[37.37],37.37,60.68
OneHot,1355,14,15,[30.03],30.03,60.68
OneHot,1355,15,16,[80.39],80.39,80.39
OneHot,1355,16,17,[62.15],62.15,80.39
OneHot,1355,17,18,[62.07],62.07,80.39
OneHot,1355,18,19,[43.12],43.12,80.39
OneHot,1355,19,20,[48.34],48.34,80.39
OneHot,1355,20,21,[99.81],99.81,99.81
OneHot,1355,21,22,[44.47],44.47,99.81
OneHot,1355,22,23,[89.95],89.95,99.81
OneHot,1355,23,24,[0.0],0.0,99.81
OneHot,1355,24,25,[61.09],61.09,99.81
OneHot,1355,25,26,[92.03],92.03,99.81
OneHot,1355,26,27,[96.64],96.64,99.81
OneHot,1355,27,28,[98.38],98.38,99.81
OneHot,1355,28,29,[83.22],83.22,99.81
OneHot,1355,29,30,[95.48],95.48,99.81
OneHot,1355,30,31,[99.22],99.22,99.81
OneHot,1355,31,32,[62.33],62.33,99.81
OneHot,1355,32,33,[81.63],81.63,99.81
OneHot,1355,33,34,[92.19],92.19,99.81
OneHot,1355,34,35,[50.74],50.74,99.81
OneHot,1355,35,36,[83.85],83.85,99.81
OneHot,1355,36,37,[87.59],87.59,99.81
OneHot,1355,37,38,[46.42],46.42,99.81
OneHot,1355,38,39,[87.0],87.0,99.81
OneHot,1355,39,40,[100.0],100.0,100.0
OneHot,1356,0,1,[0.0],0.0,0.0
OneHot,1356,1,2,[5.95],5.95,5.95
OneHot,1356,2,3,[0.0],0.0,5.95
OneHot,1356,3,4,[22.08],22.08,22.08
OneHot,1356,4,5,[0.0],0.0,22.08
OneHot,1356,5,6,[66.84],66.84,66.84
OneHot,1356,6,7,[89.71],89.71,89.71
OneHot,1356,7,8,[36.96],36.96,89.71
OneHot,1356,8,9,[88.41],88.41,89.71
OneHot,1356,9,10,[78.6],78.6,89.71
OneHot,1356,10,11,[18.16],18.16,89.71
OneHot,1356,11,12,[72.21],72.21,89.71
OneHot,1356,12,13,[38.48],38.48,89.71
OneHot,1356,13,14,[16.77],16.77,89.71
OneHot,1356,14,15,[11.19],11.19,89.71
OneHot,1356,15,16,[84.49],84.49,89.71
OneHot,1356,16,17,[7.02],7.02,89.71
OneHot,1356,17,18,[80.39],80.39,89.71
OneHot,1356,18,19,[78.93],78.93,89.71
OneHot,1356,19,20,[62.07],62.07,89.71
OneHot,1356,20,21,[74.3],74.3,89.71
OneHot,1356,21,22,[39.57],39.57,89.71
OneHot,1356,22,23,[99.81],99.81,99.81
OneHot,1356,23,24,[99.22],99.22,99.81
OneHot,1356,24,25,[95.48],95.48,99.81
OneHot,1356,25,26,[87.59],87.59,99.81
OneHot,1356,26,27,[81.63],81.63,99.81
OneHot,1356,27,28,[61.09],61.09,99.81
OneHot,1356,28,29,[0.0],0.0,99.81
OneHot,1356,29,30,[80.65],80.65,99.81
OneHot,1356,30,31,[92.19],92.19,99.81
OneHot,1356,31,32,[98.38],98.38,99.81
OneHot,1356,32,33,[96.64],96.64,99.81
OneHot,1356,33,34,[80.86],80.86,99.81
OneHot,1356,34,35,[83.22],83.22,99.81
OneHot,1356,35,36,[71.81],71.81,99.81
OneHot,1356,36,37,[60.29],60.29,99.81
OneHot,1356,37,38,[89.95],89.95,99.81
OneHot,1356,38,39,[0.51],0.51,99.81
OneHot,1356,39,40,[62.04],62.04,99.81
OneHot,1357,0,1,[83.83],83.83,83.83
OneHot,1357,1,2,[5.75],5.75,83.83
OneHot,1357,2,3,[0.0],0.0,83.83
OneHot,1357,3,4,[4.89],4.89,83.83
OneHot,1357,4,5,[70.8],70.8,83.83
OneHot,1357,5,6,[1.89],1.89,83.83
OneHot,1357,6,7,[53.43],53.43,83.83
OneHot,1357,7,8,[88.41],88.41,88.41
OneHot,1357,8,9,[86.14],86.14,88.41
OneHot,1357,9,10,[84.49],84.49,88.41
OneHot,1357,10,11,[6.23],6.23,88.41
OneHot,1357,11,12,[62.07],62.07,88.41
OneHot,1357,12,13,[79.33],79.33,88.41
OneHot,1357,13,14,[89.71],89.71,89.71
OneHot,1357,14,15,[78.6],78.6,89.71
OneHot,1357,15,16,[18.16],18.16,89.71
OneHot,1357,16,17,[31.85],31.85,89.71
OneHot,1357,17,18,[38.48],38.48,89.71
OneHot,1357,18,19,[16.77],16.77,89.71
OneHot,1357,19,20,[72.21],72.21,89.71
OneHot,1357,20,21,[84.81],84.81,89.71
OneHot,1357,21,22,[33.95],33.95,89.71
OneHot,1357,22,23,[81.48],81.48,89.71
OneHot,1357,23,24,[95.48],95.48,95.48
OneHot,1357,24,25,[5.9],5.9,95.48
OneHot,1357,25,26,[96.64],96.64,96.64
OneHot,1357,26,27,[31.14],31.14,96.64
OneHot,1357,27,28,[89.95],89.95,96.64
OneHot,1357,28,29,[45.85],45.85,96.64
OneHot,1357,29,30,[91.39],91.39,96.64
OneHot,1357,30,31,[99.22],99.22,99.22
OneHot,1357,31,32,[81.63],81.63,99.22
OneHot,1357,32,33,[99.81],99.81,99.81
OneHot,1357,33,34,[98.38],98.38,99.81
OneHot,1357,34,35,[98.49],98.49,99.81
OneHot,1357,35,36,[28.9],28.9,99.81
OneHot,1357,36,37,[87.59],87.59,99.81
OneHot,1357,37,38,[43.12],43.12,99.81
OneHot,1357,38,39,[92.19],92.19,99.81
OneHot,1357,39,40,[50.74],50.74,99.81
OneHot,1358,0,1,[53.46],53.46,53.46
OneHot,1358,1,2,[12.07],12.07,53.46
OneHot,1358,2,3,[12.23],12.23,53.46
OneHot,1358,3,4,[0.0],0.0,53.46
OneHot,1358,4,5,[14.26],14.26,53.46
OneHot,1358,5,6,[66.84],66.84,66.84
OneHot,1358,6,7,[7.42],7.42,66.84
OneHot,1358,7,8,[18.61],18.61,66.84
OneHot,1358,8,9,[88.89],88.89,88.89
OneHot,1358,9,10,[77.58],77.58,88.89
OneHot,1358,10,11,[62.04],62.04,88.89
OneHot,1358,11,12,[12.01],12.01,88.89
OneHot,1358,12,13,[57.27],57.27,88.89
OneHot,1358,13,14,[76.59],76.59,88.89
OneHot,1358,14,15,[14.24],14.24,88.89
OneHot,1358,15,16,[0.15],0.15,88.89
OneHot,1358,16,17,[98.38],98.38,98.38
OneHot,1358,17,18,[96.64],96.64,98.38
OneHot,1358,18,19,[83.22],83.22,98.38
OneHot,1358,19,20,[28.9],28.9,98.38
OneHot,1358,20,21,[13.87],13.87,98.38
OneHot,1358,21,22,[95.48],95.48,98.38
OneHot,1358,22,23,[89.95],89.95,98.38
OneHot,1358,23,24,[3.14],3.14,98.38
OneHot,1358,24,25,[99.81],99.81,99.81
OneHot,1358,25,26,[99.22],99.22,99.81
OneHot,1358,26,27,[80.65],80.65,99.81
OneHot,1358,27,28,[80.39],80.39,99.81
OneHot,1358,28,29,[81.63],81.63,99.81
OneHot,1358,29,30,[43.12],43.12,99.81
OneHot,1358,30,31,[87.59],87.59,99.81
OneHot,1358,31,32,[45.73],45.73,99.81
OneHot,1358,32,33,[80.86],80.86,99.81
OneHot,1358,33,34,[0.0],0.0,99.81
OneHot,1358,34,35,[84.49],84.49,99.81
OneHot,1358,35,36,[78.6],78.6,99.81
OneHot,1358,36,37,[84.67],84.67,99.81
OneHot,1358,37,38,[51.83],51.83,99.81
OneHot,1358,38,39,[88.41],88.41,99.81
OneHot,1358,39,40,[74.3],74.3,99.81
OneHot,1359,0,1,[0.0],0.0,0.0
OneHot,1359,1,2,[0.66],0.66,0.66
OneHot,1359,2,3,[8.82],8.82,8.82
OneHot,1359,3,4,[4.78],4.78,8.82
OneHot,1359,4,5,[15.98],15.98,15.98
OneHot,1359,5,6,[6.18],6.18,15.98
OneHot,1359,6,7,[25.31],25.31,25.31
OneHot,1359,7,8,[25.67],25.67,25.67
OneHot,1359,8,9,[29.96],29.96,29.96
OneHot,1359,9,10,[68.31],68.31,68.31
OneHot,1359,10,11,[62.15],62.15,68.31
OneHot,1359,11,12,[61.67],61.67,68.31
OneHot,1359,12,13,[44.28],44.28,68.31
OneHot,1359,13,14,[48.34],48.34,68.31
OneHot,1359,14,15,[39.32],39.32,68.31
OneHot,1359,15,16,[48.91],48.91,68.31
OneHot,1359,16,17,[23.8],23.8,68.31
OneHot,1359,17,18,[70.8],70.8,70.8
OneHot,1359,18,19,[76.63],76.63,76.63
OneHot,1359,19,20,[66.03],66.03,76.63
OneHot,1359,20,21,[6.23],6.23,76.63
OneHot,1359,21,22,[31.55],31.55,76.63
OneHot,1359,22,23,[0.0],0.0,76.63
OneHot,1359,23,24,[71.43],71.43,76.63
OneHot,1359,24,25,[78.6],78.6,78.6
OneHot,1359,25,26,[78.44],78.44,78.6
OneHot,1359,26,27,[32.5],32.5,78.6
OneHot,1359,27,28,[39.2],39.2,78.6
OneHot,1359,28,29,[43.22],43.22,78.6
OneHot,1359,29,30,[0.0],0.0,78.6
OneHot,1359,30,31,[77.01],77.01,78.6
OneHot,1359,31,32,[20.51],20.51,78.6
OneHot,1359,32,33,[80.39],80.39,80.39
OneHot,1359,33,34,[84.67],84.67,84.67
OneHot,1359,34,35,[84.49],84.49,84.67
OneHot,1359,35,36,[84.48],84.48,84.67
OneHot,1359,36,37,[84.81],84.81,84.81
OneHot,1359,37,38,[87.83],87.83,87.83
OneHot,1359,38,39,[79.33],79.33,87.83
OneHot,1359,39,40,[62.07],62.07,87.83
OneHot,1360,0,1,[0.0],0.0,0.0
OneHot,1360,1,2,[5.75],5.75,5.75
OneHot,1360,2,3,[0.0],0.0,5.75
OneHot,1360,3,4,[31.18],31.18,31.18
OneHot,1360,4,5,[0.0],0.0,31.18
OneHot,1360,5,6,[66.84],66.84,66.84
OneHot,1360,6,7,[89.71],89.71,89.71
OneHot,1360,7,8,[91.27],91.27,91.27
OneHot,1360,8,9,[84.64],84.64,91.27
OneHot,1360,9,10,[45.85],45.85,91.27
OneHot,1360,10,11,[62.07],62.07,91.27
OneHot,1360,11,12,[78.19],78.19,91.27
OneHot,1360,12,13,[78.6],78.6,91.27
OneHot,1360,13,14,[16.77],16.77,91.27
OneHot,1360,14,15,[83.62],83.62,91.27
OneHot,1360,15,16,[82.13],82.13,91.27
OneHot,1360,16,17,[89.95],89.95,91.27
OneHot,1360,17,18,[2.15],2.15,91.27
OneHot,1360,18,19,[92.03],92.03,92.03
OneHot,1360,19,20,[95.48],95.48,95.48
OneHot,1360,20,21,[92.19],92.19,95.48
OneHot,1360,21,22,[99.22],99.22,99.22
OneHot,1360,22,23,[62.33],62.33,99.22
OneHot,1360,23,24,[99.81],99.81,99.81
OneHot,1360,24,25,[44.47],44.47,99.81
OneHot,1360,25,26,[81.63],81.63,99.81
OneHot,1360,26,27,[5.65],5.65,99.81
OneHot,1360,27,28,[87.59],87.59,99.81
OneHot,1360,28,29,[0.0],0.0,99.81
OneHot,1360,29,30,[61.09],61.09,99.81
OneHot,1360,30,31,[50.74],50.74,99.81
OneHot,1360,31,32,[98.38],98.38,99.81
OneHot,1360,32,33,[96.64],96.64,99.81
OneHot,1360,33,34,[83.22],83.22,99.81
OneHot,1360,34,35,[19.71],19.71,99.81
OneHot,1360,35,36,[79.1],79.1,99.81
OneHot,1360,36,37,[18.16],18.16,99.81
OneHot,1360,37,38,[78.93],78.93,99.81
OneHot,1360,38,39,[6.18],6.18,99.81
OneHot,1360,39,40,[24.11],24.11,99.81
OneHot,1361,0,1,[8.14],8.14,8.14
OneHot,1361,1,2,[19.13],19.13,19.13
OneHot,1361,2,3,[5.95],5.95,19.13
OneHot,1361,3,4,[52.23],52.23,52.23
OneHot,1361,4,5,[0.0],0.0,52.23
OneHot,1361,5,6,[63.2],63.2,63.2
OneHot,1361,6,7,[0.0],0.0,63.2
OneHot,1361,7,8,[19.99],19.99,63.2
OneHot,1361,8,9,[43.84],43.84,63.2
OneHot,1361,9,10,[45.73],45.73,63.2
OneHot,1361,10,11,[99.98],99.98,99.98
OneHot,1361,11,12,[50.74],50.74,99.98
OneHot,1361,12,13,[1.89],1.89,99.98
OneHot,1361,13,14,[62.33],62.33,99.98
OneHot,1361,14,15,[91.19],91.19,99.98
OneHot,1361,15,16,[11.83],11.83,99.98
OneHot,1361,16,17,[59.82],59.82,99.98
OneHot,1361,17,18,[99.22],99.22,99.98
OneHot,1361,18,19,[99.81],99.81,99.98
OneHot,1361,19,20,[61.33],61.33,99.98
OneHot,1361,20,21,[89.95],89.95,99.98
OneHot,1361,21,22,[80.39],80.39,99.98
OneHot,1361,22,23,[78.93],78.93,99.98
OneHot,1361,23,24,[2.64],2.64,99.98
OneHot,1361,24,25,[43.12],43.12,99.98
OneHot,1361,25,26,[84.49],84.49,99.98
OneHot,1361,26,27,[74.3],74.3,99.98
OneHot,1361,27,28,[2.79],2.79,99.98
OneHot,1361,28,29,[80.65],80.65,99.98
OneHot,1361,29,30,[77.01],77.01,99.98
OneHot,1361,30,31,[44.47],44.47,99.98
OneHot,1361,31,32,[62.07],62.07,99.98
OneHot,1361,32,33,[87.59],87.59,99.98
OneHot,1361,33,34,[70.8],70.8,99.98
OneHot,1361,34,35,[30.17],30.17,99.98
OneHot,1361,35,36,[0.51],0.51,99.98
OneHot,1361,36,37,[81.63],81.63,99.98
OneHot,1361,37,38,[98.38],98.38,99.98
OneHot,1361,38,39,[84.67],84.67,99.98
OneHot,1361,39,40,[96.64],96.64,99.98
OneHot,1362,0,1,[38.53],38.53,38.53
OneHot,1362,1,2,[0.0],0.0,38.53
OneHot,1362,2,3,[0.89],0.89,38.53
OneHot,1362,3,4,[0.0],0.0,38.53
OneHot,1362,4,5,[38.65],38.65,38.65
OneHot,1362,5,6,[6.22],6.22,38.65
OneHot,1362,6,7,[31.58],31.58,38.65
OneHot,1362,7,8,[26.69],26.69,38.65
OneHot,1362,8,9,[91.19],91.19,91.19
OneHot,1362,9,10,[1.12],1.12,91.19
OneHot,1362,10,11,[26.39],26.39,91.19
OneHot,1362,11,12,[99.98],99.98,99.98
OneHot,1362,12,13,[99.22],99.22,99.98
OneHot,1362,13,14,[95.48],95.48,99.98
OneHot,1362,14,15,[98.38],98.38,99.98
OneHot,1362,15,16,[80.86],80.86,99.98
OneHot,1362,16,17,[96.64],96.64,99.98
OneHot,1362,17,18,[50.74],50.74,99.98
OneHot,1362,18,19,[100.0],100.0,100.0
OneHot,1362,19,20,[81.63],81.63,100.0
OneHot,1362,20,21,[87.0],87.0,100.0
OneHot,1362,21,22,[78.19],78.19,100.0
OneHot,1362,22,23,[84.49],84.49,100.0
OneHot,1362,23,24,[74.3],74.3,100.0
OneHot,1362,24,25,[2.33],2.33,100.0
OneHot,1362,25,26,[14.06],14.06,100.0
OneHot,1362,26,27,[39.57],39.57,100.0
OneHot,1362,27,28,[92.19],92.19,100.0
OneHot,1362,28,29,[83.22],83.22,100.0
OneHot,1362,29,30,[43.84],43.84,100.0
OneHot,1362,30,31,[60.29],60.29,100.0
OneHot,1362,31,32,[2.79],2.79,100.0
OneHot,1362,32,33,[38.48],38.48,100.0
OneHot,1362,33,34,[71.81],71.81,100.0
OneHot,1362,34,35,[51.83],51.83,100.0
OneHot,1362,35,36,[77.01],77.01,100.0
OneHot,1362,36,37,[30.17],30.17,100.0
OneHot,1362,37,38,[99.81],99.81,100.0
OneHot,1362,38,39,[80.65],80.65,100.0
OneHot,1362,39,40,[87.59],87.59,100.0
OneHot,1363,0,1,[7.61],7.61,7.61
OneHot,1363,1,2,[0.0],0.0,7.61
OneHot,1363,2,3,[0.0],0.0,7.61
OneHot,1363,3,4,[3.68],3.68,7.61
OneHot,1363,4,5,[7.03],7.03,7.61
OneHot,1363,5,6,[0.0],0.0,7.61
OneHot,1363,6,7,[9.32],9.32,9.32
OneHot,1363,7,8,[2.77],2.77,9.32
OneHot,1363,8,9,[25.67],25.67,25.67
OneHot,1363,9,10,[29.96],29.96,29.96
OneHot,1363,10,11,[29.39],29.39,29.96
OneHot,1363,11,12,[22.08],22.08,29.96
OneHot,1363,12,13,[9.96],9.96,29.96
OneHot,1363,13,14,[7.54],7.54,29.96
OneHot,1363,14,15,[24.02],24.02,29.96
OneHot,1363,15,16,[18.22],18.22,29.96
OneHot,1363,16,17,[26.29],26.29,29.96
OneHot,1363,17,18,[19.13],19.13,29.96
OneHot,1363,18,19,[0.0],0.0,29.96
OneHot,1363,19,20,[49.57],49.57,49.57
OneHot,1363,20,21,[58.48],58.48,58.48
OneHot,1363,21,22,[58.95],58.95,58.95
OneHot,1363,22,23,[13.31],13.31,58.95
OneHot,1363,23,24,[71.43],71.43,71.43
OneHot,1363,24,25,[48.91],48.91,71.43
OneHot,1363,25,26,[53.11],53.11,71.43
OneHot,1363,26,27,[0.0],0.0,71.43
OneHot,1363,27,28,[78.44],78.44,78.44
OneHot,1363,28,29,[78.6],78.6,78.6
OneHot,1363,29,30,[31.51],31.51,78.6
OneHot,1363,30,31,[77.01],77.01,78.6
OneHot,1363,31,32,[75.39],75.39,78.6
OneHot,1363,32,33,[84.62],84.62,84.62
OneHot,1363,33,34,[0.0],0.0,84.62
OneHot,1363,34,35,[84.67],84.67,84.67
OneHot,1363,35,36,[80.39],80.39,84.67
OneHot,1363,36,37,[61.67],61.67,84.67
OneHot,1363,37,38,[84.49],84.49,84.67
OneHot,1363,38,39,[48.34],48.34,84.67
OneHot,1363,39,40,[88.41],88.41,88.41
OneHot,1364,0,1,[0.0],0.0,0.0
OneHot,1364,1,2,[5.75],5.75,5.75
OneHot,1364,2,3,[0.0],0.0,5.75
OneHot,1364,3,4,[31.18],31.18,31.18
OneHot,1364,4,5,[0.0],0.0,31.18
OneHot,1364,5,6,[66.84],66.84,66.84
OneHot,1364,6,7,[89.71],89.71,89.71
OneHot,1364,7,8,[91.27],91.27,91.27
OneHot,1364,8,9,[84.64],84.64,91.27
OneHot,1364,9,10,[45.85],45.85,91.27
OneHot,1364,10,11,[62.07],62.07,91.27
OneHot,1364,11,12,[78.19],78.19,91.27
OneHot,1364,12,13,[78.6],78.6,91.27
OneHot,1364,13,14,[16.77],16.77,91.27
OneHot,1364,14,15,[83.62],83.62,91.27
OneHot,1364,15,16,[82.13],82.13,91.27
OneHot,1364,16,17,[89.95],89.95,91.27
OneHot,1364,17,18,[2.15],2.15,91.27
OneHot,1364,18,19,[92.03],92.03,92.03
OneHot,1364,19,20,[95.48],95.48,95.48
OneHot,1364,20,21,[92.19],92.19,95.48
OneHot,1364,21,22,[99.22],99.22,99.22
OneHot,1364,22,23,[91.19],91.19,99.22
OneHot,1364,23,24,[62.33],62.33,99.22
OneHot,1364,24,25,[12.23],12.23,99.22
OneHot,1364,25,26,[99.81],99.81,99.81
OneHot,1364,26,27,[81.63],81.63,99.81
OneHot,1364,27,28,[39.57],39.57,99.81
OneHot,1364,28,29,[79.1],79.1,99.81
OneHot,1364,29,30,[61.09],61.09,99.81
OneHot,1364,30,31,[68.17],68.17,99.81
OneHot,1364,31,32,[99.98],99.98,99.98
OneHot,1364,32,33,[50.74],50.74,99.98
OneHot,1364,33,34,[87.59],87.59,99.98
OneHot,1364,34,35,[28.06],28.06,99.98
OneHot,1364,35,36,[19.64],19.64,99.98
OneHot,1364,36,37,[98.38],98.38,99.98
OneHot,1364,37,38,[24.11],24.11,99.98
OneHot,1364,38,39,[80.86],80.86,99.98
OneHot,1364,39,40,[80.65],80.65,99.98
OneHot,1365,0,1,[0.0],0.0,0.0
OneHot,1365,1,2,[0.0],0.0,0.0
OneHot,1365,2,3,[0.0],0.0,0.0
OneHot,1365,3,4,[29.96],29.96,29.96
OneHot,1365,4,5,[0.83],0.83,29.96
OneHot,1365,5,6,[3.55],3.55,29.96
OneHot,1365,6,7,[0.15],0.15,29.96
OneHot,1365,7,8,[8.82],8.82,29.96
OneHot,1365,8,9,[2.81],2.81,29.96
OneHot,1365,9,10,[24.02],24.02,29.96
OneHot,1365,10,11,[31.55],31.55,31.55
OneHot,1365,11,12,[62.15],62.15,62.15
OneHot,1365,12,13,[48.91],48.91,62.15
OneHot,1365,13,14,[71.43],71.43,71.43
OneHot,1365,14,15,[27.8],27.8,71.43
OneHot,1365,15,16,[0.0],0.0,71.43
OneHot,1365,16,17,[70.8],70.8,71.43
OneHot,1365,17,18,[84.49],84.49,84.49
OneHot,1365,18,19,[84.67],84.67,84.67
OneHot,1365,19,20,[84.48],84.48,84.67
OneHot,1365,20,21,[80.39],80.39,84.67
OneHot,1365,21,22,[48.34],48.34,84.67
OneHot,1365,22,23,[74.3],74.3,84.67
OneHot,1365,23,24,[40.26],40.26,84.67
OneHot,1365,24,25,[39.57],39.57,84.67
OneHot,1365,25,26,[86.14],86.14,86.14
OneHot,1365,26,27,[48.86],48.86,86.14
OneHot,1365,27,28,[84.81],84.81,86.14
OneHot,1365,28,29,[99.22],99.22,99.22
OneHot,1365,29,30,[100.0],100.0,100.0
OneHot,1365,30,31,[43.84],43.84,100.0
OneHot,1365,31,32,[2.79],2.79,100.0
OneHot,1365,32,33,[91.19],91.19,100.0
OneHot,1365,33,34,[99.81],99.81,100.0
OneHot,1365,34,35,[98.38],98.38,100.0
OneHot,1365,35,36,[62.33],62.33,100.0
OneHot,1365,36,37,[44.47],44.47,100.0
OneHot,1365,37,38,[81.63],81.63,100.0
OneHot,1365,38,39,[83.22],83.22,100.0
OneHot,1365,39,40,[95.48],95.48,100.0
OneHot,1366,0,1,[40.76],40.76,40.76
OneHot,1366,1,2,[0.0],0.0,40.76
OneHot,1366,2,3,[8.82],8.82,40.76
OneHot,1366,3,4,[25.67],25.67,40.76
OneHot,1366,4,5,[0.0],0.0,40.76
OneHot,1366,5,6,[42.48],42.48,42.48
OneHot,1366,6,7,[13.31],13.31,42.48
OneHot,1366,7,8,[41.03],41.03,42.48
OneHot,1366,8,9,[17.16],17.16,42.48
OneHot,1366,9,10,[23.57],23.57,42.48
OneHot,1366,10,11,[18.89],18.89,42.48
OneHot,1366,11,12,[1.58],1.58,42.48
OneHot,1366,12,13,[0.89],0.89,42.48
OneHot,1366,13,14,[25.62],25.62,42.48
OneHot,1366,14,15,[46.57],46.57,46.57
OneHot,1366,15,16,[25.35],25.35,46.57
OneHot,1366,16,17,[25.64],25.64,46.57
OneHot,1366,17,18,[62.34],62.34,62.34
OneHot,1366,18,19,[0.0],0.0,62.34
OneHot,1366,19,20,[34.98],34.98,62.34
OneHot,1366,20,21,[7.02],7.02,62.34
OneHot,1366,21,22,[75.4],75.4,75.4
OneHot,1366,22,23,[18.19],18.19,75.4
OneHot,1366,23,24,[27.79],27.79,75.4
OneHot,1366,24,25,[40.02],40.02,75.4
OneHot,1366,25,26,[3.6],3.6,75.4
OneHot,1366,26,27,[5.22],5.22,75.4
OneHot,1366,27,28,[16.91],16.91,75.4
OneHot,1366,28,29,[5.75],5.75,75.4
OneHot,1366,29,30,[2.41],2.41,75.4
OneHot,1366,30,31,[78.44],78.44,78.44
OneHot,1366,31,32,[68.31],68.31,78.44
OneHot,1366,32,33,[59.81],59.81,78.44
OneHot,1366,33,34,[0.0],0.0,78.44
OneHot,1366,34,35,[71.43],71.43,78.44
OneHot,1366,35,36,[62.15],62.15,78.44
OneHot,1366,36,37,[33.95],33.95,78.44
OneHot,1366,37,38,[78.6],78.6,78.6
OneHot,1366,38,39,[77.01],77.01,78.6
OneHot,1366,39,40,[70.8],70.8,78.6
OneHot,1367,0,1,[13.99],13.99,13.99
OneHot,1367,1,2,[3.6],3.6,13.99
OneHot,1367,2,3,[0.0],0.0,13.99
OneHot,1367,3,4,[0.0],0.0,13.99
OneHot,1367,4,5,[23.23],23.23,23.23
OneHot,1367,5,6,[8.82],8.82,23.23
OneHot,1367,6,7,[21.88],21.88,23.23
OneHot,1367,7,8,[16.07],16.07,23.23
OneHot,1367,8,9,[23.51],23.51,23.51
OneHot,1367,9,10,[2.45],2.45,23.51
OneHot,1367,10,11,[20.5],20.5,23.51
OneHot,1367,11,12,[0.0],0.0,23.51
OneHot,1367,12,13,[20.72],20.72,23.51
OneHot,1367,13,14,[36.32],36.32,36.32
OneHot,1367,14,15,[6.77],6.77,36.32
OneHot,1367,15,16,[0.0],0.0,36.32
OneHot,1367,16,17,[2.66],2.66,36.32
OneHot,1367,17,18,[11.77],11.77,36.32
OneHot,1367,18,19,[77.01],77.01,77.01
OneHot,1367,19,20,[0.0],0.0,77.01
OneHot,1367,20,21,[5.22],5.22,77.01
OneHot,1367,21,22,[5.75],5.75,77.01
OneHot,1367,22,23,[2.41],2.41,77.01
OneHot,1367,23,24,[5.47],5.47,77.01
OneHot,1367,24,25,[5.49],5.49,77.01
OneHot,1367,25,26,[3.14],3.14,77.01
OneHot,1367,26,27,[5.03],5.03,77.01
OneHot,1367,27,28,[5.95],5.95,77.01
OneHot,1367,28,29,[0.0],0.0,77.01
OneHot,1367,29,30,[0.0],0.0,77.01
OneHot,1367,30,31,[0.0],0.0,77.01
OneHot,1367,31,32,[0.12],0.12,77.01
OneHot,1367,32,33,[0.0],0.0,77.01
OneHot,1367,33,34,[0.0],0.0,77.01
OneHot,1367,34,35,[2.13],2.13,77.01
OneHot,1367,35,36,[7.71],7.71,77.01
OneHot,1367,36,37,[84.17],84.17,84.17
OneHot,1367,37,38,[72.21],72.21,84.17
OneHot,1367,38,39,[56.57],56.57,84.17
OneHot,1367,39,40,[59.81],59.81,84.17
OneHot,1368,0,1,[2.72],2.72,2.72
OneHot,1368,1,2,[5.75],5.75,5.75
OneHot,1368,2,3,[0.0],0.0,5.75
OneHot,1368,3,4,[5.29],5.29,5.75
OneHot,1368,4,5,[0.0],0.0,5.75
OneHot,1368,5,6,[0.0],0.0,5.75
OneHot,1368,6,7,[88.89],88.89,88.89
OneHot,1368,7,8,[77.58],77.58,88.89
OneHot,1368,8,9,[62.04],62.04,88.89
OneHot,1368,9,10,[12.01],12.01,88.89
OneHot,1368,10,11,[0.0],0.0,88.89
OneHot,1368,11,12,[88.41],88.41,88.89
OneHot,1368,12,13,[62.07],62.07,88.89
OneHot,1368,13,14,[16.77],16.77,88.89
OneHot,1368,14,15,[43.22],43.22,88.89
OneHot,1368,15,16,[84.49],84.49,88.89
OneHot,1368,16,17,[54.52],54.52,88.89
OneHot,1368,17,18,[81.48],81.48,88.89
OneHot,1368,18,19,[95.48],95.48,95.48
OneHot,1368,19,20,[99.22],99.22,99.22
OneHot,1368,20,21,[96.64],96.64,99.22
OneHot,1368,21,22,[81.63],81.63,99.22
OneHot,1368,22,23,[5.9],5.9,99.22
OneHot,1368,23,24,[98.38],98.38,99.22
OneHot,1368,24,25,[83.22],83.22,99.22
OneHot,1368,25,26,[85.21],85.21,99.22
OneHot,1368,26,27,[99.81],99.81,99.81
OneHot,1368,27,28,[92.19],92.19,99.81
OneHot,1368,28,29,[51.83],51.83,99.81
OneHot,1368,29,30,[89.95],89.95,99.81
OneHot,1368,30,31,[44.47],44.47,99.81
OneHot,1368,31,32,[18.61],18.61,99.81
OneHot,1368,32,33,[89.14],89.14,99.81
OneHot,1368,33,34,[43.12],43.12,99.81
OneHot,1368,34,35,[92.03],92.03,99.81
OneHot,1368,35,36,[83.85],83.85,99.81
OneHot,1368,36,37,[50.74],50.74,99.81
