% of data used,Monte_Carlo_Run,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Running best yield,Initial_Data
0,19,0,2,"[91.19, 16.71]",91.19,91.19,
0,19,1,4,"[59.82, 19.13]",59.82,91.19,
0,19,2,6,"[60.29, 99.22]",99.22,99.22,
0,19,3,8,"[95.48, 98.38]",98.38,99.22,
0,19,4,10,"[62.33, 40.26]",62.33,99.22,
0,19,5,12,"[83.22, 99.98]",99.98,99.98,
0,19,6,14,"[50.74, 80.86]",80.86,99.98,
0,19,7,16,"[81.63, 39.57]",81.63,99.98,
0,19,8,18,"[8.82, 0.0]",8.82,99.98,
0,19,9,20,"[46.42, 43.9]",46.42,99.98,
0,20,0,2,"[21.0, 74.04]",74.04,74.04,
0,20,1,4,"[7.5, 91.27]",91.27,91.27,
0,20,2,6,"[89.71, 76.33]",89.71,91.27,
0,20,3,8,"[3.07, 2.44]",3.07,91.27,
0,20,4,10,"[84.64, 45.85]",84.64,91.27,
0,20,5,12,"[87.32, 79.1]",87.32,91.27,
0,20,6,14,"[86.46, 78.19]",86.46,91.27,
0,20,7,16,"[51.83, 14.24]",51.83,91.27,
0,20,8,18,"[9.36, 9.46]",9.46,91.27,
0,20,9,20,"[26.22, 58.4]",58.4,91.27,
0,21,0,2,"[1.6, 61.86]",61.86,61.86,
0,21,1,4,"[76.24, 21.74]",76.24,76.24,
0,21,2,6,"[6.23, 18.26]",18.26,76.24,
0,21,3,8,"[84.67, 0.0]",84.67,84.67,
0,21,4,10,"[77.58, 61.67]",77.58,84.67,
0,21,5,12,"[78.6, 76.59]",78.6,84.67,
0,21,6,14,"[43.22, 0.0]",43.22,84.67,
0,21,7,16,"[88.89, 8.61]",88.89,88.89,
0,21,8,18,"[55.96, 45.85]",55.96,88.89,
0,21,9,20,"[80.39, 66.84]",80.39,88.89,
0,22,0,2,"[8.2, 55.8]",55.8,55.8,
0,22,1,4,"[67.17, 25.35]",67.17,67.17,
0,22,2,6,"[45.62, 70.8]",70.8,70.8,
0,22,3,8,"[84.49, 0.0]",84.49,84.49,
0,22,4,10,"[88.41, 80.39]",88.41,88.41,
0,22,5,12,"[38.48, 88.41]",88.41,88.41,
0,22,6,14,"[77.58, 84.67]",84.67,88.41,
0,22,7,16,"[84.81, 77.01]",84.81,88.41,
0,22,8,18,"[78.6, 6.23]",78.6,88.41,
0,22,9,20,"[71.43, 43.22]",71.43,88.41,
0,23,0,2,"[3.7, 0.0]",3.7,3.7,
0,23,1,4,"[86.46, 0.0]",86.46,86.46,
0,23,2,6,"[79.1, 91.27]",91.27,91.27,
0,23,3,8,"[45.85, 3.07]",45.85,91.27,
0,23,4,10,"[89.71, 84.64]",89.71,91.27,
0,23,5,12,"[78.19, 1.76]",78.19,91.27,
0,23,6,14,"[55.96, 11.19]",55.96,91.27,
0,23,7,16,"[9.96, 76.59]",76.59,91.27,
0,23,8,18,"[88.89, 77.58]",88.89,91.27,
0,23,9,20,"[88.41, 80.39]",88.41,91.27,
0,24,0,2,"[40.02, 25.35]",40.02,40.02,
0,24,1,4,"[13.75, 21.0]",21.0,40.02,
0,24,2,6,"[53.11, 31.53]",53.11,53.11,
0,24,3,8,"[49.48, 23.8]",49.48,53.11,
0,24,4,10,"[0.0, 45.37]",45.37,53.11,
0,24,5,12,"[58.13, 58.48]",58.48,58.48,
0,24,6,14,"[42.63, 53.81]",53.81,58.48,
0,24,7,16,"[64.48, 25.77]",64.48,64.48,
0,24,8,18,"[77.52, 50.93]",77.52,77.52,
0,24,9,20,"[71.57, 80.65]",80.65,80.65,
0,25,0,2,"[5.24, 0.0]",5.24,5.24,
0,25,1,4,"[7.54, 7.42]",7.54,7.54,
0,25,2,6,"[8.82, 6.1]",8.82,8.82,
0,25,3,8,"[7.65, 0.0]",7.65,8.82,
0,25,4,10,"[22.08, 0.0]",22.08,22.08,
0,25,5,12,"[5.69, 29.96]",29.96,29.96,
0,25,6,14,"[23.77, 29.39]",29.39,29.96,
0,25,7,16,"[4.26, 68.31]",68.31,68.31,
0,25,8,18,"[44.74, 70.8]",70.8,70.8,
0,25,9,20,"[61.67, 62.15]",62.15,70.8,
0,26,0,2,"[0.0, 45.01]",45.01,45.01,
0,26,1,4,"[32.21, 55.96]",55.96,55.96,
0,26,2,6,"[14.24, 88.89]",88.89,88.89,
0,26,3,8,"[6.22, 0.15]",6.22,88.89,
0,26,4,10,"[82.09, 12.01]",82.09,88.89,
0,26,5,12,"[77.58, 3.14]",77.58,88.89,
0,26,6,14,"[62.07, 84.67]",84.67,88.89,
0,26,7,16,"[84.49, 76.24]",84.49,88.89,
0,26,8,18,"[59.05, 7.02]",59.05,88.89,
0,26,9,20,"[80.39, 84.81]",84.81,88.89,
0,27,0,2,"[62.73, 12.14]",62.73,62.73,
0,27,1,4,"[40.85, 81.63]",81.63,81.63,
0,27,2,6,"[96.64, 99.22]",99.22,99.22,
0,27,3,8,"[98.38, 99.81]",99.81,99.81,
0,27,4,10,"[52.47, 14.06]",52.47,99.81,
0,27,5,12,"[92.19, 80.86]",92.19,99.81,
0,27,6,14,"[77.52, 89.95]",89.95,99.81,
0,27,7,16,"[20.51, 7.54]",20.51,99.81,
0,27,8,18,"[71.81, 83.22]",83.22,99.81,
0,27,9,20,"[67.57, 46.42]",67.57,99.81,
0,28,0,2,"[20.07, 29.51]",29.51,29.51,
0,28,1,4,"[24.11, 35.61]",35.61,35.61,
0,28,2,6,"[18.38, 0.0]",18.38,35.61,
0,28,3,8,"[26.22, 0.0]",26.22,35.61,
0,28,4,10,"[44.53, 8.61]",44.53,44.53,
0,28,5,12,"[18.61, 4.61]",18.61,44.53,
0,28,6,14,"[47.58, 27.93]",47.58,47.58,
0,28,7,16,"[24.56, 80.61]",80.61,80.61,
0,28,8,18,"[84.81, 62.07]",84.81,84.81,
0,28,9,20,"[84.49, 48.15]",84.49,84.81,
0,29,0,2,"[14.73, 3.88]",14.73,14.73,
0,29,1,4,"[21.0, 29.06]",29.06,29.06,
0,29,2,6,"[76.02, 52.08]",76.02,76.02,
0,29,3,8,"[78.93, 83.62]",83.62,83.62,
0,29,4,10,"[50.7, 16.71]",50.7,83.62,
0,29,5,12,"[49.17, 40.02]",49.17,83.62,
0,29,6,14,"[14.06, 0.0]",14.06,83.62,
0,29,7,16,"[30.15, 3.04]",30.15,83.62,
0,29,8,18,"[87.59, 54.83]",87.59,87.59,
0,29,9,20,"[83.85, 99.81]",99.81,99.81,
0,30,0,2,"[0.0, 0.0]",0.0,0.0,
0,30,1,4,"[3.33, 5.16]",5.16,5.16,
0,30,2,6,"[4.06, 89.14]",89.14,89.14,
0,30,3,8,"[81.48, 75.12]",81.48,89.14,
0,30,4,10,"[82.13, 5.4]",82.13,89.14,
0,30,5,12,"[5.65, 16.07]",16.07,89.14,
0,30,6,14,"[22.07, 62.04]",62.04,89.14,
0,30,7,16,"[74.3, 83.62]",83.62,89.14,
0,30,8,18,"[50.7, 78.93]",78.93,89.14,
0,30,9,20,"[78.6, 21.0]",78.6,89.14,
0,31,0,2,"[7.5, 46.53]",46.53,46.53,
0,31,1,4,"[48.15, 69.13]",69.13,69.13,
0,31,2,6,"[17.0, 69.03]",69.03,69.13,
0,31,3,8,"[36.46, 77.01]",77.01,77.01,
0,31,4,10,"[72.21, 71.43]",72.21,77.01,
0,31,5,12,"[78.44, 78.6]",78.6,78.6,
0,31,6,14,"[31.51, 43.22]",43.22,78.6,
0,31,7,16,"[84.17, 58.48]",84.17,84.17,
0,31,8,18,"[8.82, 0.0]",8.82,84.17,
0,31,9,20,"[70.8, 6.23]",70.8,84.17,
0,32,0,2,"[78.19, 0.0]",78.19,78.19,
0,32,1,4,"[89.71, 58.4]",89.71,89.71,
0,32,2,6,"[18.16, 45.85]",45.85,89.71,
0,32,3,8,"[91.27, 4.94]",91.27,91.27,
0,32,4,10,"[84.64, 86.46]",86.46,91.27,
0,32,5,12,"[1.76, 14.24]",14.24,91.27,
0,32,6,14,"[12.19, 26.22]",26.22,91.27,
0,32,7,16,"[87.32, 38.48]",87.32,91.27,
0,32,8,18,"[84.67, 0.0]",84.67,91.27,
0,32,9,20,"[77.58, 84.49]",84.49,91.27,
0,33,0,2,"[7.43, 0.0]",7.43,7.43,
0,33,1,4,"[18.55, 21.25]",21.25,21.25,
0,33,2,6,"[37.36, 8.39]",37.36,37.36,
0,33,3,8,"[43.05, 49.57]",49.57,49.57,
0,33,4,10,"[26.29, 62.15]",62.15,62.15,
0,33,5,12,"[26.97, 68.31]",68.31,68.31,
0,33,6,14,"[70.8, 48.34]",70.8,70.8,
0,33,7,16,"[61.67, 84.67]",84.67,84.67,
0,33,8,18,"[88.41, 84.49]",88.41,88.41,
0,33,9,20,"[88.41, 76.24]",88.41,88.41,
0,34,0,2,"[11.91, 38.48]",38.48,38.48,
0,34,1,4,"[48.34, 88.41]",88.41,88.41,
0,34,2,6,"[88.41, 1.68]",88.41,88.41,
0,34,3,8,"[84.49, 77.58]",84.49,88.41,
0,34,4,10,"[6.23, 70.8]",70.8,88.41,
0,34,5,12,"[84.81, 62.15]",84.81,88.41,
0,34,6,14,"[84.67, 45.62]",84.67,88.41,
0,34,7,16,"[77.01, 0.51]",77.01,88.41,
0,34,8,18,"[71.43, 43.22]",71.43,88.41,
0,34,9,20,"[78.44, 31.51]",78.44,88.41,
0,35,0,2,"[59.05, 15.64]",59.05,59.05,
0,35,1,4,"[22.87, 6.23]",22.87,59.05,
0,35,2,6,"[48.91, 25.67]",48.91,59.05,
0,35,3,8,"[48.34, 0.0]",48.34,59.05,
0,35,4,10,"[80.61, 68.31]",80.61,80.61,
0,35,5,12,"[62.07, 44.74]",62.07,80.61,
0,35,6,14,"[48.15, 78.44]",78.44,80.61,
0,35,7,16,"[71.43, 80.39]",80.39,80.61,
0,35,8,18,"[31.51, 53.81]",53.81,80.61,
0,35,9,20,"[26.29, 0.89]",26.29,80.61,
0,36,0,2,"[5.15, 45.17]",45.17,45.17,
0,36,1,4,"[0.0, 26.78]",26.78,45.17,
0,36,2,6,"[54.83, 27.88]",54.83,54.83,
0,36,3,8,"[61.33, 22.22]",61.33,61.33,
0,36,4,10,"[99.81, 17.56]",99.81,99.81,
0,36,5,12,"[92.19, 89.95]",92.19,99.81,
0,36,6,14,"[98.38, 95.48]",98.38,99.81,
0,36,7,16,"[83.22, 99.22]",99.22,99.81,
0,36,8,18,"[62.33, 92.03]",92.03,99.81,
0,36,9,20,"[99.98, 91.19]",99.98,99.98,
0,37,0,2,"[21.88, 81.48]",81.48,81.48,
0,37,1,4,"[39.57, 22.07]",39.57,81.48,
0,37,2,6,"[89.14, 2.45]",89.14,89.14,
0,37,3,8,"[5.4, 3.14]",5.4,89.14,
0,37,4,10,"[75.12, 62.04]",75.12,89.14,
0,37,5,12,"[74.3, 83.62]",83.62,89.14,
0,37,6,14,"[68.17, 78.93]",78.93,89.14,
0,37,7,16,"[21.0, 16.71]",21.0,89.14,
0,37,8,18,"[30.15, 3.04]",30.15,89.14,
0,37,9,20,"[76.02, 50.7]",76.02,89.14,
0,38,0,2,"[53.61, 0.0]",53.61,53.61,
0,38,1,4,"[12.14, 31.43]",31.43,53.61,
0,38,2,6,"[13.12, 74.3]",74.3,74.3,
0,38,3,8,"[68.17, 52.08]",68.17,74.3,
0,38,4,10,"[29.06, 78.93]",78.93,78.93,
0,38,5,12,"[14.29, 49.48]",49.48,78.93,
0,38,6,14,"[3.04, 37.73]",37.73,78.93,
0,38,7,16,"[21.09, 54.83]",54.83,78.93,
0,38,8,18,"[40.26, 45.17]",45.17,78.93,
0,38,9,20,"[0.0, 22.22]",22.22,78.93,
0,39,0,2,"[81.48, 87.59]",87.59,87.59,
0,39,1,4,"[81.63, 42.62]",81.63,87.59,
0,39,2,6,"[92.19, 96.64]",96.64,96.64,
0,39,3,8,"[13.87, 31.14]",31.14,96.64,
0,39,4,10,"[5.65, 98.38]",98.38,98.38,
0,39,5,12,"[5.16, 80.65]",80.65,98.38,
0,39,6,14,"[80.86, 75.46]",80.86,98.38,
0,39,7,16,"[50.74, 39.2]",50.74,98.38,
0,39,8,18,"[92.03, 83.22]",92.03,98.38,
0,39,9,20,"[99.81, 6.44]",99.81,99.81,
0,40,0,2,"[66.9, 52.47]",66.9,66.9,
0,40,1,4,"[30.02, 36.18]",36.18,66.9,
0,40,2,6,"[33.65, 38.63]",38.63,66.9,
0,40,3,8,"[0.0, 21.74]",21.74,66.9,
0,40,4,10,"[46.42, 62.33]",62.33,66.9,
0,40,5,12,"[45.73, 57.84]",57.84,66.9,
0,40,6,14,"[19.71, 99.98]",99.98,99.98,
0,40,7,16,"[80.86, 50.74]",80.86,99.98,
0,40,8,18,"[80.65, 71.81]",80.65,99.98,
0,40,9,20,"[99.22, 91.19]",99.22,99.98,
0,41,0,2,"[5.65, 0.0]",5.65,5.65,
0,41,1,4,"[22.07, 39.57]",39.57,39.57,
0,41,2,6,"[75.12, 4.87]",75.12,75.12,
0,41,3,8,"[89.14, 85.21]",89.14,89.14,
0,41,4,10,"[5.4, 21.88]",21.88,89.14,
0,41,5,12,"[3.14, 96.64]",96.64,96.64,
0,41,6,14,"[98.38, 95.48]",98.38,98.38,
0,41,7,16,"[87.59, 99.22]",99.22,99.22,
0,41,8,18,"[92.19, 83.22]",92.19,99.22,
0,41,9,20,"[62.33, 81.63]",81.63,99.22,
0,42,0,2,"[0.0, 78.6]",78.6,78.6,
0,42,1,4,"[74.3, 83.62]",83.62,83.62,
0,42,2,6,"[62.32, 60.48]",62.32,83.62,
0,42,3,8,"[14.81, 11.72]",14.81,83.62,
0,42,4,10,"[78.93, 16.77]",78.93,83.62,
0,42,5,12,"[76.02, 40.02]",76.02,83.62,
0,42,6,14,"[45.85, 70.26]",70.26,83.62,
0,42,7,16,"[85.21, 22.07]",85.21,85.21,
0,42,8,18,"[89.14, 6.48]",89.14,89.14,
0,42,9,20,"[75.12, 5.4]",75.12,89.14,
0,43,0,2,"[0.0, 4.26]",4.26,4.26,
0,43,1,4,"[0.0, 1.76]",1.76,4.26,
0,43,2,6,"[11.83, 58.4]",58.4,58.4,
0,43,3,8,"[79.1, 84.64]",84.64,84.64,
0,43,4,10,"[91.27, 89.71]",91.27,91.27,
0,43,5,12,"[12.01, 45.85]",45.85,91.27,
0,43,6,14,"[87.32, 9.36]",87.32,91.27,
0,43,7,16,"[3.07, 11.19]",11.19,91.27,
0,43,8,18,"[86.46, 55.96]",86.46,91.27,
0,43,9,20,"[9.96, 76.59]",76.59,91.27,
0,44,0,2,"[5.16, 19.04]",19.04,19.04,
0,44,1,4,"[16.71, 29.06]",29.06,29.06,
0,44,2,6,"[62.04, 74.3]",74.3,74.3,
0,44,3,8,"[52.08, 68.17]",68.17,74.3,
0,44,4,10,"[21.09, 9.35]",21.09,74.3,
0,44,5,12,"[78.93, 50.7]",78.93,78.93,
0,44,6,14,"[2.64, 53.11]",53.11,78.93,
0,44,7,16,"[14.29, 40.02]",40.02,78.93,
0,44,8,18,"[12.25, 13.87]",13.87,78.93,
0,44,9,20,"[3.04, 45.37]",45.37,78.93,
0,45,0,2,"[4.61, 7.43]",7.43,7.43,
0,45,1,4,"[0.89, 1.68]",1.68,7.43,
0,45,2,6,"[5.95, 40.26]",40.26,40.26,
0,45,3,8,"[15.42, 54.83]",54.83,54.83,
0,45,4,10,"[45.17, 22.22]",45.17,54.83,
0,45,5,12,"[8.39, 92.19]",92.19,92.19,
0,45,6,14,"[92.03, 99.22]",99.22,99.22,
0,45,7,16,"[96.64, 99.81]",99.81,99.81,
0,45,8,18,"[98.38, 87.59]",98.38,99.81,
0,45,9,20,"[81.63, 62.33]",81.63,99.81,
0,46,0,2,"[78.6, 48.91]",78.6,78.6,
0,46,1,4,"[74.3, 83.62]",83.62,83.62,
0,46,2,6,"[50.7, 62.04]",62.04,83.62,
0,46,3,8,"[78.93, 14.81]",78.93,83.62,
0,46,4,10,"[16.71, 30.15]",30.15,83.62,
0,46,5,12,"[76.02, 36.18]",76.02,83.62,
0,46,6,14,"[36.29, 0.0]",36.29,83.62,
0,46,7,16,"[80.39, 81.63]",81.63,83.62,
0,46,8,18,"[99.81, 88.41]",99.81,99.81,
0,46,9,20,"[98.38, 92.19]",98.38,99.81,
0,47,0,2,"[0.0, 13.75]",13.75,13.75,
0,47,1,4,"[40.02, 19.04]",40.02,40.02,
0,47,2,6,"[53.11, 31.53]",53.11,53.11,
0,47,3,8,"[49.48, 31.43]",49.48,53.11,
0,47,4,10,"[78.93, 23.8]",78.93,78.93,
0,47,5,12,"[62.32, 52.08]",62.32,78.93,
0,47,6,14,"[68.17, 76.02]",76.02,78.93,
0,47,7,16,"[61.33, 79.1]",79.1,79.1,
