% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1358,0,2,"[80.69, 0.0]",80.69,80.69,
0,1358,1,4,"[2.41, 5.47]",5.47,80.69,
0,1358,2,6,"[5.49, 0.12]",5.49,80.69,
0,1358,3,8,"[41.64, 41.1]",41.64,80.69,
0,1358,4,10,"[96.38, 19.28]",96.38,96.38,
0,1358,5,12,"[50.75, 82.33]",82.33,96.38,
0,1358,6,14,"[53.52, 50.69]",53.52,96.38,
0,1358,7,16,"[2.15, 31.29]",31.29,96.38,
0,1358,8,18,"[6.4, 67.85]",67.85,96.38,
0,1358,9,20,"[83.25, 100.0]",100.0,100.0,
0,1359,0,2,"[1.31, 3.79]",3.79,3.79,
0,1359,1,4,"[2.41, 5.47]",5.47,5.47,
0,1359,2,6,"[5.49, 0.12]",5.49,5.49,
0,1359,3,8,"[0.0, 0.0]",0.0,5.49,
0,1359,4,10,"[0.74, 7.34]",7.34,7.34,
0,1359,5,12,"[68.71, 78.95]",78.95,78.95,
0,1359,6,14,"[20.73, 8.3]",20.73,78.95,
0,1359,7,16,"[18.42, 42.43]",42.43,78.95,
0,1359,8,18,"[57.33, 2.85]",57.33,78.95,
0,1359,9,20,"[6.22, 7.26]",7.26,78.95,
0,1360,0,2,"[0.0, 7.12]",7.12,7.12,
0,1360,1,4,"[2.41, 5.47]",5.47,7.12,
0,1360,2,6,"[5.49, 0.12]",5.49,7.12,
0,1360,3,8,"[0.0, 0.0]",0.0,7.12,
0,1360,4,10,"[16.85, 15.44]",16.85,16.85,
0,1360,5,12,"[11.69, 53.25]",53.25,53.25,
0,1360,6,14,"[68.71, 78.95]",78.95,78.95,
0,1360,7,16,"[57.33, 29.31]",57.33,78.95,
0,1360,8,18,"[28.64, 0.0]",28.64,78.95,
0,1360,9,20,"[28.15, 6.39]",28.15,78.95,
0,1361,0,2,"[23.1, 72.89]",72.89,72.89,
0,1361,1,4,"[2.41, 5.47]",5.47,72.89,
0,1361,2,6,"[5.49, 0.12]",5.49,72.89,
0,1361,3,8,"[0.0, 0.0]",0.0,72.89,
